bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
234,"item, data item, database item, item transaction, data item transaction, transaction, transaction data, data item database",5,Transaction Management and ACID Properties,0.4399911582213363
235,"normalization, denormalization, normalized, design, denormalization performance, normalization normalization, normal form normalization, bad database design",2,Database Design and Normalization,0.5122832077770602
236,"diagram figure, diagram, diagram figure diagram, figure diagram, consider diagram figure, consider diagram, figure diagram figure, figure consider diagram",0,Introduction to Database Management Systems,0.0
237,"phone, phone number, attribute phone, attribute phone number, home phone, home, number, area code",0,Introduction to Database Management Systems,0.0
238,"safe, safety, rule, unsafe, expression, said safe, expression safe, safety expression",0,Introduction to Database Management Systems,0.0
239,"subclass, specialization, subclass specialization, superclass, defined, defined subclass, disjoint, belong subclass",0,Introduction to Database Management Systems,0.0
240,"locking, lock, locking index, granularity, concurrency, index, locking granularity, indexlocking",0,Introduction to Database Management Systems,0.0
241,"student, student enrolled, enrolled, register, retrieve name, name student, count, registration",3,Querying Relational Databases,0.10098722091470684
242,"columnoriented, storage, columnoriented storage, storage manager, exadata, column based, column based storage, based storage",16,Data Compression and Encryption,0.24001402626869275
243,"web service, service, soap, web, http, webservice, parameter result, http request",9,Cloud Databases and DBaaS,0.07700928176362007
244,"employee tuple, employee, nested query, select employee, select employee tuple, exists, nested, dependent",3,Querying Relational Databases,0.5790822707065071
245,"operator, operator class, gist, gist operator class, creating operator class, operator symbol, default operator, default operator class",0,Introduction to Database Management Systems,0.0
246,"workflow, task, agent, task agent, scheduler, requirement workflow, processing entity, precondition",11,In-Memory Databases,0.211276559897362
247,"schedule figure, consider schedule, schedule, consider schedule figure, consider partial schedule, partial schedule figure, consider partial, partial schedule",0,Introduction to Database Management Systems,0.0
248,"test, assertion, infinitely, created test validity, test test, costly test assertion, arbitrary predicate costly, assertion created test",0,Introduction to Database Management Systems,0.0
249,"participation, total participation, participate relationship, participate, total, relationship, participation entity, relationship set",6,Data Modeling and ER Diagrams,0.12551057170054963
250,"longduration, multilevel transaction, longduration transaction, multilevel, transaction, transaction nested, autonomous transaction, nested multilevel",5,Transaction Management and ACID Properties,0.4062678601155774
251,"log, log record, new value, item log, value updated, update log record, update log, data item",14,Database Auditing and Logging,0.30825265382825184
252,"geometryobject, circle, interface, short, triangle, referencepoint, area, rectangle",0,Introduction to Database Management Systems,0.0
253,"canonical cover, canonical, cover, set functional dependency, set functional, canonical cover set, cover set, dependency",0,Introduction to Database Management Systems,0.0
254,"waitfor, waitfor graph, graph, local waitfor graph, local waitfor, local, edge, waitfor graph figure",13,Multi-Model Databases,0.09026539242002347
255,"data dictionary, dictionary, catalog, metadata, data data, data dictionary store, dictionary store, data data dictionary",29,Data Quality Assurance and Data Cleansing,0.33936259866977353
256,"constructor, structured type, type constructor, structured, type, struct, collection type, construct",0,Introduction to Database Management Systems,0.0
257,"sqlj, java, double, jdbc, sql sqlj, embedded sql, embedded, sqlj java",3,Querying Relational Databases,0.3612204563363911
258,"example example, illustrate, example illustrate, following example, illustrate use, following example example, illustrate use exists, example",0,Introduction to Database Management Systems,0.0
259,"link, page, anchor text, anchor, web page, hyperlink, text, stanford",0,Introduction to Database Management Systems,0.0
260,"longduration, long transaction, longduration transaction, starvation, long, victim, transaction, transaction progress",5,Transaction Management and ACID Properties,0.4062678601155774
261,"host, copy document, versionvector, versionvector scheme, vdi, copy, document host, scheme",18,NoSQL Databases: Document Stores,0.2901887707354227
262,"mean time, failure, mean, mean time failure, time failure, hour, disk, failure disk",10,Time-Series and Geospatial Databases,0.5318140491775498
263,"bread, milk, juice, milk bread, cooky, bread juice, bread cooky, percent",0,Introduction to Database Management Systems,0.0
264,"oledb, data source, source, linked server, oledb data, oledb data source, linked, docauthor",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
265,"ternary, ternary relationship, binary relationship, relationship, binary, father, degree, mother",6,Data Modeling and ER Diagrams,0.09922481925090243
266,"false, true false, true, unknown, false false, true true, false true, false unknown",0,Introduction to Database Management Systems,0.0
267,"architecture, threetier architecture, architecture figure, threetier, application architecture, application architecture evolved, twotier threetier architecture, twotier threetier",0,Introduction to Database Management Systems,0.41580763880846267
268,"ordered, ordering field, field, record order, file, file ordered record, ordered record, ordering",0,Introduction to Database Management Systems,0.0
269,"audit, trail, audit trail, create audit trail, create audit, security, carried, breach",7,Database Security and Access Control,0.5274622436833611
270,"notation, notation notation, alternative notation, alternative, notation notation notation, arrow notation, figure alternative notation, notation alternative",0,Introduction to Database Management Systems,0.0
271,"character, escape, pattern, match string, escape character, abcd, pattern matching, string",20,Data Mining and Knowledge Discovery,0.2643714201865002
272,"extraneous, logically implies, hold, implies, logically implies extraneous, extraneous logically, implies extraneous, logically",0,Introduction to Database Management Systems,0.0
273,"cube, rollup, data cube, cube rollup, rollup operation, rollup construct, cube rollup operation, entire data cube",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
274,"join, join parallel, join algorithm, computes join, locally, processor, parallel, parallel join algorithm",0,Introduction to Database Management Systems,0.0
275,"memory, main memory, main, cache, large main, large main memory, memory cache, cache memory",11,In-Memory Databases,0.41717511835466436
276,"searchkey, searchkey value, record searchkey value, record searchkey, search key, index entry, nonunique, deleted",0,Introduction to Database Management Systems,0.0
277,"persistent programming, persistent programming language, persistent, programming language, programming, language, language persistent programming, language persistent",1,Relational Database Model,0.10078874713503898
278,"buyer, seller, bid, auction, price, marketplace, multiple seller, multiple buyer",0,Introduction to Database Management Systems,0.0
279,"exception, error, catch, exception handling, error condition, sqlexception, exception condition, handling",31,Geospatial and Temporal Databases,0.26779692662706656
280,"hierarchy, region, country, region country, group region, region country state, hierarchical, country state",0,Introduction to Database Management Systems,0.0
281,"dvd, digital video, digital video disk, video disk, compact disk, disk dvd, video, digital",0,Introduction to Database Management Systems,0.0
282,"relational model, codd, model, relational, paper, paper codd, model chapter, landmark paper",13,Multi-Model Databases,0.5207472132037233
283,"estimate, size, size estimate, estimated size, size estimation, approximation, accurate, assumption",29,Data Quality Assurance and Data Cleansing,0.10180993837280738
284,"query language, language, language sql, widely query language, widely query, study widely query, study widely, query language sql",3,Querying Relational Databases,0.45000377652601986
285,"create table, table, create table command, create, stand table, table command, table book, command create table",0,Introduction to Database Management Systems,0.0
286,"vector machine, support vector machine, support vector, classifier, learning, vector, training set, learning method",20,Data Mining and Knowledge Discovery,0.49850353057544644
287,"rose, rational rose, rational, rose data, data modeler, modeler, rose data modeler, rational rose data",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
288,"bank database, bank database figure, consider bank, bank, consider bank database, figure consider bank, database figure, database figure consider",25,Database Migration and Schema Evolution,0.3351856339155593
289,"atom, formula, atom formula, relation atom, formula atom, atom following, atom true, atom form",0,Introduction to Database Management Systems,0.0
290,"buffer, buffer management, buffering, operating, buffer replacement, virtualmemory, replacement, management",0,Introduction to Database Management Systems,0.3042179216254648
291,"bound, formula, tuple variable, free, variable bound, variable, free bound, formula true",0,Introduction to Database Management Systems,0.0
292,"normalization, functional dependency normalization, chapter basic functional, basic functional, normalization relational database, normalization relational, dependency normalization relational, basic functional dependency",2,Database Design and Normalization,0.35148930573426407
293,"pstmt, instructor, pstmt setint, setint, figure instructor, pstmt setstring, setstring, figure instructor relation",0,Introduction to Database Management Systems,0.0
294,"merge join, mergejoin, merge, mergejoin algorithm, join attribute, sorted, join, hybrid",0,Introduction to Database Management Systems,0.0
295,"tuning, database tuning, workload, tuning process, tune database, guideline database, database tuning assistant, tuning assistant",30,Database Performance Monitoring and Tuning,0.48948612441266526
296,"termination state, termination, workflow, acceptable termination, acceptable termination state, acceptable, state, scheduler",0,Introduction to Database Management Systems,0.0
297,"selection, selectivity, selection condition, value selection, selection form, complex selection, number distinct value, equality",15,Data Visualization and Reporting,0.10010479971097082
298,"instructor, teach, instructor teach, course, taught, select course instructor, query instructor, course instructor",3,Querying Relational Databases,0.5790822707065071
299,"authorization, authorization specified sql, action control, rolebased authorization, rolebased, authorization specified, authorization access, authorization authorization",7,Database Security and Access Control,0.16662610916345397
300,"phone, phone number, instructor, instructor entity set, instructor entity, attribute phone, attribute phone number, phone number instructor",6,Data Modeling and ER Diagrams,0.09922481925090243
301,"eer, eer model, relational mapping, design eer, database design eer, mapping, eer relational mapping, eer relational",1,Relational Database Model,0.28452957851220423
302,"constraint, constraint constraint, character vin, character vin country, country manufacture, vin country manufacture, vin country, express special form",0,Introduction to Database Management Systems,0.0
303,"sale, reg, qtr, quarter, region, qtr qtr, reg reg, fiscal",0,Introduction to Database Management Systems,0.0
304,"information, knowledge, procedure obtaining information, information giving specific, overabundance, giving specific procedure, specific procedure, obtaining information",16,Data Compression and Encryption,0.10662124115979324
305,"section summarizes, summarizes chapter, section summarizes chapter, summarizes, chapter section summarizes, chapter section, summarizes chapter section, section",0,Introduction to Database Management Systems,0.0
306,"design, good design, design process, bad design, design methodology, bad, quality, reasonable chance",2,Database Design and Normalization,0.36808475965705445
307,"tree file organization, tree file, file organization, tree, organization, file, use tree, use tree file",17,Data Governance and Master Data Management (MDM),0.09345341091313283
308,"procedure, function procedure, conditional, sql psm, psm, procedure function, statement, statement list",3,Querying Relational Databases,0.3612204563363911
309,"chapter concurrency control, chapter concurrency, concurrency control, yes yes, concurrency, yes yes yes, false false, yes",7,Database Security and Access Control,0.28960279212250717
310,"deductive, deductive database, introduction deductive, introduction deductive database, ancestor, father, deductive database system, father ancestor",0,Introduction to Database Management Systems,0.2902655154929471
311,"merge, run, sorted run, run merged, merge pass, merges, sorted, pass",0,Introduction to Database Management Systems,0.0
312,"query tree, query graph, representation query, relational algebra, represent relational, tree, graph, algebra",3,Querying Relational Databases,0.42073834419838346
313,"schedule, write operation, read write operation, read write, operation schedule, read, write operation schedule, read write instruction",0,Introduction to Database Management Systems,0.0
314,"query shown figure, query shown, figure relation result, relation result preceding, preceding query shown, shown figure, result preceding query, result preceding",3,Querying Relational Databases,0.5790822707065071
315,"version, version number, version data, version data item, data item, new version, current version, specified version number",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
316,"scheme, scheme advantage, advantage, disadvantage, situation scheme, advantage simple, scheme advantage simple, advantage simple implementation",0,Introduction to Database Management Systems,0.0
317,"block, department block, recently, mru strategy, mru, seek, disk seek, recently block",0,Introduction to Database Management Systems,0.0
318,"physic comp, physic comp finance, finance music, comp finance, comp finance music, physic, history physic comp, history physic",0,Introduction to Database Management Systems,0.0
319,"tsti, wtimestampq, tsti wtimestampq, rtimestampq, tsti rtimestampq, tsti rtimestampq value, rtimestamp, rtimestampq value",0,Introduction to Database Management Systems,0.0
320,"bounding, bounding box, box, box object, bounding box object, rectangle, node bounding box, node bounding",0,Introduction to Database Management Systems,0.0
321,"quote, single quote, string, mark, apostrophe, single, hyphen punctuation mark, punctuation",13,Multi-Model Databases,0.09026539242002347
322,"loop, fetch, fetch tuple, loop iterate, result set, tuple result, loop iterates, iterates",0,Introduction to Database Management Systems,0.0
323,"selection, disjunctive, conjunctive selection, conjunctive, projection, disjunctive selection, disjunctive condition, selection selection",0,Introduction to Database Management Systems,0.0
324,"reorganization, temporary file, time consuming, time consuming large, consuming large, consuming large file, operation reorganization, temporary file disk",10,Time-Series and Geospatial Databases,0.27718354928831734
325,"quadtree, quadtrees, region, division space, division, set point, quad tree, graphically tree",0,Introduction to Database Management Systems,0.0
326,"update statistic, statistic, modification, update, overhead modification database, overhead modification, system update statistic, update statistic automatically",3,Querying Relational Databases,0.2904101883511302
327,"decisiontree, decisiontree classifier, classifier, decision tree, decision, type classifier, class label, training",8,Data Warehousing and Business Intelligence,0.10089181890609052
328,"default value, default, null, attribute default, null constraint, attribute default value, specified attribute, specified default",0,Introduction to Database Management Systems,0.0
329,"database programming, approach database programming, approach database, database programming technique, programming, main approach database, programming technique, main approach",25,Database Migration and Schema Evolution,0.3351856339155593
330,"credit, year, tot credit, tot, total credit, avgnum credit, year avgnum, avgnum",0,Introduction to Database Management Systems,0.0
331,"assumption, state assumption, assumption state, state clearly, state, assumption state assumption, state assumption state, clearly",0,Introduction to Database Management Systems,0.0
332,"trigger view, chapter sql complex, view schema modification, query trigger view, trigger view schema, complex query trigger, sql complex query, schema modification",3,Querying Relational Databases,0.47862035417294896
333,"disk, rate, storage capacity, megabyte, transfer rate, capacity, disk cost, cost",16,Data Compression and Encryption,0.18213564934614385
334,"input, output tuples, input tuples, output, pipelined input, pipelined, tuples, output buffer",0,Introduction to Database Management Systems,0.0
335,"organized follows chapter, chapter organized, chapter organized follows, follows chapter, organized follows, chapter shall, chapter, chapter shall return",0,Introduction to Database Management Systems,0.0
336,"update, temporary update, temporary update problem, update problem, corrected, correction, data database, updating database",25,Database Migration and Schema Evolution,0.33615344081190246
337,"temp, compute temp, temp compute, ship temp, temp compute temp, ship, temp ship temp, temp ship",0,Introduction to Database Management Systems,0.0
338,"collection, raise, void, collection object, bag, dictionary, raise void, object",0,Introduction to Database Management Systems,0.0
339,"relation figure, figure relation figure, figure, figure relation, obtain relation, relation shown figure, relation shown, relation figure relation",0,Introduction to Database Management Systems,0.0
340,"polygon, triangle, point line, triangulated, representation polygon, polyhedron, triangle rectangle, representation",15,Data Visualization and Reporting,0.30031439913291247
341,"condition box, condition, selectfromwhere, box, identical essn value, identical essn, statement specifies condition, essn value query",3,Querying Relational Databases,0.5790822707065071
342,"recursive, recursive view, view relation, view, recursive query, us recursive, view relation instance, us recursive view",3,Querying Relational Databases,0.5790822707065071
343,"report, reporting, gnu, report generator, generator, reporting service, sql server reporting, server reporting service",15,Data Visualization and Reporting,0.3511939499871415
344,"update, view, view update, desired update, productx, mapped update, base relation, underlying base",0,Introduction to Database Management Systems,0.0
345,"single user, multiuser, singleuser, center, multiuser system, multiple user, access database, multiple program",28,Database Scalability and Partitioning,0.2728477103314845
346,"postgresql, type postgresql, extension type, extension, base type, postgresql type, type, postgresql type postgresql",0,Introduction to Database Management Systems,0.0
347,"supervise, supervise true, supervise supervise, true supervise, supervise true supervise, true supervise true, supervise supervise supervise, supervisor",0,Introduction to Database Management Systems,0.0
348,"finance biology comp, history finance biology, finance biology, history finance, comp history, comp history finance, biology comp, biology comp history",0,Introduction to Database Management Systems,0.0
349,"steal, recovery, force, steal force, steal approach, steal steal, deferred update, undo needed recovery",21,Database Backup and Recovery,0.5501100303068919
350,"set attribute, let set attribute, let set, attribute hold, set attribute hold, hold let, attribute hold let, attribute hold hold",0,Introduction to Database Management Systems,0.0
351,"variation extension, sql variation extension, sql variation, variation, extension, polymorphic, sql feature, type sql variation",3,Querying Relational Databases,0.3612204563363911
352,"external sortmerge, external, sortmerge, external sorting, sorting, external sortmerge algorithm, sortmerge algorithm, external sorting algorithm",0,Introduction to Database Management Systems,0.0
353,"branch, customer, account number, loan, number branch, customer customer, loan number, account",0,Introduction to Database Management Systems,0.0
354,"development, chapter application, application design development, chapter application design, design development, application design, application development, application",2,Database Design and Normalization,0.2074163239796468
355,"qbe, qbe qbe, qbe user, query qbe, query query query, filling, query query, specify query",3,Querying Relational Databases,0.5704724907261423
356,"datastorage, cloud, datastorage system, cloudbased, data storage, system cloud, amazon, architecture datastorage",9,Cloud Databases and DBaaS,0.5889785097265638
357,"cloud, cloud computing, computing, service, computing service, cloud computing service, cloud service, vendor",9,Cloud Databases and DBaaS,0.6534454241923354
358,"basic structure sql, structure sql query, structure sql, basic structure, sql query, struct, basic, comp basic",3,Querying Relational Databases,0.3993871972997727
359,"income, degree, attribute income, master, categorical, income income, excellent, department name country",17,Data Governance and Master Data Management (MDM),0.09345341091313283
360,"scaleup, speedup, speedup scaleup, sublinear, problem size, said demonstrate, demonstrate, demonstrate sublinear",0,Introduction to Database Management Systems,0.0
361,"discussed section, revisit, later section, section study later, section discussed section, study later section, revisit issue, section",0,Introduction to Database Management Systems,0.0
362,"protocol, protocol protocol, widely typically http, maintain connection protocol, section protocol, subsystem protocol, maintain connection, function performs aspect",32,Database Archiving and Data Retention,0.09874704257354651
363,"subclass, secretary, engineer, jobtype, entity, secretary engineer, specialization, belong subclass",6,Data Modeling and ER Diagrams,0.09922481925090243
364,"diamond, line, relationship, relationship set, representing relationship, straight line, straight, relationship set relationship",6,Data Modeling and ER Diagrams,0.09922481925090243
365,"compression, compressed, stored compressed, compress, compressed form, table compression, compression feature, compress block",16,Data Compression and Encryption,0.43961063923628074
366,"semicolon, execute following query, specify execute following, specify execute, multiple sql statement, statement, multiple sql, function query",3,Querying Relational Databases,0.6575162470057976
367,"attack, xsrf, malicious, xsrf attack, referer, malicious user, web site, called crosssite",28,Database Scalability and Partitioning,0.3299211370701735
368,"large object, blob, large, locator, character large object, character large, object, clob",19,Big Data and Distributed Databases,0.22986155399892627
369,"utility, bulk, import, importexport, importexport utility, bulk importexport utility, bulk importexport, load",28,Database Scalability and Partitioning,0.2212673468881825
370,"data item, item, single data, example data item, data item data, item data, simple model, example data",29,Data Quality Assurance and Data Cleansing,0.4333622472918882
371,"tablet, site tablet, master site, master site tablet, site, master, new master site, new master",17,Data Governance and Master Data Management (MDM),0.09345341091313283
372,"query transaction, invocation, expected frequency, analyzing, frequency, expected, analyzing expected, analyzing expected frequency",3,Querying Relational Databases,0.1592975476915617
373,"thread, clr, sql server, threading, sql server scheduler, server scheduler, server, synchronization",3,Querying Relational Databases,0.3152819362337999
374,"timestamp, timestamp ordering, ordering, timestamp value, greater timestamp, timestamp greater, timestamp greater timestamp, greater timestamp ordering",0,Introduction to Database Management Systems,0.0
375,"user account, authorization, create schema, schema, authorization identifier, default catalog, account, owner schema",25,Database Migration and Schema Evolution,0.25468049141357857
376,"duplicate, remove duplicate, elimination, duplicate eliminated, eliminated, deduplication, duplicate elimination, answer",0,Introduction to Database Management Systems,0.0
377,"storage indexing, indexing, storage, index storage, index storage indexing, column based storage, column based, based storage",16,Data Compression and Encryption,0.2227402278304512
378,"definition definition, definition definition definition, definition, preliminary definition, definition definition defined, exactly definition definition, exactly definition, definition preliminary definition",0,Introduction to Database Management Systems,0.0
379,"web server, browser, web, html document, server, url, web browser, http",18,NoSQL Databases: Document Stores,0.2901887707354227
380,"directory, directory access, directory access protocol, access protocol, data directory, directory information, protocol, organization",7,Database Security and Access Control,0.24609815454146394
381,"grade, tot cred, cred, tot, take grade, grade null, set tot, set tot cred",0,Introduction to Database Management Systems,0.0
382,"similar operation, operation similar operation, operation, operation operation, operation similar, fundamental operation, fundamental, operation inverse operation",0,Introduction to Database Management Systems,0.0
383,"client, sends result, remote procedure, procedure call, result sent client, call, remote procedure call, result sent",0,Introduction to Database Management Systems,0.0
384,"comp spring, brandt comp, comp, comp spring brandt, spring brandt comp, spring brandt, brandt comp spring, spring",0,Introduction to Database Management Systems,0.0
385,"record relation, relation stored, dictionary note, store record relation, single file, separate file, store relation, file store",18,NoSQL Databases: Document Stores,0.0769654727835419
386,"return course, course, return, xcourse, return clause, course identifier, credit, return course identifier",0,Introduction to Database Management Systems,0.0
387,"directory, yahoo, classification hierarchy, document, page section, hierarchy, hierarchical fashion, second problem",18,NoSQL Databases: Document Stores,0.2901887707354227
388,"hide, detail, detail database, detail data, implementation detail, implementation detail database, model hide, hiding",13,Multi-Model Databases,0.4935595316334377
389,"translation, parsing, translation query, translate, compiler, translated, provided automated, query usable form",3,Querying Relational Databases,0.5790822707065071
390,"record record record, record record, header, file header, file, header file, file header file, record",0,Introduction to Database Management Systems,0.0
391,"ranking, score, scoring factor, result ranked, hit ranking, winner, machinelearning, scoring",0,Introduction to Database Management Systems,0.0
392,"log, log record, type log record, logging, type log, called logical logging, called log, called logical",14,Database Auditing and Logging,0.31800570353220337
393,"transformation, rotation translation scaling, referred cascade, translation scaling, transformation referred, transformation referred cascade, rotation translation, scaling",12,Data Migration and ETL Processes,0.3025414986789398
394,"expression, expression expression, xcredits, expression example, example expression, consider expression, expression equivalent, initial expression final",0,Introduction to Database Management Systems,0.0
395,"profiler, sql profiler, trace, profile, statement, statement optimized, profiler display, profiler user",28,Database Scalability and Partitioning,0.2459336259213374
396,"noofemps, function, tablevalued, table function, tablevalued function, noofemps return, function table, elseif noofemps return",0,Introduction to Database Management Systems,0.0
397,"udfs, udts, udf, definition udf, pad work, read write interface, tightly encapsulated, support userdefined data",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
398,"logical undo, undo, logical undo operation, undo operation, logical, lowerlevel lock, early lock release, early lock",0,Introduction to Database Management Systems,0.0
399,"assembly, assembly metadata, metadata, manifest, user code implement, contract, user code, code implement",28,Database Scalability and Partitioning,0.3299211370701735
400,"split attribute, split, best split, information gain, best split attribute, best, attribute split, gain",16,Data Compression and Encryption,0.10990265980907019
401,"legacy, legacy system, switchover, system, system newgeneration, legacy system newgeneration, replacing legacy, newgeneration system",21,Database Backup and Recovery,0.2519703568440197
402,"batch, update, index, index sorting, applying batch, applying batch update, facility data, updating index",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
403,"strategy, efficiency, possible strategy accomplish, let verify, known handle, known handle possible, operating running local, local mechanism",30,Database Performance Monitoring and Tuning,0.3028151381136554
404,"serializability order, timestamp, timestamps, serializability, determine serializability order, determine serializability, timestamp transaction, timestamps transaction determine",5,Transaction Management and ACID Properties,0.4062678601155774
405,"grid, grid array, grid file, dno age, array, dno, age, scale",0,Introduction to Database Management Systems,0.0
406,"zone, time zone, timezone, local time, time time zone, utc, time, timezone information",10,Time-Series and Geospatial Databases,0.5166388776771988
407,"fragmentation, allocation, fragmentation replication, data fragmentation, distributed database design, replication, franc, sco",27,Distributed Databases and Replication,0.6256067332360828
408,"let, let relation, let let relation, let let, schema let, relation let, let relation let, schema let let",25,Database Migration and Schema Evolution,0.3176423806549445
409,"failure, state existed, existed, database recovery, existed prior, recovery, consistent state, consistent",21,Database Backup and Recovery,0.3776461477651894
410,"indexing hashing, chapter indexing hashing, chapter indexing, indexing, hashing, indexing hashing hash, hashing hash, small chapter indexing",4,Indexing and Performance Optimization,0.4457440362044633
411,"dbpointer, disk transaction, written disk transaction, disk transaction commits, written disk, transaction commits, new copy, commits",5,Transaction Management and ACID Properties,0.4062678601155774
412,"normal form, normal, form, second normal, second normal form, fourth normal form, fourth normal, form normal",0,Introduction to Database Management Systems,0.0
413,"multiversion, multiversion concurrency control, multiversion concurrency, multiversion scheme, concurrency control, concurrency, serializability, control",7,Database Security and Access Control,0.28960279212250717
414,"srinivasan, brandt, dept salary, physic, srinivasan physic, katz, einstein said, gold",0,Introduction to Database Management Systems,0.0
415,"collection, related data, collection related data, collection related, database collection related, database collection, collection data, chapter defined database",31,Geospatial and Temporal Databases,0.39702169788816677
416,"overflow, overflow file, record overflow, overflow record, unordered overflow, unordered overflow file, unordered, overflow block",0,Introduction to Database Management Systems,0.0
417,"elec, elec spring, bourikas elec, bourikas, spring, spring kim elec, aoi elec, elec spring kim",0,Introduction to Database Management Systems,0.0
418,"mobile, computer, mobile computing, mobility personal, mobile computer, mobility personal database, computing, mobility",25,Database Migration and Schema Evolution,0.3351856339155593
419,"parity, parity bit, parity block, bit, data parity, bit byte, raid level, protected parity bit",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
420,"pnumber, plocation, ssn, sex, hour, pname, ssn ename, ename pnumber pname",0,Introduction to Database Management Systems,0.0
421,"parallelism, processor, parallel, good idea, parallelism case, good idea perform, idea perform operation, available good idea",0,Introduction to Database Management Systems,0.0
422,"purity, measure purity, entropy, purity set, measure, gini, instance single class, measure defined",13,Multi-Model Databases,0.09026539242002347
423,"salary salary, salary, update instructor set, instructor set salary, update instructor, instructor set, set salary, set salary salary",0,Introduction to Database Management Systems,0.0
424,"socialsecurity, socialsecurity number, social security number, security number, social security, social, person, united state",14,Database Auditing and Logging,0.3300811972696182
425,"protocol ensures, freedom, protocol ensures serializability, serializability deadlock, serializability deadlock freedom, ensures serializability deadlock, ensures serializability, serializability",0,Introduction to Database Management Systems,0.0
426,"prefetch, prefetching, trigger prefetch, prefetch data, asynchronous, data page, scan trigger, scan trigger prefetch",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
427,"committed, compensating transaction, compensating, subtransactions, update nested transaction, execution commits action, required compensating transaction, let suppose commits",5,Transaction Management and ACID Properties,0.4062678601155774
428,"slice, dimension block, canada, dimension, dimension block index, block index, region, itemid",0,Introduction to Database Management Systems,0.0
429,"message, message relation, guaranteed delivered, delivered, received message relation, return message, received message, acknowledgment",0,Introduction to Database Management Systems,0.0
430,"dtd, dtd figure, constrain type, constrain, like integer, general second dtd, information present, limitation dtd bibliographical",18,NoSQL Databases: Document Stores,0.22946670541921288
431,"null, null value, attribute null, null remaining attribute, null remaining, remaining attribute, arises, omitted",0,Introduction to Database Management Systems,0.0
432,"schedule, schedule set, schedule set transaction, execution sequence, transaction schedule, transaction participates schedule, execution sequence followed, sequence followed",5,Transaction Management and ACID Properties,0.4062678601155774
433,"recursive query, recursive, recursive query processing, transitive closure, approach recursive query, query processing include, recursive sql query, iteration recursive",3,Querying Relational Databases,0.5912515435722323
434,"thread, process thread, thread process, concurrently, process, multiple thread, execute concurrently, different process thread",25,Database Migration and Schema Evolution,0.07941059516373612
435,"cascade, delete cascade, foreignkey, delete, foreignkey constraint, cascade feature, constraint, foreign key constraint",23,Database Constraints and Triggers,0.26243390518929305
436,"insurance, patient, medical, health care, insurance database, health, doctor, consider insurance",25,Database Migration and Schema Evolution,0.3351856339155593
437,"probability, class, instance, probability instance, class probability, training, pdc, bayesian classifier",0,Introduction to Database Management Systems,0.0
438,"true superior true, superior true superior, superior true, true superior, superior, true, strongest authority, superior contains",0,Introduction to Database Management Systems,0.0
439,"old, new value, old value, item old, value data item, oldvalue, value data, data item old",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
440,"psm, sql psm, stored procedure, database stored procedure, procedure, procedure sql psm, stored procedure sql, module",1,Relational Database Model,0.37588654510651603
441,"entity relationship model, relationship model, entity relationship, relationship model chapter, modeling entity relationship, data modeling entity, chapter data modeling, modeling entity",6,Data Modeling and ER Diagrams,0.30839343077615095
442,"client, database server, client application, data act, act client, act, server, application",1,Relational Database Model,0.14657619825111656
443,"multitable clustering, multitable, clustering file, multitable clustering file, file organization, clustering, clustering file organization, section cluster",17,Data Governance and Master Data Management (MDM),0.09345341091313283
444,"shankar comp, shankar, spring shankar comp, spring shankar, shankar comp spring, comp spring shankar, fall shankar comp, fall shankar",0,Introduction to Database Management Systems,0.0
445,"course title course, dept music, title course, teach course title, music, course title, dept music instructor, music instructor",0,Introduction to Database Management Systems,0.0
446,"nonvolatile ram, ram, nonvolatile, nvram, nvram buffer, ram buffer, nonvolatile ram buffer, buffer",0,Introduction to Database Management Systems,0.0
447,"city, street, kim, kim kim, street city, live, live city, street city salary",0,Introduction to Database Management Systems,0.0
448,"intentionally left, left blank, page intentionally, page intentionally left, intentionally left blank, intentionally, blank, blank chapter",0,Introduction to Database Management Systems,0.0
449,"quantifier, universal quantifier, universal, existential, existential quantifier, universal quantifier existential, quantifier existential, quantifier existential quantifier",0,Introduction to Database Management Systems,0.0
450,"blocking factor, blocking, factor, bfr, block, number block, calculate blocking, calculate blocking factor",0,Introduction to Database Management Systems,0.0
451,"implementers, cylinder, database storage, large amount, amount, implementers paid attention, distributed different cylinder, distributed different",19,Big Data and Distributed Databases,0.45755074445735744
452,"point class, point, class, line, lie, plane, classifier, class lie",0,Introduction to Database Management Systems,0.0
453,"question, natural language, question answering, answer question, answering, query natural language, question answering system, query natural",3,Querying Relational Databases,0.3498227886595823
454,"teacher, student teacher, people, subtables, table people, subtables student, teacher student, student",0,Introduction to Database Management Systems,0.0
455,"buffer block, merge, sorted, sorted output, sorting relation, block transfer, final pas, log block transfer",14,Database Auditing and Logging,0.13515161490629685
456,"relevance, relevance feedback, feedback, document, vector space, document relevance feedback, term, return document",18,NoSQL Databases: Document Stores,0.2901887707354227
