Bucket Number,Bucket
350,"variation extension, sql variation extension, sql variation, variation, extension, polymorphic, sql feature, type sql variation"
351,"external sortmerge, external, sortmerge, external sorting, sorting, external sortmerge algorithm, sortmerge algorithm, external sorting algorithm"
352,"branch, customer, account number, loan, number branch, customer customer, loan number, account"
353,"development, chapter application, application design development, chapter application design, design development, application design, application development, application"
354,"qbe, qbe qbe, qbe user, query qbe, query query query, filling, query query, specify query"
355,"datastorage, cloud, datastorage system, cloudbased, data storage, system cloud, amazon, architecture datastorage"
356,"cloud, cloud computing, computing, service, computing service, cloud computing service, cloud service, vendor"
357,"basic structure sql, structure sql query, structure sql, basic structure, sql query, struct, basic, comp basic"
358,"income, degree, attribute income, master, categorical, income income, excellent, department name country"
359,"scaleup, speedup, speedup scaleup, sublinear, problem size, said demonstrate, demonstrate, demonstrate sublinear"
360,"discussed section, revisit, later section, section study later, section discussed section, study later section, revisit issue, section"
361,"protocol, protocol protocol, widely typically http, maintain connection protocol, section protocol, subsystem protocol, maintain connection, function performs aspect"
362,"subclass, secretary, engineer, jobtype, entity, secretary engineer, specialization, belong subclass"
363,"diamond, line, relationship, relationship set, representing relationship, straight line, straight, relationship set relationship"
364,"compression, compressed, stored compressed, compress, compressed form, table compression, compression feature, compress block"
365,"semicolon, execute following query, specify execute following, specify execute, multiple sql statement, statement, multiple sql, function query"
366,"attack, xsrf, malicious, xsrf attack, referer, malicious user, web site, called crosssite"
367,"large object, blob, large, locator, character large object, character large, object, clob"
368,"utility, bulk, import, importexport, importexport utility, bulk importexport utility, bulk importexport, load"
369,"data item, item, single data, example data item, data item data, item data, simple model, example data"
370,"tablet, site tablet, master site, master site tablet, site, master, new master site, new master"
371,"query transaction, invocation, expected frequency, analyzing, frequency, expected, analyzing expected, analyzing expected frequency"
372,"thread, clr, sql server, threading, sql server scheduler, server scheduler, server, synchronization"
373,"timestamp, timestamp ordering, ordering, timestamp value, greater timestamp, timestamp greater, timestamp greater timestamp, greater timestamp ordering"
374,"user account, authorization, create schema, schema, authorization identifier, default catalog, account, owner schema"
375,"duplicate, remove duplicate, elimination, duplicate eliminated, eliminated, deduplication, duplicate elimination, answer"
376,"storage indexing, indexing, storage, index storage, index storage indexing, column based storage, column based, based storage"
377,"definition definition, definition definition definition, definition, preliminary definition, definition definition defined, exactly definition definition, exactly definition, definition preliminary definition"
378,"web server, browser, web, html document, server, url, web browser, http"
379,"directory, directory access, directory access protocol, access protocol, data directory, directory information, protocol, organization"
380,"grade, tot cred, cred, tot, take grade, grade null, set tot, set tot cred"
381,"similar operation, operation similar operation, operation, operation operation, operation similar, fundamental operation, fundamental, operation inverse operation"
382,"client, sends result, remote procedure, procedure call, result sent client, call, remote procedure call, result sent"
383,"comp spring, brandt comp, comp, comp spring brandt, spring brandt comp, spring brandt, brandt comp spring, spring"
384,"record relation, relation stored, dictionary note, store record relation, single file, separate file, store relation, file store"
385,"return course, course, return, xcourse, return clause, course identifier, credit, return course identifier"
386,"directory, yahoo, classification hierarchy, document, page section, hierarchy, hierarchical fashion, second problem"
387,"hide, detail, detail database, detail data, implementation detail, implementation detail database, model hide, hiding"
388,"translation, parsing, translation query, translate, compiler, translated, provided automated, query usable form"
389,"record record record, record record, header, file header, file, header file, file header file, record"
390,"ranking, score, scoring factor, result ranked, hit ranking, winner, machinelearning, scoring"
391,"log, log record, type log record, logging, type log, called logical logging, called log, called logical"
392,"transformation, rotation translation scaling, referred cascade, translation scaling, transformation referred, transformation referred cascade, rotation translation, scaling"
393,"expression, expression expression, xcredits, expression example, example expression, consider expression, expression equivalent, initial expression final"
394,"profiler, sql profiler, trace, profile, statement, statement optimized, profiler display, profiler user"
395,"noofemps, function, tablevalued, table function, tablevalued function, noofemps return, function table, elseif noofemps return"
396,"udfs, udts, udf, definition udf, pad work, read write interface, tightly encapsulated, support userdefined data"
397,"logical undo, undo, logical undo operation, undo operation, logical, lowerlevel lock, early lock release, early lock"
398,"assembly, assembly metadata, metadata, manifest, user code implement, contract, user code, code implement"
399,"split attribute, split, best split, information gain, best split attribute, best, attribute split, gain"
400,"legacy, legacy system, switchover, system, system newgeneration, legacy system newgeneration, replacing legacy, newgeneration system"
401,"batch, update, index, index sorting, applying batch, applying batch update, facility data, updating index"
402,"strategy, efficiency, possible strategy accomplish, let verify, known handle, known handle possible, operating running local, local mechanism"
403,"serializability order, timestamp, timestamps, serializability, determine serializability order, determine serializability, timestamp transaction, timestamps transaction determine"
404,"grid, grid array, grid file, dno age, array, dno, age, scale"
405,"zone, time zone, timezone, local time, time time zone, utc, time, timezone information"
406,"fragmentation, allocation, fragmentation replication, data fragmentation, distributed database design, replication, franc, sco"
407,"let, let relation, let let relation, let let, schema let, relation let, let relation let, schema let let"
408,"failure, state existed, existed, database recovery, existed prior, recovery, consistent state, consistent"
409,"indexing hashing, chapter indexing hashing, chapter indexing, indexing, hashing, indexing hashing hash, hashing hash, small chapter indexing"
410,"dbpointer, disk transaction, written disk transaction, disk transaction commits, written disk, transaction commits, new copy, commits"
411,"normal form, normal, form, second normal, second normal form, fourth normal form, fourth normal, form normal"
412,"multiversion, multiversion concurrency control, multiversion concurrency, multiversion scheme, concurrency control, concurrency, serializability, control"
413,"srinivasan, brandt, dept salary, physic, srinivasan physic, katz, einstein said, gold"
414,"collection, related data, collection related data, collection related, database collection related, database collection, collection data, chapter defined database"
415,"overflow, overflow file, record overflow, overflow record, unordered overflow, unordered overflow file, unordered, overflow block"
416,"elec, elec spring, bourikas elec, bourikas, spring, spring kim elec, aoi elec, elec spring kim"
417,"mobile, computer, mobile computing, mobility personal, mobile computer, mobility personal database, computing, mobility"
418,"parity, parity bit, parity block, bit, data parity, bit byte, raid level, protected parity bit"
419,"pnumber, plocation, ssn, sex, hour, pname, ssn ename, ename pnumber pname"
420,"parallelism, processor, parallel, good idea, parallelism case, good idea perform, idea perform operation, available good idea"
421,"purity, measure purity, entropy, purity set, measure, gini, instance single class, measure defined"
422,"salary salary, salary, update instructor set, instructor set salary, update instructor, instructor set, set salary, set salary salary"
423,"socialsecurity, socialsecurity number, social security number, security number, social security, social, person, united state"
424,"protocol ensures, freedom, protocol ensures serializability, serializability deadlock, serializability deadlock freedom, ensures serializability deadlock, ensures serializability, serializability"
425,"prefetch, prefetching, trigger prefetch, prefetch data, asynchronous, data page, scan trigger, scan trigger prefetch"
426,"committed, compensating transaction, compensating, subtransactions, update nested transaction, execution commits action, required compensating transaction, let suppose commits"
427,"slice, dimension block, canada, dimension, dimension block index, block index, region, itemid"
428,"message, message relation, guaranteed delivered, delivered, received message relation, return message, received message, acknowledgment"
429,"dtd, dtd figure, constrain type, constrain, like integer, general second dtd, information present, limitation dtd bibliographical"
430,"null, null value, attribute null, null remaining attribute, null remaining, remaining attribute, arises, omitted"
431,"schedule, schedule set, schedule set transaction, execution sequence, transaction schedule, transaction participates schedule, execution sequence followed, sequence followed"
432,"recursive query, recursive, recursive query processing, transitive closure, approach recursive query, query processing include, recursive sql query, iteration recursive"
433,"thread, process thread, thread process, concurrently, process, multiple thread, execute concurrently, different process thread"
434,"cascade, delete cascade, foreignkey, delete, foreignkey constraint, cascade feature, constraint, foreign key constraint"
435,"insurance, patient, medical, health care, insurance database, health, doctor, consider insurance"
436,"probability, class, instance, probability instance, class probability, training, pdc, bayesian classifier"
437,"true superior true, superior true superior, superior true, true superior, superior, true, strongest authority, superior contains"
438,"old, new value, old value, item old, value data item, oldvalue, value data, data item old"
439,"psm, sql psm, stored procedure, database stored procedure, procedure, procedure sql psm, stored procedure sql, module"
440,"entity relationship model, relationship model, entity relationship, relationship model chapter, modeling entity relationship, data modeling entity, chapter data modeling, modeling entity"
441,"client, database server, client application, data act, act client, act, server, application"
442,"multitable clustering, multitable, clustering file, multitable clustering file, file organization, clustering, clustering file organization, section cluster"
443,"shankar comp, shankar, spring shankar comp, spring shankar, shankar comp spring, comp spring shankar, fall shankar comp, fall shankar"
444,"course title course, dept music, title course, teach course title, music, course title, dept music instructor, music instructor"
445,"nonvolatile ram, ram, nonvolatile, nvram, nvram buffer, ram buffer, nonvolatile ram buffer, buffer"
446,"city, street, kim, kim kim, street city, live, live city, street city salary"
447,"intentionally left, left blank, page intentionally, page intentionally left, intentionally left blank, intentionally, blank, blank chapter"
448,"quantifier, universal quantifier, universal, existential, existential quantifier, universal quantifier existential, quantifier existential, quantifier existential quantifier"
449,"blocking factor, blocking, factor, bfr, block, number block, calculate blocking, calculate blocking factor"
450,"implementers, cylinder, database storage, large amount, amount, implementers paid attention, distributed different cylinder, distributed different"
451,"point class, point, class, line, lie, plane, classifier, class lie"
452,"question, natural language, question answering, answer question, answering, query natural language, question answering system, query natural"
453,"teacher, student teacher, people, subtables, table people, subtables student, teacher student, student"
454,"buffer block, merge, sorted, sorted output, sorting relation, block transfer, final pas, log block transfer"
455,"relevance, relevance feedback, feedback, document, vector space, document relevance feedback, term, return document"
456,"notation, diagrammatic notation, diagram notation, diagrammatic, diagram, notation diagram, diagrammatic notation displaying, notation displaying"
457,"layer, businesslogic layer, businesslogic, dataaccess layer, dataaccess, layer provides, database businesslogic, model business"
458,"extent, class extent, extent class extent, class, extent class, persistent object, persistent, automatically class"
459,"phantom, phantom phenomenon, phenomenon, phantom conflict, phantom problem, conflict, describes avoid, eliminating phantom"
460,"teach relation, teach relation figure, teach, relation figure, relation teach, relation figure teach, teach relation teach, figure teach"
461,"graph, deadlock, waitfor graph, waitfor, cycle, graph contains cycle, contains cycle, graph contains"
462,"disease, positive, positive case, person disease, predicts, classifier, person actually disease, positive case person"
463,"information tuples, data item corresponding, relation locking, item corresponding relation, information tuples relation, item corresponding, corresponding relation, relation lock"
464,"armstrong, armstrong axiom, axiom, use armstrong, use armstrong axiom, armstrong axiom prove, axiom prove, prove"
465,"level, level expensive, minimum level, design alternative, potential, highest level number, higher level expensive, high level low"
466,"sqlxml, xml query, xml, overview sqlxml, provides overview sqlxml, tripreports, xml output, provides overview"
467,"undone, undo, transaction undone, undo transaction, undo effect, undone transaction, undoing, transaction"
468,"chapter recovery, recovery chapter, recovery, chapter recovery chapter, recovery chapter recovery, disk page, chapter, recovery term"
469,"test case, test, case performs, performs update database, match expected, case performs update, test case performs, mutant"
470,"hillside, account, branch, branch hillside, branch hillside account, hillside account, valleyview, hillside account account"
471,"plsql, procedural, procedural language, oracle plsql, written plsql, plsql java, procedural code, procedural language plsql"
472,"idref, idrefs, attribute type, attribute type idref, type idref, type cdata, idref link, reference element attribute"
473,"survey, excellent survey, present excellent survey, present excellent, excellent, graefe, technique database system, tutorial survey"
474,"capacity, useful capacity, total capacity, storage capacity, terabyte, capacity useful capacity, total capacity useful, capacity useful"
475,"facet, art, art object, museum, artobjects, categorized, epoch, artobjects categorized"
476,"begin transaction end, transaction end transaction, end transaction, begin transaction, transaction end, usually sequence sql, taken action usually, action usually"
477,"closure, compute closure, extraneous, attribute closure, algorithm compute closure, compute closure includes, extraneous compute, compute"
478,"confidence, support confidence, rule, confidence rule, confidence confidence, support, low confidence, lh rh computed"
479,"process, proving, reengineering, process process, fact hold known, process proving certain, process start process, known theorem proving"
480,"visible, created transaction, tuple visible, contains transaction transaction, tuple, contains transaction, visible transaction, second version"
481,"notion, attribute operation, notion key, section define, notion value, notion value variable, instance corresponds, identity interesting relationship"
482,"spring, physic, fall, physic spring, gold physic, einstein physic, null null, physic fall"
483,"bank corporation, city residence, residence employee, residence employee work, city residence employee, corporation, employee work bank, residence"
484,"conflict conflict, conflict, conflict conflict conflict, requirement, requirement application requirement, expect potential, conflict expect, detailed complete"
485,"filtered, filtered index, fulltable, nonclustered index, nonclustered, index filtered, filtered statistic, fulltable index"
486,"storage file structure, chapter storage file, storage file, chapter storage, file structure, record record record, record record, comp chapter storage"
487,"bio summer, summer, bio, biology bio summer, biology bio, null null, biology, spring"
488,"genetic algorithm, genetic, alphabet, algorithm, idea genetic, randomized, idea genetic algorithm, neural network"
489,"figure finance, history music, finance history, finance, history music physic, history, music physic, music"
490,"tickled, partly speedy, progressive fountain annoyingly, speedy dog putrid, dog putrid, speedy dog, fountain, annoyingly tickled partly"
491,"multiversion, timestamp ordering, multiversion timestamp, timestamp, multiversion timestamp ordering, ordering, multiversion protocol, protocol"
492,"inability represent, inability, information inability, information inability represent, repetition information, repetition, represent certain information, inability represent information"
493,"set statement, simplified set, element set, difference, operator, set difference, set, value set"
494,"purchase order, purchase, xml purchase order, xml purchase, xml, order, tag, realistic use"
495,"nonserializable, nonserializable schedule, schedule, nonrecoverable schedule chapter, nonserializable global, nonserializable global schedule, global schedule, nonrecoverable schedule"
496,"piece, pawn, piece pawn, move, percent year, game, percent, pawn move"
497,"web application architecture, web application, application architecture, architecture, web, twolayer web application, threelayer, twolayer web"
498,"program variable, declare section, exec sql, exec, program, variable, sqlcommand, sqlupdatestring"
499,"person, table person, persontype, dateofbirth, dateofbirth date, type persontype, create table person, address address dateofbirth"
500,"atomic object, atomic, object atomic, object state, object, constructor, atomic object state, atom constructor"
501,"binary, binary relationship, binary relationship set, relationship set, relationship, relationship type join, database binary, relationship set binary"
502,"deleted set, value corresponding value, corresponding value, input, value corresponding, input output, value input output, value deleted set"
503,"covert channel, covert, channel, channel covert, covert channel covert, channel allows, channel covert channel, covert channel allows"
504,"issue application development, issue application, tested, testing application migration, application migration, change program, application, testing application"
505,"retrieve name, retrieve name customer, name customer, retrieve, part, supplier, name, customer ordered part"
