bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
201,"department, department relation, us attribute, dept, relation department, attribute us, us attribute us, attribute us attribute, department department relation, department department",0,Introduction to Database Management Systems,0.0
202,"decomposition, lossless, lossless decomposition, decomposition decomposition, decomposition algorithm, decomposition lossless, lossy decomposition, lossy, decomposition inst dept, lossless decomposition decomposition",0,Introduction to Database Management Systems,0.0
203,"aries, aries recovery, recovery, aries recovery algorithm, recovery algorithm, recovery method, stateoftheart, recovery algorithm aries, algorithm aries, aries recovery method",21,Database Backup and Recovery,0.5501100303068919
204,"shadow, shadow directory, shadow paging, paging, directory, page page, page page page, current directory, shadowcopy, page",0,Introduction to Database Management Systems,0.0
205,"workflow, workflow system, workflow management, example workflow, task, human, automate, organization, automate workflow workflow, automate workflow",17,Data Governance and Master Data Management (MDM),0.06298725117578755
206,"team, player, game, sport, league, pitcher, recorded, played, olympic, finished game",0,Introduction to Database Management Systems,0.0
207,"tree, tree index, btree index, multilevel index, multilevel, tree tree, btree, index, use tree, structure",25,Database Migration and Schema Evolution,0.23823178549120838
208,"shipped, order shipped, commerce, ecommerce, customer, warehouse list, tracking, order, service, shipped warehouse",14,Database Auditing and Logging,0.28492462170257477
209,"cascadeless, recoverable, schedule, cascadeless schedule, schedule recoverable, recoverability, strict schedule, strict, recoverable cascadeless, nonrecoverable",0,Introduction to Database Management Systems,0.0
210,"totalsal, salary, employee, salary totalsal, triggered, changing employee, old department, changing, update, adding salary totalsal",0,Introduction to Database Management Systems,0.0
211,"ddl, datadefinition language, datadefinition, schema, datadefinition language ddl, language ddl, catalog, schema definition, definition, database schema",25,Database Migration and Schema Evolution,0.25153322616549295
212,"php, java, scripting, scripting language, language, language java, programming language java, programming, programming language, language php",1,Relational Database Model,0.10078874713503898
213,"join take, take, outer join, outer, select student, outer join take, student, natural, student natural, student take",0,Introduction to Database Management Systems,0.0
214,"author, book, author array, publisher, array, title, keyword set, pub, title author, jones",0,Introduction to Database Management Systems,0.0
215,"validation, validation phase, phase, validation test, validated, validation phase validation, condition hold, phase start, phase validation, interference",0,Introduction to Database Management Systems,0.0
216,"output, buffer, modified buffer, buffer block, block, modified, buffer block disk, modified buffer block, output block, disk",0,Introduction to Database Management Systems,0.0
217,"network, localarea network, localarea, widearea, widearea network, area network, wireless, area, local area network, local area",0,Introduction to Database Management Systems,0.0
218,"mozart, einstein, gold, califieri, kim, singh, crick, srinivasan, said, katz",0,Introduction to Database Management Systems,0.0
219,"value element, complex, attribute attribute, attribute, attribute value element, attribute value, complex attribute, attribute left, use attribute, complex structure",15,Data Visualization and Reporting,0.09496775154048992
220,"keywords, set document, document contain, document, set keywords, document contain specified, contain, contain specified, identifier document contain, document identifier",18,NoSQL Databases: Document Stores,0.2901887707354227
221,"transaction second, transaction transaction, transaction type, second transaction, run transaction second, transaction, run transaction, type run, transaction type run, second",5,Transaction Management and ACID Properties,0.4062678601155774
222,"olap, processing olap, analytical, analytical processing olap, analytical processing, online analytical, online analytical processing, olap server, online, analysis service",19,Big Data and Distributed Databases,0.3335896833175781
223,"view integration, view, integration, view database, view data, multiple view, integration approach, view integration approach, abstract view data, major purpose database",12,Data Migration and ETL Processes,0.4493509707150503
224,"path expression, path, expression, step path, set node, value path, value path expression, expression return single, step path expression, path expression return",13,Multi-Model Databases,0.09026539242002347
225,"consistency, inconsistency, consistency requirement, level consistency, consistent state, database consistent state, database consistent, ensure change database, constraint ensure change, requirement subtables",5,Transaction Management and ACID Properties,0.235552869346075
226,"fragment, fragment replicate, replicate, asymmetric, asymmetric fragment, asymmetric fragment replicate, replica fragment, replicated, general fragment, replicate relation",0,Introduction to Database Management Systems,0.0
227,"oid, encapsulation, object, encapsulation operation, object identity, literal, value oid, literal value, structure object, identity",25,Database Migration and Schema Evolution,0.23823178549120838
228,"car, vehicle, accident, license, sport car, woman annual, woman annual income, young woman annual, car color, report number",0,Introduction to Database Management Systems,0.0
229,"tag, end tag, tag specify, text, heading, tag tag, html, slash, start tag, element",0,Introduction to Database Management Systems,0.0
230,"budget, building budget, building, dept building, dept building budget, dept, department, budget department, building budget budget, budget budget",0,Introduction to Database Management Systems,0.0
231,"instructor, instructor relation, einstein sure, student taught instructor, taught instructor named, einstein sure duplicate, sure duplicate result, id student taught, instructor inst dept, student taught",0,Introduction to Database Management Systems,0.0
232,"underlined, key underlined, primary key underlined, underlined primary, underlined primary key, key underlined primary, primary key, primary, key, underlined attribute",23,Database Constraints and Triggers,0.23467448190965207
233,"language, datadefinition language, datadefinition, programming language, language language, programming, objectoriented, language differ, data type, data model",1,Relational Database Model,0.12859849743613075
234,"item, data item, database item, item transaction, data item transaction, transaction, transaction data, data item database, transaction unit program, unit program",5,Transaction Management and ACID Properties,0.4370468987693513
235,"normalization, denormalization, normalized, design, denormalization performance, normalization normalization, normal form normalization, bad database design, series test, form normalization",2,Database Design and Normalization,0.4883499689634277
236,"diagram figure, diagram, diagram figure diagram, figure diagram, consider diagram figure, consider diagram, figure diagram figure, figure consider diagram, diagram figure consider, diagram practice",0,Introduction to Database Management Systems,0.0
237,"phone, phone number, attribute phone, attribute phone number, home phone, home, number, area code, phone number attribute, number atomic",0,Introduction to Database Management Systems,0.0
238,"safe, safety, rule, unsafe, expression, said safe, expression safe, safety expression, domp, finite",0,Introduction to Database Management Systems,0.0
239,"subclass, specialization, subclass specialization, superclass, defined, defined subclass, disjoint, belong subclass, user defined, member subclass",28,Database Scalability and Partitioning,0.3299211370701735
240,"locking, lock, locking index, granularity, concurrency, index, locking granularity, indexlocking, index query lock, granularity optimized",3,Querying Relational Databases,0.5790822707065071
241,"student, student enrolled, enrolled, register, retrieve name, name student, count, registration, name student enrolled, student register",3,Querying Relational Databases,0.10098722091470684
242,"columnoriented, storage, columnoriented storage, storage manager, exadata, column based, column based storage, based storage, roworiented, roworiented storage",16,Data Compression and Encryption,0.2568194972806145
243,"web service, service, soap, web, http, webservice, parameter result, http request, service description language, service description",9,Cloud Databases and DBaaS,0.0747099771445547
244,"employee tuple, employee, nested query, select employee, select employee tuple, exists, nested, dependent, tuple, correlated nested query",3,Querying Relational Databases,0.5790822707065071
245,"operator, operator class, gist, gist operator class, creating operator class, operator symbol, default operator, default operator class, gist operator, creating operator",0,Introduction to Database Management Systems,0.0
246,"workflow, task, agent, task agent, scheduler, requirement workflow, processing entity, precondition, execution task, handoff",11,In-Memory Databases,0.211276559897362
247,"schedule figure, consider schedule, schedule, consider schedule figure, consider partial schedule, partial schedule figure, consider partial, partial schedule, consider, illustration consider partial",0,Introduction to Database Management Systems,0.0
248,"test, assertion, infinitely, created test validity, test test, costly test assertion, arbitrary predicate costly, assertion created test, test validity, assertion created",0,Introduction to Database Management Systems,0.0
249,"participation, total participation, participate relationship, participate, total, relationship, participation entity, relationship set, entity, participation entity set",6,Data Modeling and ER Diagrams,0.1403250851086452
250,"longduration, multilevel transaction, longduration transaction, multilevel, transaction, transaction nested, autonomous transaction, nested multilevel, nested multilevel transaction, transaction longduration transaction",5,Transaction Management and ACID Properties,0.4062678601155774
251,"log, log record, new value, item log, value updated, update log record, update log, data item, item, updated item",14,Database Auditing and Logging,0.30825265382825184
252,"geometryobject, circle, interface, short, triangle, referencepoint, area, rectangle, rectangle triangle, subtype",0,Introduction to Database Management Systems,0.0
253,"canonical cover, canonical, cover, set functional dependency, set functional, canonical cover set, cover set, dependency, functional dependency, functional",0,Introduction to Database Management Systems,0.0
254,"waitfor, waitfor graph, graph, local waitfor graph, local waitfor, local, edge, waitfor graph figure, global waitfor graph, global waitfor",13,Multi-Model Databases,0.09026539242002347
255,"data dictionary, dictionary, catalog, metadata, data data, data dictionary store, dictionary store, data data dictionary, store metadata, information schema constraint",29,Data Quality Assurance and Data Cleansing,0.23930637611502664
256,"constructor, structured type, type constructor, structured, type, struct, collection type, construct, function structured type, struct constructor",0,Introduction to Database Management Systems,0.0
257,"sqlj, java, double, jdbc, sql sqlj, embedded sql, embedded, sqlj java, sql, java host",3,Querying Relational Databases,0.3612204563363911
258,"example example, illustrate, example illustrate, following example, illustrate use, following example example, illustrate use exists, example, use exists, illustrates concept",0,Introduction to Database Management Systems,0.0
259,"link, page, anchor text, anchor, web page, hyperlink, text, stanford, link page, web",0,Introduction to Database Management Systems,0.0
260,"longduration, long transaction, longduration transaction, starvation, long, victim, transaction, transaction progress, conflicting, finish",5,Transaction Management and ACID Properties,0.4062678601155774
261,"host, copy document, versionvector, versionvector scheme, vdi, copy, document host, scheme, copy document host, version vector",18,NoSQL Databases: Document Stores,0.2901887707354227
262,"mean time, failure, mean, mean time failure, time failure, hour, disk, failure disk, repair, loss",10,Time-Series and Geospatial Databases,0.5318140491775498
263,"bread, milk, juice, milk bread, cooky, bread juice, bread cooky, percent, confidence, bottled water",0,Introduction to Database Management Systems,0.0
264,"oledb, data source, source, linked server, oledb data, oledb data source, linked, docauthor, server, provider",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
265,"ternary, ternary relationship, binary relationship, relationship, binary, father, degree, mother, relationship type, degree relationship",6,Data Modeling and ER Diagrams,0.09922481925090243
266,"false, true false, true, unknown, false false, true true, false true, false unknown, unknown unknown, false false false",0,Introduction to Database Management Systems,0.0
267,"architecture, threetier architecture, architecture figure, threetier, application architecture, application architecture evolved, twotier threetier architecture, twotier threetier, called manyserver, model illustrated figure",0,Introduction to Database Management Systems,0.4117127530228518
268,"ordered, ordering field, field, record order, file, file ordered record, ordered record, ordering, order, record",0,Introduction to Database Management Systems,0.0
269,"audit, trail, audit trail, create audit trail, create audit, security, carried, breach, security breached, account compromised",7,Database Security and Access Control,0.5571690617930873
270,"notation, notation notation, alternative notation, alternative, notation notation notation, arrow notation, figure alternative notation, notation alternative, arrow, notation use",0,Introduction to Database Management Systems,0.0
271,"character, escape, pattern, match string, escape character, abcd, pattern matching, string, match, string beginning",20,Data Mining and Knowledge Discovery,0.2643714201865002
272,"extraneous, logically implies, hold, implies, logically implies extraneous, extraneous logically, implies extraneous, logically, augmentation rule, augmentation",0,Introduction to Database Management Systems,0.0
273,"cube, rollup, data cube, cube rollup, rollup operation, rollup construct, cube rollup operation, entire data cube, group clause, group",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
274,"join, join parallel, join algorithm, computes join, locally, processor, parallel, parallel join algorithm, consider join relation, processor computes",0,Introduction to Database Management Systems,0.0
275,"memory, main memory, main, cache, large main, large main memory, memory cache, cache memory, ram, memory cache page",11,In-Memory Databases,0.42459806486115104
276,"searchkey, searchkey value, record searchkey value, record searchkey, search key, index entry, nonunique, deleted, nonunique search key, nonunique search",0,Introduction to Database Management Systems,0.0
277,"persistent programming, persistent programming language, persistent, programming language, programming, language, language persistent programming, language persistent, persistent data, programming language persistent",1,Relational Database Model,0.10885121928127497
278,"buyer, seller, bid, auction, price, marketplace, multiple seller, multiple buyer, bid price, buyer seller",0,Introduction to Database Management Systems,0.0
279,"exception, error, catch, exception handling, error condition, sqlexception, exception condition, handling, code, java",31,Geospatial and Temporal Databases,0.26779692662706656
280,"hierarchy, region, country, region country, group region, region country state, hierarchical, country state, city, city hierarchy",0,Introduction to Database Management Systems,0.0
281,"dvd, digital video, digital video disk, video disk, compact disk, disk dvd, video, digital, compact, disk",0,Introduction to Database Management Systems,0.0
282,"relational model, codd, model, relational, paper, paper codd, model chapter, landmark paper, model codd, fundamental relational",13,Multi-Model Databases,0.507570938124118
283,"estimate, size, size estimate, estimated size, size estimation, approximation, accurate, assumption, estimate size, accurate estimate derived",29,Data Quality Assurance and Data Cleansing,0.10180993837280738
284,"query language, language, language sql, widely query language, widely query, study widely query, study widely, query language sql, language query, query",3,Querying Relational Databases,0.46721019075652576
285,"create table, table, create table command, create, stand table, table command, table book, command create table, table create table, table command create",0,Introduction to Database Management Systems,0.0
286,"vector machine, support vector machine, support vector, classifier, learning, vector, training set, learning method, machine, training",20,Data Mining and Knowledge Discovery,0.48882292884598055
287,"rose, rational rose, rational, rose data, data modeler, modeler, rose data modeler, rational rose data, tool, modeling",29,Data Quality Assurance and Data Cleansing,0.39258480393925343
288,"bank database, bank database figure, consider bank, bank, consider bank database, figure consider bank, database figure, database figure consider, banking database exercise, banking",25,Database Migration and Schema Evolution,0.3351856339155593
289,"atom, formula, atom formula, relation atom, formula atom, atom following, atom true, atom form, calculus, rule atom",0,Introduction to Database Management Systems,0.0
290,"buffer, buffer management, buffering, operating, buffer replacement, virtualmemory, replacement, management, cache, replacement strategy",0,Introduction to Database Management Systems,0.3042179216254648
291,"bound, formula, tuple variable, free, variable bound, variable, free bound, formula true, quantified, quantifier",0,Introduction to Database Management Systems,0.0
292,"normalization, functional dependency normalization, chapter basic functional, basic functional, normalization relational database, normalization relational, dependency normalization relational, basic functional dependency, dependency normalization, chapter basic",2,Database Design and Normalization,0.3597665252743574
293,"pstmt, instructor, pstmt setint, setint, figure instructor, pstmt setstring, setstring, figure instructor relation, instructor shown figure, instructor shown",0,Introduction to Database Management Systems,0.0
294,"merge join, mergejoin, merge, mergejoin algorithm, join attribute, sorted, join, hybrid, hybrid mergejoin, sorted join attribute",0,Introduction to Database Management Systems,0.0
295,"tuning, database tuning, workload, tuning process, tune database, guideline database, database tuning assistant, tuning assistant, databasesystem parameter, sql tuning",30,Database Performance Monitoring and Tuning,0.4764430792113791
296,"termination state, termination, workflow, acceptable termination, acceptable termination state, acceptable, state, scheduler, workflow terminate, terminate",0,Introduction to Database Management Systems,0.0
297,"selection, selectivity, selection condition, value selection, selection form, complex selection, number distinct value, equality, simple selection condition, value selection condition",15,Data Visualization and Reporting,0.10010479971097082
298,"instructor, teach, instructor teach, course, taught, select course instructor, query instructor, course instructor, course instructor teach, instructor teach instructor",3,Querying Relational Databases,0.5790822707065071
299,"authorization, authorization specified sql, action control, rolebased authorization, rolebased, authorization specified, authorization access, authorization authorization, sql authorization, specified sql",7,Database Security and Access Control,0.15139106083980738
300,"phone, phone number, instructor, instructor entity set, instructor entity, attribute phone, attribute phone number, phone number instructor, instructor phone, entity set",6,Data Modeling and ER Diagrams,0.09922481925090243
301,"eer, eer model, relational mapping, design eer, database design eer, mapping, eer relational mapping, eer relational, design eer relational, relational",1,Relational Database Model,0.2870341062421987
302,"constraint, constraint constraint, character vin, character vin country, country manufacture, vin country manufacture, vin country, express special form, express special, constraint express special",0,Introduction to Database Management Systems,0.0
303,"sale, reg, qtr, quarter, region, qtr qtr, reg reg, fiscal, revenue, monthly",0,Introduction to Database Management Systems,0.0
304,"information, knowledge, procedure obtaining information, information giving specific, overabundance, giving specific procedure, specific procedure, obtaining information, overabundance information source, specific procedure obtaining",16,Data Compression and Encryption,0.10776842441580739
305,"section summarizes, summarizes chapter, section summarizes chapter, summarizes, chapter section summarizes, chapter section, summarizes chapter section, section, chapter, finally section",0,Introduction to Database Management Systems,0.0
306,"design, good design, design process, bad design, design methodology, bad, quality, reasonable chance, reasonable chance happening, external consultant",2,Database Design and Normalization,0.36808475965705445
307,"tree file organization, tree file, file organization, tree, organization, file, use tree, use tree file, data structure primary, rooted tree",17,Data Governance and Master Data Management (MDM),0.11260304684345268
308,"procedure, function procedure, conditional, sql psm, psm, procedure function, statement, statement list, function, language external",1,Relational Database Model,0.3154410108095488
309,"chapter concurrency control, chapter concurrency, concurrency control, yes yes, concurrency, yes yes yes, false false, yes, control, figure chapter concurrency",7,Database Security and Access Control,0.28960279212250717
310,"deductive, deductive database, introduction deductive, introduction deductive database, ancestor, father, deductive database system, father ancestor, database deductive, introduction",0,Introduction to Database Management Systems,0.3048083274253354
311,"merge, run, sorted run, run merged, merge pass, merges, sorted, pass, merged, merges run",0,Introduction to Database Management Systems,0.0
312,"query tree, query graph, representation query, relational algebra, represent relational, tree, graph, algebra, query, internal representation query",3,Querying Relational Databases,0.47848363923007065
313,"schedule, write operation, read write operation, read write, operation schedule, read, write operation schedule, read write instruction, instruction, write",0,Introduction to Database Management Systems,0.0
314,"query shown figure, query shown, figure relation result, relation result preceding, preceding query shown, shown figure, result preceding query, result preceding, shown figure result, shown",3,Querying Relational Databases,0.5790822707065071
315,"version, version number, version data, version data item, data item, new version, current version, specified version number, specified version, version longer",29,Data Quality Assurance and Data Cleansing,0.5222407697060649
316,"scheme, scheme advantage, advantage, disadvantage, situation scheme, advantage simple, scheme advantage simple, advantage simple implementation, bottleneck scheme, simple implementation",0,Introduction to Database Management Systems,0.0
317,"block, department block, recently, mru strategy, mru, seek, disk seek, recently block, recently department, recently block block",0,Introduction to Database Management Systems,0.0
318,"physic comp, physic comp finance, finance music, comp finance, comp finance music, physic, history physic comp, history physic, physic history, music physic history",0,Introduction to Database Management Systems,0.0
319,"tsti, wtimestampq, tsti wtimestampq, rtimestampq, tsti rtimestampq, tsti rtimestampq value, rtimestamp, rtimestampq value, wtimestampq tsti, rtimestampqk",0,Introduction to Database Management Systems,0.0
320,"bounding, bounding box, box, box object, bounding box object, rectangle, node bounding box, node bounding, overlap, child",0,Introduction to Database Management Systems,0.0
321,"quote, single quote, string, mark, apostrophe, single, hyphen punctuation mark, punctuation, double quote, hyphen punctuation",13,Multi-Model Databases,0.09026539242002347
322,"loop, fetch, fetch tuple, loop iterate, result set, tuple result, loop iterates, iterates, tuple, fetch command",0,Introduction to Database Management Systems,0.0
323,"selection, disjunctive, conjunctive selection, conjunctive, projection, disjunctive selection, disjunctive condition, selection selection, record satisfying individual, union record satisfying",0,Introduction to Database Management Systems,0.0
324,"reorganization, temporary file, time consuming, time consuming large, consuming large, consuming large file, operation reorganization, temporary file disk, consuming, grows",10,Time-Series and Geospatial Databases,0.27718354928831734
325,"quadtree, quadtrees, region, division space, division, set point, quad tree, graphically tree, hierarchy represented graphically, quadrant",0,Introduction to Database Management Systems,0.0
326,"update statistic, statistic, modification, update, overhead modification database, overhead modification, system update statistic, update statistic automatically, statistic automatically, system update",3,Querying Relational Databases,0.2644980900174922
327,"decisiontree, decisiontree classifier, classifier, decision tree, decision, type classifier, class label, training, classifier decisiontree, classifier decisiontree classifier",8,Data Warehousing and Business Intelligence,0.10089181890609052
328,"default value, default, null, attribute default, null constraint, attribute default value, specified attribute, specified default, value, value specified",0,Introduction to Database Management Systems,0.0
329,"database programming, approach database programming, approach database, database programming technique, programming, main approach database, programming technique, main approach, approach, lowlevel",25,Database Migration and Schema Evolution,0.3351856339155593
330,"credit, year, tot credit, tot, total credit, avgnum credit, year avgnum, avgnum, avg total credit, credit tot credit",0,Introduction to Database Management Systems,0.0
331,"assumption, state assumption, assumption state, state clearly, state, assumption state assumption, state assumption state, clearly, clearly assumption, assumption state clearly",0,Introduction to Database Management Systems,0.0
332,"trigger view, chapter sql complex, view schema modification, query trigger view, trigger view schema, complex query trigger, sql complex query, schema modification, query trigger, view schema",3,Querying Relational Databases,0.4806442784420659
333,"disk, rate, storage capacity, megabyte, transfer rate, capacity, disk cost, cost, disk storage, cost megabyte",16,Data Compression and Encryption,0.25681949728061454
334,"input, output tuples, input tuples, output, pipelined input, pipelined, tuples, output buffer, operation output, buffer operation",0,Introduction to Database Management Systems,0.0
335,"organized follows chapter, chapter organized, chapter organized follows, follows chapter, organized follows, chapter shall, chapter, chapter shall return, return subject chapter, subject chapter",0,Introduction to Database Management Systems,0.0
336,"update, temporary update, temporary update problem, update problem, corrected, correction, data database, updating database, update performed, update database",25,Database Migration and Schema Evolution,0.341293412541511
337,"temp, compute temp, temp compute, ship temp, temp compute temp, ship, temp ship temp, temp ship, step temp, ship temp compute",0,Introduction to Database Management Systems,0.0
338,"collection, raise, void, collection object, bag, dictionary, raise void, object, list bag, void raise",0,Introduction to Database Management Systems,0.0
339,"relation figure, figure relation figure, figure, figure relation, obtain relation, relation shown figure, relation shown, relation figure relation, relation, shown figure",0,Introduction to Database Management Systems,0.0
340,"polygon, triangle, point line, triangulated, representation polygon, polyhedron, triangle rectangle, representation, geometric, polygon refer",15,Data Visualization and Reporting,0.30031439913291247
341,"condition box, condition, selectfromwhere, box, identical essn value, identical essn, statement specifies condition, essn value query, dividing disjoint, expression return relation",3,Querying Relational Databases,0.5790822707065071
342,"recursive, recursive view, view relation, view, recursive query, us recursive, view relation instance, us recursive view, view recursive, recursively defined",3,Querying Relational Databases,0.5790822707065071
343,"report, reporting, gnu, report generator, generator, reporting service, sql server reporting, server reporting service, server reporting, tool",15,Data Visualization and Reporting,0.36675785463108856
344,"update, view, view update, desired update, productx, mapped update, base relation, underlying base, pname, producty",0,Introduction to Database Management Systems,0.0
345,"single user, multiuser, singleuser, center, multiuser system, multiple user, access database, multiple program, system, user",28,Database Scalability and Partitioning,0.279378455858522
346,"postgresql, type postgresql, extension type, extension, base type, postgresql type, type, postgresql type postgresql, base type postgresql, complex",15,Data Visualization and Reporting,0.10010479971097082
347,"supervise, supervise true, supervise supervise, true supervise, supervise true supervise, true supervise true, supervise supervise supervise, supervisor, employee supervise, true",0,Introduction to Database Management Systems,0.0
348,"finance biology comp, history finance biology, finance biology, history finance, comp history, comp history finance, biology comp, biology comp history, biology, finance",0,Introduction to Database Management Systems,0.0
349,"steal, recovery, force, steal force, steal approach, steal steal, deferred update, undo needed recovery, called steal, term steal steal",21,Database Backup and Recovery,0.5501100303068919
350,"set attribute, let set attribute, let set, attribute hold, set attribute hold, hold let, attribute hold let, attribute hold hold, set value attribute, hold let set",0,Introduction to Database Management Systems,0.0
351,"variation extension, sql variation extension, sql variation, variation, extension, polymorphic, sql feature, type sql variation, polymorphic type, sql",3,Querying Relational Databases,0.3612204563363911
352,"external sortmerge, external, sortmerge, external sorting, sorting, external sortmerge algorithm, sortmerge algorithm, external sorting algorithm, sorting algorithm, parallel external",0,Introduction to Database Management Systems,0.0
353,"branch, customer, account number, loan, number branch, customer customer, loan number, account, depositor, account account number",0,Introduction to Database Management Systems,0.0
354,"development, chapter application, application design development, chapter application design, design development, application design, application development, application, advanced application development, chapter advanced application",2,Database Design and Normalization,0.16722438651285096
355,"qbe, qbe qbe, qbe user, query qbe, query query query, filling, query query, specify query, query specified, screen",3,Querying Relational Databases,0.5724559237658888
356,"datastorage, cloud, datastorage system, cloudbased, data storage, system cloud, amazon, architecture datastorage, architecture cloud, datastorage system support",9,Cloud Databases and DBaaS,0.573590349907537
357,"cloud, cloud computing, computing, service, computing service, cloud computing service, cloud service, vendor, computing service provider, software service",9,Cloud Databases and DBaaS,0.5339632963180502
358,"basic structure sql, structure sql query, structure sql, basic structure, sql query, struct, basic, comp basic, comp basic structure, sql query dept",3,Querying Relational Databases,0.4253019194536044
359,"income, degree, attribute income, master, categorical, income income, excellent, department name country, probability income, name country name",17,Data Governance and Master Data Management (MDM),0.09345341091313283
360,"scaleup, speedup, speedup scaleup, sublinear, problem size, said demonstrate, demonstrate, demonstrate sublinear, larger task, ntimes",0,Introduction to Database Management Systems,0.0
361,"discussed section, revisit, later section, section study later, section discussed section, study later section, revisit issue, section, discussed, issue",0,Introduction to Database Management Systems,0.0
362,"protocol, protocol protocol, widely typically http, maintain connection protocol, section protocol, subsystem protocol, maintain connection, function performs aspect, function performs, textbook networking",32,Database Archiving and Data Retention,0.09874704257354651
363,"subclass, secretary, engineer, jobtype, entity, secretary engineer, specialization, belong subclass, technician, employee entity",6,Data Modeling and ER Diagrams,0.09922481925090243
364,"diamond, line, relationship, relationship set, representing relationship, straight line, straight, relationship set relationship, dashed line, set relationship",6,Data Modeling and ER Diagrams,0.09922481925090243
365,"compression, compressed, stored compressed, compress, compressed form, table compression, compression feature, compress block, page compression, stored compressed form",16,Data Compression and Encryption,0.43961063923628074
366,"semicolon, execute following query, specify execute following, specify execute, multiple sql statement, statement, multiple sql, function query, execute following, interpreter",3,Querying Relational Databases,0.6575162470057976
367,"attack, xsrf, malicious, xsrf attack, referer, malicious user, web site, called crosssite, cookie, request forgery",28,Database Scalability and Partitioning,0.3299211370701735
368,"large object, blob, large, locator, character large object, character large, object, clob, type blob, input stream",19,Big Data and Distributed Databases,0.22986155399892627
369,"utility, bulk, import, importexport, importexport utility, bulk importexport utility, bulk importexport, load, export, sqlloader",28,Database Scalability and Partitioning,0.2212673468881825
370,"data item, item, single data, example data item, data item data, item data, simple model, example data, value data item, value data",29,Data Quality Assurance and Data Cleansing,0.46276209153240133
371,"tablet, site tablet, master site, master site tablet, site, master, new master site, new master, request, router",17,Data Governance and Master Data Management (MDM),0.09345341091313283
372,"query transaction, invocation, expected frequency, analyzing, frequency, expected, analyzing expected, analyzing expected frequency, query transaction processing, transaction query",3,Querying Relational Databases,0.2965077847109403
373,"thread, clr, sql server, threading, sql server scheduler, server scheduler, server, synchronization, scheduler, synchronization object",3,Querying Relational Databases,0.2407831180335491
374,"timestamp, timestamp ordering, ordering, timestamp value, greater timestamp, timestamp greater, timestamp greater timestamp, greater timestamp ordering, transaction timestamp greater, transaction timestamp",5,Transaction Management and ACID Properties,0.4062678601155774
375,"user account, authorization, create schema, schema, authorization identifier, default catalog, account, owner schema, create schema command, created schema",25,Database Migration and Schema Evolution,0.28996649517392614
376,"duplicate, remove duplicate, elimination, duplicate eliminated, eliminated, deduplication, duplicate elimination, answer, remove, detected",0,Introduction to Database Management Systems,0.0
377,"storage indexing, indexing, storage, index storage, index storage indexing, column based storage, column based, based storage, indexing structure, column",4,Indexing and Performance Optimization,0.26781666364006146
378,"definition definition, definition definition definition, definition, preliminary definition, definition definition defined, exactly definition definition, exactly definition, definition preliminary definition, definition preliminary, definition exactly definition",0,Introduction to Database Management Systems,0.0
379,"web server, browser, web, html document, server, url, web browser, http, communicate web server, web server program",18,NoSQL Databases: Document Stores,0.2901887707354227
380,"directory, directory access, directory access protocol, access protocol, data directory, directory information, protocol, organization, accessing directory, physical directory",7,Database Security and Access Control,0.24609815454146394
381,"grade, tot cred, cred, tot, take grade, grade null, set tot, set tot cred, take, nrow",0,Introduction to Database Management Systems,0.0
382,"similar operation, operation similar operation, operation, operation operation, operation similar, fundamental operation, fundamental, operation inverse operation, operation issupersetof, operation issupersetof similar",0,Introduction to Database Management Systems,0.0
383,"client, sends result, remote procedure, procedure call, result sent client, call, remote procedure call, result sent, result client, procedure",0,Introduction to Database Management Systems,0.0
384,"comp spring, brandt comp, comp, comp spring brandt, spring brandt comp, spring brandt, brandt comp spring, spring, brandt, katz comp spring",0,Introduction to Database Management Systems,0.0
385,"record relation, relation stored, dictionary note, store record relation, single file, separate file, store relation, file store, file, store record",18,NoSQL Databases: Document Stores,0.07870643063341576
386,"return course, course, return, xcourse, return clause, course identifier, credit, return course identifier, xmlelement, course identifier course",0,Introduction to Database Management Systems,0.0
387,"directory, yahoo, classification hierarchy, document, page section, hierarchy, hierarchical fashion, second problem, related document, fashion",18,NoSQL Databases: Document Stores,0.25328376592705454
388,"hide, detail, detail database, detail data, implementation detail, implementation detail database, model hide, hiding, database hide, data stored maintained",13,Multi-Model Databases,0.42873738334397127
389,"translation, parsing, translation query, translate, compiler, translated, provided automated, query usable form, query usable, query translates expression",3,Querying Relational Databases,0.5790822707065071
390,"record record record, record record, header, file header, file, header file, file header file, record, information file, file record",16,Data Compression and Encryption,0.10990265980907019
391,"ranking, score, scoring factor, result ranked, hit ranking, winner, machinelearning, scoring, combine score, weight",0,Introduction to Database Management Systems,0.0
392,"log, log record, type log record, logging, type log, called logical logging, called log, called logical, logical logging, log getting",14,Database Auditing and Logging,0.3153537681146926
393,"transformation, rotation translation scaling, referred cascade, translation scaling, transformation referred, transformation referred cascade, rotation translation, scaling, topological, transformation rule",12,Data Migration and ETL Processes,0.3025414986789398
394,"expression, expression expression, xcredits, expression example, example expression, consider expression, expression equivalent, initial expression final, interpretation result, interpretation result xcredits",0,Introduction to Database Management Systems,0.0
395,"profiler, sql profiler, trace, profile, statement, statement optimized, profiler display, profiler user, sql profiler display, sql statement",3,Querying Relational Databases,0.3384695273803735
