Bucket Number,Bucket
287,"bank database, bank database figure, consider bank, bank, consider bank database, figure consider bank, database figure, database figure consider, banking database exercise, banking"
288,"atom, formula, atom formula, relation atom, formula atom, atom following, atom true, atom form, calculus, rule atom"
289,"buffer, buffer management, buffering, operating, buffer replacement, virtualmemory, replacement, management, cache, replacement strategy"
290,"bound, formula, tuple variable, free, variable bound, variable, free bound, formula true, quantified, quantifier"
291,"normalization, functional dependency normalization, chapter basic functional, basic functional, normalization relational database, normalization relational, dependency normalization relational, basic functional dependency, dependency normalization, chapter basic"
292,"pstmt, instructor, pstmt setint, setint, figure instructor, pstmt setstring, setstring, figure instructor relation, instructor shown figure, instructor shown"
293,"merge join, mergejoin, merge, mergejoin algorithm, join attribute, sorted, join, hybrid, hybrid mergejoin, sorted join attribute"
294,"tuning, database tuning, workload, tuning process, tune database, guideline database, database tuning assistant, tuning assistant, databasesystem parameter, sql tuning"
295,"termination state, termination, workflow, acceptable termination, acceptable termination state, acceptable, state, scheduler, workflow terminate, terminate"
296,"selection, selectivity, selection condition, value selection, selection form, complex selection, number distinct value, equality, simple selection condition, value selection condition"
297,"instructor, teach, instructor teach, course, taught, select course instructor, query instructor, course instructor, course instructor teach, instructor teach instructor"
298,"authorization, authorization specified sql, action control, rolebased authorization, rolebased, authorization specified, authorization access, authorization authorization, sql authorization, specified sql"
299,"phone, phone number, instructor, instructor entity set, instructor entity, attribute phone, attribute phone number, phone number instructor, instructor phone, entity set"
300,"eer, eer model, relational mapping, design eer, database design eer, mapping, eer relational mapping, eer relational, design eer relational, relational"
301,"constraint, constraint constraint, character vin, character vin country, country manufacture, vin country manufacture, vin country, express special form, express special, constraint express special"
302,"sale, reg, qtr, quarter, region, qtr qtr, reg reg, fiscal, revenue, monthly"
303,"information, knowledge, procedure obtaining information, information giving specific, overabundance, giving specific procedure, specific procedure, obtaining information, overabundance information source, specific procedure obtaining"
304,"section summarizes, summarizes chapter, section summarizes chapter, summarizes, chapter section summarizes, chapter section, summarizes chapter section, section, chapter, finally section"
305,"design, good design, design process, bad design, design methodology, bad, quality, reasonable chance, reasonable chance happening, external consultant"
306,"tree file organization, tree file, file organization, tree, organization, file, use tree, use tree file, data structure primary, rooted tree"
307,"procedure, function procedure, conditional, sql psm, psm, procedure function, statement, statement list, function, language external"
308,"chapter concurrency control, chapter concurrency, concurrency control, yes yes, concurrency, yes yes yes, false false, yes, control, figure chapter concurrency"
309,"deductive, deductive database, introduction deductive, introduction deductive database, ancestor, father, deductive database system, father ancestor, database deductive, introduction"
310,"merge, run, sorted run, run merged, merge pass, merges, sorted, pass, merged, merges run"
311,"query tree, query graph, representation query, relational algebra, represent relational, tree, graph, algebra, query, internal representation query"
312,"schedule, write operation, read write operation, read write, operation schedule, read, write operation schedule, read write instruction, instruction, write"
313,"query shown figure, query shown, figure relation result, relation result preceding, preceding query shown, shown figure, result preceding query, result preceding, shown figure result, shown"
314,"version, version number, version data, version data item, data item, new version, current version, specified version number, specified version, version longer"
315,"scheme, scheme advantage, advantage, disadvantage, situation scheme, advantage simple, scheme advantage simple, advantage simple implementation, bottleneck scheme, simple implementation"
316,"block, department block, recently, mru strategy, mru, seek, disk seek, recently block, recently department, recently block block"
317,"physic comp, physic comp finance, finance music, comp finance, comp finance music, physic, history physic comp, history physic, physic history, music physic history"
318,"tsti, wtimestampq, tsti wtimestampq, rtimestampq, tsti rtimestampq, tsti rtimestampq value, rtimestamp, rtimestampq value, wtimestampq tsti, rtimestampqk"
319,"bounding, bounding box, box, box object, bounding box object, rectangle, node bounding box, node bounding, overlap, child"
320,"quote, single quote, string, mark, apostrophe, single, hyphen punctuation mark, punctuation, double quote, hyphen punctuation"
321,"loop, fetch, fetch tuple, loop iterate, result set, tuple result, loop iterates, iterates, tuple, fetch command"
322,"selection, disjunctive, conjunctive selection, conjunctive, projection, disjunctive selection, disjunctive condition, selection selection, record satisfying individual, union record satisfying"
323,"reorganization, temporary file, time consuming, time consuming large, consuming large, consuming large file, operation reorganization, temporary file disk, consuming, grows"
324,"quadtree, quadtrees, region, division space, division, set point, quad tree, graphically tree, hierarchy represented graphically, quadrant"
325,"update statistic, statistic, modification, update, overhead modification database, overhead modification, system update statistic, update statistic automatically, statistic automatically, system update"
326,"decisiontree, decisiontree classifier, classifier, decision tree, decision, type classifier, class label, training, classifier decisiontree, classifier decisiontree classifier"
327,"default value, default, null, attribute default, null constraint, attribute default value, specified attribute, specified default, value, value specified"
328,"database programming, approach database programming, approach database, database programming technique, programming, main approach database, programming technique, main approach, approach, lowlevel"
329,"credit, year, tot credit, tot, total credit, avgnum credit, year avgnum, avgnum, avg total credit, credit tot credit"
330,"assumption, state assumption, assumption state, state clearly, state, assumption state assumption, state assumption state, clearly, clearly assumption, assumption state clearly"
331,"trigger view, chapter sql complex, view schema modification, query trigger view, trigger view schema, complex query trigger, sql complex query, schema modification, query trigger, view schema"
332,"disk, rate, storage capacity, megabyte, transfer rate, capacity, disk cost, cost, disk storage, cost megabyte"
333,"input, output tuples, input tuples, output, pipelined input, pipelined, tuples, output buffer, operation output, buffer operation"
334,"organized follows chapter, chapter organized, chapter organized follows, follows chapter, organized follows, chapter shall, chapter, chapter shall return, return subject chapter, subject chapter"
335,"update, temporary update, temporary update problem, update problem, corrected, correction, data database, updating database, update performed, update database"
336,"temp, compute temp, temp compute, ship temp, temp compute temp, ship, temp ship temp, temp ship, step temp, ship temp compute"
337,"collection, raise, void, collection object, bag, dictionary, raise void, object, list bag, void raise"
338,"relation figure, figure relation figure, figure, figure relation, obtain relation, relation shown figure, relation shown, relation figure relation, relation, shown figure"
339,"polygon, triangle, point line, triangulated, representation polygon, polyhedron, triangle rectangle, representation, geometric, polygon refer"
340,"condition box, condition, selectfromwhere, box, identical essn value, identical essn, statement specifies condition, essn value query, dividing disjoint, expression return relation"
341,"recursive, recursive view, view relation, view, recursive query, us recursive, view relation instance, us recursive view, view recursive, recursively defined"
342,"report, reporting, gnu, report generator, generator, reporting service, sql server reporting, server reporting service, server reporting, tool"
343,"update, view, view update, desired update, productx, mapped update, base relation, underlying base, pname, producty"
344,"single user, multiuser, singleuser, center, multiuser system, multiple user, access database, multiple program, system, user"
345,"postgresql, type postgresql, extension type, extension, base type, postgresql type, type, postgresql type postgresql, base type postgresql, complex"
346,"supervise, supervise true, supervise supervise, true supervise, supervise true supervise, true supervise true, supervise supervise supervise, supervisor, employee supervise, true"
347,"finance biology comp, history finance biology, finance biology, history finance, comp history, comp history finance, biology comp, biology comp history, biology, finance"
348,"steal, recovery, force, steal force, steal approach, steal steal, deferred update, undo needed recovery, called steal, term steal steal"
349,"set attribute, let set attribute, let set, attribute hold, set attribute hold, hold let, attribute hold let, attribute hold hold, set value attribute, hold let set"
350,"variation extension, sql variation extension, sql variation, variation, extension, polymorphic, sql feature, type sql variation, polymorphic type, sql"
351,"external sortmerge, external, sortmerge, external sorting, sorting, external sortmerge algorithm, sortmerge algorithm, external sorting algorithm, sorting algorithm, parallel external"
352,"branch, customer, account number, loan, number branch, customer customer, loan number, account, depositor, account account number"
353,"development, chapter application, application design development, chapter application design, design development, application design, application development, application, advanced application development, chapter advanced application"
354,"qbe, qbe qbe, qbe user, query qbe, query query query, filling, query query, specify query, query specified, screen"
355,"datastorage, cloud, datastorage system, cloudbased, data storage, system cloud, amazon, architecture datastorage, architecture cloud, datastorage system support"
356,"cloud, cloud computing, computing, service, computing service, cloud computing service, cloud service, vendor, computing service provider, software service"
357,"basic structure sql, structure sql query, structure sql, basic structure, sql query, struct, basic, comp basic, comp basic structure, sql query dept"
358,"income, degree, attribute income, master, categorical, income income, excellent, department name country, probability income, name country name"
359,"scaleup, speedup, speedup scaleup, sublinear, problem size, said demonstrate, demonstrate, demonstrate sublinear, larger task, ntimes"
360,"discussed section, revisit, later section, section study later, section discussed section, study later section, revisit issue, section, discussed, issue"
361,"protocol, protocol protocol, widely typically http, maintain connection protocol, section protocol, subsystem protocol, maintain connection, function performs aspect, function performs, textbook networking"
362,"subclass, secretary, engineer, jobtype, entity, secretary engineer, specialization, belong subclass, technician, employee entity"
363,"diamond, line, relationship, relationship set, representing relationship, straight line, straight, relationship set relationship, dashed line, set relationship"
364,"compression, compressed, stored compressed, compress, compressed form, table compression, compression feature, compress block, page compression, stored compressed form"
365,"semicolon, execute following query, specify execute following, specify execute, multiple sql statement, statement, multiple sql, function query, execute following, interpreter"
366,"attack, xsrf, malicious, xsrf attack, referer, malicious user, web site, called crosssite, cookie, request forgery"
367,"large object, blob, large, locator, character large object, character large, object, clob, type blob, input stream"
368,"utility, bulk, import, importexport, importexport utility, bulk importexport utility, bulk importexport, load, export, sqlloader"
369,"data item, item, single data, example data item, data item data, item data, simple model, example data, value data item, value data"
370,"tablet, site tablet, master site, master site tablet, site, master, new master site, new master, request, router"
371,"query transaction, invocation, expected frequency, analyzing, frequency, expected, analyzing expected, analyzing expected frequency, query transaction processing, transaction query"
372,"thread, clr, sql server, threading, sql server scheduler, server scheduler, server, synchronization, scheduler, synchronization object"
373,"timestamp, timestamp ordering, ordering, timestamp value, greater timestamp, timestamp greater, timestamp greater timestamp, greater timestamp ordering, transaction timestamp greater, transaction timestamp"
374,"user account, authorization, create schema, schema, authorization identifier, default catalog, account, owner schema, create schema command, created schema"
375,"duplicate, remove duplicate, elimination, duplicate eliminated, eliminated, deduplication, duplicate elimination, answer, remove, detected"
376,"storage indexing, indexing, storage, index storage, index storage indexing, column based storage, column based, based storage, indexing structure, column"
377,"definition definition, definition definition definition, definition, preliminary definition, definition definition defined, exactly definition definition, exactly definition, definition preliminary definition, definition preliminary, definition exactly definition"
378,"web server, browser, web, html document, server, url, web browser, http, communicate web server, web server program"
379,"directory, directory access, directory access protocol, access protocol, data directory, directory information, protocol, organization, accessing directory, physical directory"
380,"grade, tot cred, cred, tot, take grade, grade null, set tot, set tot cred, take, nrow"
381,"similar operation, operation similar operation, operation, operation operation, operation similar, fundamental operation, fundamental, operation inverse operation, operation issupersetof, operation issupersetof similar"
382,"client, sends result, remote procedure, procedure call, result sent client, call, remote procedure call, result sent, result client, procedure"
383,"comp spring, brandt comp, comp, comp spring brandt, spring brandt comp, spring brandt, brandt comp spring, spring, brandt, katz comp spring"
384,"record relation, relation stored, dictionary note, store record relation, single file, separate file, store relation, file store, file, store record"
385,"return course, course, return, xcourse, return clause, course identifier, credit, return course identifier, xmlelement, course identifier course"
386,"directory, yahoo, classification hierarchy, document, page section, hierarchy, hierarchical fashion, second problem, related document, fashion"
387,"hide, detail, detail database, detail data, implementation detail, implementation detail database, model hide, hiding, database hide, data stored maintained"
388,"translation, parsing, translation query, translate, compiler, translated, provided automated, query usable form, query usable, query translates expression"
389,"record record record, record record, header, file header, file, header file, file header file, record, information file, file record"
390,"ranking, score, scoring factor, result ranked, hit ranking, winner, machinelearning, scoring, combine score, weight"
391,"log, log record, type log record, logging, type log, called logical logging, called log, called logical, logical logging, log getting"
392,"transformation, rotation translation scaling, referred cascade, translation scaling, transformation referred, transformation referred cascade, rotation translation, scaling, topological, transformation rule"
393,"expression, expression expression, xcredits, expression example, example expression, consider expression, expression equivalent, initial expression final, interpretation result, interpretation result xcredits"
394,"profiler, sql profiler, trace, profile, statement, statement optimized, profiler display, profiler user, sql profiler display, sql statement"
395,"noofemps, function, tablevalued, table function, tablevalued function, noofemps return, function table, elseif noofemps return, elseif noofemps, create function statement"
396,"udfs, udts, udf, definition udf, pad work, read write interface, tightly encapsulated, support userdefined data, performs actual function, pointing particular"
397,"logical undo, undo, logical undo operation, undo operation, logical, lowerlevel lock, early lock release, early lock, lowerlevel, lock release"
398,"assembly, assembly metadata, metadata, manifest, user code implement, contract, user code, code implement, runtime, code"
399,"split attribute, split, best split, information gain, best split attribute, best, attribute split, gain, binary split attribute, split attribute split"
400,"legacy, legacy system, switchover, system, system newgeneration, legacy system newgeneration, replacing legacy, newgeneration system, newgeneration, system replacing"
401,"batch, update, index, index sorting, applying batch, applying batch update, facility data, updating index, index update, batch update"
402,"strategy, efficiency, possible strategy accomplish, let verify, known handle, known handle possible, operating running local, local mechanism, listed second, listed second strategy"
403,"serializability order, timestamp, timestamps, serializability, determine serializability order, determine serializability, timestamp transaction, timestamps transaction determine, transaction determine serializability, order"
404,"grid, grid array, grid file, dno age, array, dno, age, scale, dimension grid, nievergelt grid"
405,"zone, time zone, timezone, local time, time time zone, utc, time, timezone information, time time, specifying time"
406,"fragmentation, allocation, fragmentation replication, data fragmentation, distributed database design, replication, franc, sco, san franc sco, san franc"
407,"let, let relation, let let relation, let let, schema let, relation let, let relation let, schema let let, relation schema let, let relation schema"
408,"failure, state existed, existed, database recovery, existed prior, recovery, consistent state, consistent, state, database recovery scheme"
409,"indexing hashing, chapter indexing hashing, chapter indexing, indexing, hashing, indexing hashing hash, hashing hash, small chapter indexing, small chapter, index chapter indexing"
410,"dbpointer, disk transaction, written disk transaction, disk transaction commits, written disk, transaction commits, new copy, commits, copy database, current copy"
411,"normal form, normal, form, second normal, second normal form, fourth normal form, fourth normal, form normal, normal form normal, form normal form"
412,"multiversion, multiversion concurrency control, multiversion concurrency, multiversion scheme, concurrency control, concurrency, serializability, control, technique multiversion, technique multiversion scheme"
413,"srinivasan, brandt, dept salary, physic, srinivasan physic, katz, einstein said, gold, comp, einstein"
414,"collection, related data, collection related data, collection related, database collection related, database collection, collection data, chapter defined database, implicit meaning, defined database collection"
415,"overflow, overflow file, record overflow, overflow record, unordered overflow, unordered overflow file, unordered, overflow block, file, merged master"
416,"elec, elec spring, bourikas elec, bourikas, spring, spring kim elec, aoi elec, elec spring kim, spring kim, elec fall"
417,"mobile, computer, mobile computing, mobility personal, mobile computer, mobility personal database, computing, mobility, personal database, laptop"
418,"parity, parity bit, parity block, bit, data parity, bit byte, raid level, protected parity bit, bit protected, protected parity"
419,"pnumber, plocation, ssn, sex, hour, pname, ssn ename, ename pnumber pname, plocation ssn, pnumber pname"
420,"parallelism, processor, parallel, good idea, parallelism case, good idea perform, idea perform operation, available good idea, available good, idea perform"
421,"purity, measure purity, entropy, purity set, measure, gini, instance single class, measure defined, reach maximum class, reach maximum"
422,"salary salary, salary, update instructor set, instructor set salary, update instructor, instructor set, set salary, set salary salary, instructor salary, salary salary salary"
423,"socialsecurity, socialsecurity number, social security number, security number, social security, social, person, united state, united, socialsecurity number person"
424,"protocol ensures, freedom, protocol ensures serializability, serializability deadlock, serializability deadlock freedom, ensures serializability deadlock, ensures serializability, serializability, ensures, deadlock freedom"
425,"prefetch, prefetching, trigger prefetch, prefetch data, asynchronous, data page, scan trigger, scan trigger prefetch, trigger prefetch data, prefetch data page"
426,"committed, compensating transaction, compensating, subtransactions, update nested transaction, execution commits action, required compensating transaction, let suppose commits, completed successfully affirms, transaction cti compensating"
427,"slice, dimension block, canada, dimension, dimension block index, block index, region, itemid, bid list, bid list key"
428,"message, message relation, guaranteed delivered, delivered, received message relation, return message, received message, acknowledgment, recipient, received"
429,"dtd, dtd figure, constrain type, constrain, like integer, general second dtd, information present, limitation dtd bibliographical, result dtd figure, widely limitation"
430,"null, null value, attribute null, null remaining attribute, null remaining, remaining attribute, arises, omitted, listed null guideline, null value omitted"
431,"schedule, schedule set, schedule set transaction, execution sequence, transaction schedule, transaction participates schedule, execution sequence followed, sequence followed, sequence followed schedule, participates schedule"
432,"recursive query, recursive, recursive query processing, transitive closure, approach recursive query, query processing include, recursive sql query, iteration recursive, seminaive approach, processing include"
433,"thread, process thread, thread process, concurrently, process, multiple thread, execute concurrently, different process thread, process user session, interleaved"
434,"cascade, delete cascade, foreignkey, delete, foreignkey constraint, cascade feature, constraint, foreign key constraint, delete cascade feature, cascade delete"
435,"insurance, patient, medical, health care, insurance database, health, doctor, consider insurance, consider insurance database, insurance database figure"
436,"probability, class, instance, probability instance, class probability, training, pdc, bayesian classifier, bayesian, distribution"
437,"true superior true, superior true superior, superior true, true superior, superior, true, strongest authority, superior contains, strongest, contains strongest authority"
438,"old, new value, old value, item old, value data item, oldvalue, value data, data item old, oldvalue newvalue, item old value"
439,"psm, sql psm, stored procedure, database stored procedure, procedure, procedure sql psm, stored procedure sql, module, database stored, procedure sql"
440,"entity relationship model, relationship model, entity relationship, relationship model chapter, modeling entity relationship, data modeling entity, chapter data modeling, modeling entity, modeling, enhanced"
441,"client, database server, client application, data act, act client, act, server, application, running, database application"
442,"multitable clustering, multitable, clustering file, multitable clustering file, file organization, clustering, clustering file organization, section cluster, different relation stored, record different relation"
443,"shankar comp, shankar, spring shankar comp, spring shankar, shankar comp spring, comp spring shankar, fall shankar comp, fall shankar, shankar comp fall, comp fall shankar"
444,"course title course, dept music, title course, teach course title, music, course title, dept music instructor, music instructor, nametitle, instructor teach"
445,"nonvolatile ram, ram, nonvolatile, nvram, nvram buffer, ram buffer, nonvolatile ram buffer, buffer, disk disk, controller"
446,"city, street, kim, kim kim, street city, live, live city, street city salary, city salary, city salary kim"
447,"intentionally left, left blank, page intentionally, page intentionally left, intentionally left blank, intentionally, blank, blank chapter, left blank chapter, left"
448,"quantifier, universal quantifier, universal, existential, existential quantifier, universal quantifier existential, quantifier existential, quantifier existential quantifier, quantifier universal, quantifier universal quantifier"
449,"blocking factor, blocking, factor, bfr, block, number block, calculate blocking, calculate blocking factor, factor resulting, block assuming unspanned"
450,"implementers, cylinder, database storage, large amount, amount, implementers paid attention, distributed different cylinder, distributed different, storage abstraction, efficiently analysis"
451,"point class, point, class, line, lie, plane, classifier, class lie, line classify, line plane"
452,"question, natural language, question answering, answer question, answering, query natural language, question answering system, query natural, killed, answering system"
453,"teacher, student teacher, people, subtables, table people, subtables student, teacher student, student, people subtables, subtables student teacher"
454,"buffer block, merge, sorted, sorted output, sorting relation, block transfer, final pas, log block transfer, sorting, merge step"
455,"relevance, relevance feedback, feedback, document, vector space, document relevance feedback, term, return document, document relevance, keywords"
456,"notation, diagrammatic notation, diagram notation, diagrammatic, diagram, notation diagram, diagrammatic notation displaying, notation displaying, displaying, notation diagram text"
457,"layer, businesslogic layer, businesslogic, dataaccess layer, dataaccess, layer provides, database businesslogic, model business, database businesslogic layer, objectoriented"
458,"extent, class extent, extent class extent, class, extent class, persistent object, persistent, automatically class, class extent class, created maintained automatically"
459,"phantom, phantom phenomenon, phenomenon, phantom conflict, phantom problem, conflict, describes avoid, eliminating phantom, avoid phantom, avoid phantom phenomenon"
460,"teach relation, teach relation figure, teach, relation figure, relation teach, relation figure teach, teach relation teach, figure teach, figure teach relation, relation teach relation"
461,"graph, deadlock, waitfor graph, waitfor, cycle, graph contains cycle, contains cycle, graph contains, deadlock state, waitfor graph contains"
462,"disease, positive, positive case, person disease, predicts, classifier, person actually disease, positive case person, person actually, predicts positive case"
463,"information tuples, data item corresponding, relation locking, item corresponding relation, information tuples relation, item corresponding, corresponding relation, relation lock, locking, locking required"
464,"armstrong, armstrong axiom, axiom, use armstrong, use armstrong axiom, armstrong axiom prove, axiom prove, prove, axiom prove soundness, prove soundness"
465,"level, level expensive, minimum level, design alternative, potential, highest level number, higher level expensive, high level low, level expensive fast, higher lower level"
466,"sqlxml, xml query, xml, overview sqlxml, provides overview sqlxml, tripreports, xml output, provides overview, xquery, extension sql"
467,"undone, undo, transaction undone, undo transaction, undo effect, undone transaction, undoing, transaction, effect, undo transaction lead"
468,"chapter recovery, recovery chapter, recovery, chapter recovery chapter, recovery chapter recovery, disk page, chapter, recovery term, recovery technique item, failure chapter recovery"
469,"test case, test, case performs, performs update database, match expected, case performs update, test case performs, mutant, test suite, testing"
470,"hillside, account, branch, branch hillside, branch hillside account, hillside account, valleyview, hillside account account, account branch, account account"
471,"plsql, procedural, procedural language, oracle plsql, written plsql, plsql java, procedural code, procedural language plsql, language plsql, defined procedural"
472,"idref, idrefs, attribute type, attribute type idref, type idref, type cdata, idref link, reference element attribute, type idrefs, reference element"
473,"survey, excellent survey, present excellent survey, present excellent, excellent, graefe, technique database system, tutorial survey, recovery technique database, graefe mckenna present"
474,"capacity, useful capacity, total capacity, storage capacity, terabyte, capacity useful capacity, total capacity useful, capacity useful, capacity track, kbytes"
475,"facet, art, art object, museum, artobjects, categorized, epoch, artobjects categorized, exhibition, artist"
476,"begin transaction end, transaction end transaction, end transaction, begin transaction, transaction end, usually sequence sql, taken action usually, action usually, action usually sequence, transaction external program"
477,"closure, compute closure, extraneous, attribute closure, algorithm compute closure, compute closure includes, extraneous compute, compute, closure result, closure includes"
478,"confidence, support confidence, rule, confidence rule, confidence confidence, support, low confidence, lh rh computed, low confidence meaningful, implication shown rule"
479,"process, proving, reengineering, process process, fact hold known, process proving certain, process start process, known theorem proving, process called reengineering, process process proving"
480,"visible, created transaction, tuple visible, contains transaction transaction, tuple, contains transaction, visible transaction, second version, created, visibility"
481,"notion, attribute operation, notion key, section define, notion value, notion value variable, instance corresponds, identity interesting relationship, notion key relationship, instance corresponds notion"
482,"spring, physic, fall, physic spring, gold physic, einstein physic, null null, physic fall, spring fall, fin spring"
483,"bank corporation, city residence, residence employee, residence employee work, city residence employee, corporation, employee work bank, residence, work bank corporation, work bank"
484,"conflict conflict, conflict, conflict conflict conflict, requirement, requirement application requirement, expect potential, conflict expect, detailed complete, particular conflict requirement, requirement requires term"
485,"filtered, filtered index, fulltable, nonclustered index, nonclustered, index filtered, filtered statistic, fulltable index, fulltable nonclustered, fulltable nonclustered index"
486,"storage file structure, chapter storage file, storage file, chapter storage, file structure, record record record, record record, comp chapter storage, structure, comp chapter"
487,"bio summer, summer, bio, biology bio summer, biology bio, null null, biology, spring, tanaka biology, crick biology"
488,"genetic algorithm, genetic, alphabet, algorithm, idea genetic, randomized, idea genetic algorithm, neural network, neural, idea"
489,"figure finance, history music, finance history, finance, history music physic, history, music physic, music, finance history music, physic"
490,"tickled, partly speedy, progressive fountain annoyingly, speedy dog putrid, dog putrid, speedy dog, fountain, annoyingly tickled partly, speedy, annoyingly tickled"
491,"multiversion, timestamp ordering, multiversion timestamp, timestamp, multiversion timestamp ordering, ordering, multiversion protocol, protocol, ordering multiversion timestamp, multiversion protocol based"
492,"inability represent, inability, information inability, information inability represent, repetition information, repetition, represent certain information, inability represent information, inability represent certain, repetition information inability"
493,"set statement, simplified set, element set, difference, operator, set difference, set, value set, multiset set, set statement carry"
494,"purchase order, purchase, xml purchase order, xml purchase, xml, order, tag, realistic use, order show information, order xml"
495,"nonserializable, nonserializable schedule, schedule, nonrecoverable schedule chapter, nonserializable global, nonserializable global schedule, global schedule, nonrecoverable schedule, schedule chapter, nonrecoverable"
496,"piece, pawn, piece pawn, move, percent year, game, percent, pawn move, piece set, part player"
497,"web application architecture, web application, application architecture, architecture, web, twolayer web application, threelayer, twolayer web, application, twolayer"
498,"program variable, declare section, exec sql, exec, program, variable, sqlcommand, sqlupdatestring, declare, sqlfetch"
499,"person, table person, persontype, dateofbirth, dateofbirth date, type persontype, create table person, address address dateofbirth, address dateofbirth date, address dateofbirth"
500,"atomic object, atomic, object atomic, object state, object, constructor, atomic object state, atom constructor, collection object, atom"
501,"binary, binary relationship, binary relationship set, relationship set, relationship, relationship type join, database binary, relationship set binary, set binary, nary relationship set"
502,"deleted set, value corresponding value, corresponding value, input, value corresponding, input output, value input output, value deleted set, target variable wish, set set state"
503,"covert channel, covert, channel, channel covert, covert channel covert, channel allows, channel covert channel, covert channel allows, classification level, security"
504,"issue application development, issue application, tested, testing application migration, application migration, change program, application, testing application, migration, application development"
505,"retrieve name, retrieve name customer, name customer, retrieve, part, supplier, name, customer ordered part, customer ordered, part costing retrieve"
