bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
238,"xml, xhtml, html, language, xhtml basic, xslt, called xhtml, html defined",19,Software-Defined Networking (SDN),0.47841454901715486
239,"data sent, data transmitted, transmit data, data, transmit data sent, data soon, sender data, want send data",13,Network Routing and Switching,0.2868684966125288
240,"gsm, mobile phone, phone, europe, mobile, european, gsm global, gsm global mobile",0,Introduction to Computer Networks,0.0
241,"file, large file, file host, host sending, sending large file, sending large, host host, host",0,Introduction to Computer Networks,0.0
242,"congested link, share, bandwidth, equal, share link, congested, link bandwidth, share link bandwidth",0,Introduction to Computer Networks,0.0
243,"flooding, flood, link state update, state update, flooded, way setup, flooding requires, link state",0,Introduction to Computer Networks,0.0
244,"handshake, threeway, way handshake, threeway handshake, way, handshake let, handshake protocol, way handshake way",0,Introduction to Computer Networks,0.0
245,"discus, discus discus, ter discus, tion discus, chapter discus, discus later ter, later ter discus, let discus",0,Introduction to Computer Networks,0.0
246,"ad hoc, hoc, ad, ad hoc network, hoc network, manet, network ad, network ad hoc",19,Software-Defined Networking (SDN),0.293820391056047
247,"shortest path, shortest, path, compute shortest path, compute shortest, dijkstras, shortest path network, path network node",19,Software-Defined Networking (SDN),0.293820391056047
248,"probability, slot, probability node, slot probability, node, slot node, probability given, node transmits",0,Introduction to Computer Networks,0.0
249,"burst, burst error, burst length, error, burst error length, single burst, single burst error, length burst",20,Network Virtualization,0.1395137093196
250,"form, post, method, post method, input type, age, html, body",0,Introduction to Computer Networks,0.0
251,"example let, example let look, let look, look example, let look example, let, look, example",0,Introduction to Computer Networks,0.0
252,"host host, host, channel host, channel host host, host host request, host request, request channel host, suppose host",0,Introduction to Computer Networks,0.0
253,"message, message message, want reply message, want reply, reply field, encapsulated message, reply message, reply",0,Introduction to Computer Networks,0.0
254,"idle, channel idle, idle station, channel idle station, channel, sensed, channel sensed, station",0,Introduction to Computer Networks,0.0
255,"public key, public, key, key ring, ring, key ring contains, ring contains, public key user",13,Network Routing and Switching,0.1106531454767419
256,"chip sequence, chip, sequence, chip sequence station, sequence station, station, orthogonal, transmit",18,Internet of Things (IoT) and Networking,0.12249029118892785
257,"illustrated figure, illustrated, figure illustrated figure, figure illustrated, figure, illustrated figure illustrated, figure looking, broad picture",0,Introduction to Computer Networks,0.0
258,"capacity receiver, sender, receiver, rate, sending rate, capacity, fast sender, send rate",21,Network Design and Planning,0.5023611080675986
259,"procedure, parameter, procedure described section, procedure described, pointer, described section, order information, iso adopting",0,Introduction to Computer Networks,0.0
260,"door, socket, client, serversocket, knock door, client knock door, client knock, knock",2,Network Topologies and Architectures,0.10354308351039149
261,"path, path length, path taken, path shown, path path, path run, path path change, multiple path equally",20,Network Virtualization,0.1395137093196
262,"id, signaturebased, signature, snort, signaturebased id, signature database, new attack, database",0,Introduction to Computer Networks,0.0
263,"toll, office, toll office, ixc, lata, lecs, ixcs, latas",0,Introduction to Computer Networks,0.0
264,"mtu, path mtu, mtu discovery, path mtu discovery, path, discovery, fragmented, path fragmentation",0,Introduction to Computer Networks,0.0
265,"compression, decompressing, compression algorithm, later data, earlier data, decompressed, decompression, compression system",13,Network Routing and Switching,0.24414694209932547
266,"osi, osi model, model, osi reference model, osi reference, reference model, model minus, heavily influenced",1,Network Models and Protocols,0.43306424877204813
267,"option, choice, choose option, choose, long tail anderson, electronically get, get dick luck, standard usually",0,Introduction to Computer Networks,0.0
268,"ear, frequency, audibility, threshold audibility, hz, sound, db, threshold",0,Introduction to Computer Networks,0.0
269,"token, ring, token ring, ring protocol, token ring protocol, called token, predefined, token station",0,Introduction to Computer Networks,0.0
270,"internet, internet internet, world internet, internetwork, internet application, internet information internet, material briefly, large nontrivial",5,TCP/IP Protocol Suite,0.39842684236979514
271,"bursty, traffic, burst, burst traffic, floyd leland, scale paxson, scale paxson floyd, traffic bursty burst",16,Quality of Service (QoS),0.6303150334961232
272,"delay, packetization, processing delay time, connected router connected, delay time required, packet, packetization delay, connected router",0,Introduction to Computer Networks,0.0
273,"error rate, bit error rate, bit error, error, wireless link, wired, wireless, error common",9,Wireless Networking,0.6522252286861554
274,"base station, base, wireless host, wireless, host associated, station, wireless host associated, host associated base",9,Wireless Networking,0.6522252286861554
275,"formula, infinity, approach infinity, formula let, formula let approach, let approach, let approach infinity, equation",0,Introduction to Computer Networks,0.0
276,"kbps, speech, uncompressed, voice, uncompressed voice, digitized, pcmencoded, human speech",0,Introduction to Computer Networks,0.0
277,"multipath, fading, multipath fading, path loss, multipath propagation, signal, faded, interference",0,Introduction to Computer Networks,0.0
278,"bridge, lan, multidrop, join, multidrop lan, lan bridge, bridged lan, bridged",8,Ethernet and LAN Technologies,0.629309043684383
279,"tcp ip, protocol tcp, tcp ip protocol, ip protocol, tcp, tcp protocol, tcpip, protocol",5,TCP/IP Protocol Suite,0.5079000473354146
280,"process, client process, process server, process client, client process server, server process, session pair, process client process",4,Network Layers and the OSI Model,0.12554543506324484
281,"traffic, traffic destined, destined, originates unit traffic, node originates, node originates unit, originates unit, unit traffic destined",16,Quality of Service (QoS),0.6303150334961232
282,"design, property, worked long huge, large nonetheless, thing designer design, today look, majority population people, large nonetheless capture",21,Network Design and Planning,0.6279513850844982
283,"distribution time, distribution, minimum distribution, minimum distribution time, minimum, specify distribution scheme, scheme distribution time, distribution scheme distribution",0,Introduction to Computer Networks,0.0
284,"letter, plaintext, common letter, trigram, digram, th common, th common word, common",0,Introduction to Computer Networks,0.0
285,"node, frame node, transmitting frame node, transmitting frame, node wait, channel node, transmitting, transmission node",3,Network Devices and Hardware,0.12244908253170537
286,"wireshark, wireshark lab, lab, sniffer, packet sniffer, youll, lab youll, wireshark packet sniffer",0,Introduction to Computer Networks,0.0
287,"section described, discussion, described section, section described section, order discussion, section, debate, described",0,Introduction to Computer Networks,0.0
288,"method, method method, approach, niche let, method desirable practice, methods, method learned, method general",0,Introduction to Computer Networks,0.0
289,"networking, student want, recommendation student want, recommendation student, career, want career, student want career, want career science",24,Emerging Trends in Networking,0.43115713442073506
290,"ond, ond strategy, ond requirement, onds, ond issue load, line onds, line onds ond, ond consideration process",4,Network Layers and the OSI Model,0.14804915820031117
291,"encrypted, ek, plaintext, encrypting, intruder, message note, know key, plaintext message",13,Network Routing and Switching,0.12904263365764018
292,"internet radio, radio, iptv, radio station, radio television, live, television, internet radio station",5,TCP/IP Protocol Suite,0.40464333310238404
293,"nonce, mics, nonce value, protocol us nonce, access point, us nonce, compute session, compute session key",13,Network Routing and Switching,0.09657346336752812
294,"sender figure, figure sender, figure receiver, figure, receiver figure, receiver, sender, figure sender receiver",0,Introduction to Computer Networks,0.0
295,"advantage, benefit, strategy advantage advantage, advantage advantage, advantage benefit, strategy advantage, advantage scheme, strategy",0,Introduction to Computer Networks,0.0
296,"router crash, crash, router, router discarded, havoc network, age, designated router, blown",19,Software-Defined Networking (SDN),0.293820391056047
297,"integrity, message integrity, confidentiality, message integrity technique, problem message integrity, integrity technique, message, confidentiality integrity",0,Introduction to Computer Networks,0.0
298,"switch, connection switch, term bridge switch, switch interchangeably, bridge switch interchangeably, term bridge, look switch, connect switch",18,Internet of Things (IoT) and Networking,0.12249029118892785
299,"nrz, manchester, manchester encoding, encoding, return zero, non return, non return zero, nrzi",0,Introduction to Computer Networks,0.0
300,"hop, time live, counter, time live field, live field, live, decremented, decremented hop",0,Introduction to Computer Networks,0.0
301,"area, border router, border, area border router, area border, backbone, destination area, backbone router",0,Introduction to Computer Networks,0.0
302,"introduction introduction, introduction, introduction introduction introduction, introduction introduction medical, text schwartz provides, introduction better, understand let start, introduction busy",0,Introduction to Computer Networks,0.0
303,"router figure, fig router, router fig router, router fig, figure note, router, figure router, router figure note",0,Introduction to Computer Networks,0.0
304,"analogy, analogy section, teacher student, clearer, teacher, introduced man, mail naturally, operation analogy",0,Introduction to Computer Networks,0.0
305,"address block, ispsrus, block address, block, isp, address, organization, allocated",0,Introduction to Computer Networks,0.0
306,"army, blue army, blue, blue army attack, army attack, attack, army blue army, commander",0,Introduction to Computer Networks,0.0
307,"tsap, tsap address, portmapper, stable tsap address, stable tsap, attache tsap, tsap host, known tsap",0,Introduction to Computer Networks,0.0
308,"social, social network, facebook, twitter, friend, online social, instagram twitter, facebook instagram twitter",19,Software-Defined Networking (SDN),0.293820391056047
309,"security, security mechanism, danger information, danger information leaking, security flaw, information leaking, leaking, concern",22,Wireless Security,0.547566760902884
310,"sonet, carrier, sonet sdh, packet sonet, sdh, synchronous, sts, simply convenient container",0,Introduction to Computer Networks,0.0
311,"group, working group, working, divided working, committee, divided, divided working group, chairman",4,Network Layers and the OSI Model,0.14804915820031117
312,"secure email, email, secure, pgp, email provides confidentiality, designing secure email, designing, designing secure",12,VPN (Virtual Private Network),0.5454920999860077
313,"example example, example example example, example, exist course, flanagan numerous example, example example kleinrock, example example gave, example gave example",0,Introduction to Computer Networks,0.0
314,"nsf, nsfnet, backbone, nsfnet backbone, an, supercomputer center, merit, commercial",0,Introduction to Computer Networks,0.0
315,"analog, digital, digital transmission, adc, voltage, converter, acoustic wave, electrical voltage",3,Network Devices and Hardware,0.12244908253170537
316,"switch, frame interface, filtering, forward frame, interface, frame switch, filtering forwarding, frame output buffer",13,Network Routing and Switching,0.22873153453529266
317,"jpeg, image, subsequent image, redundancy, decoding, encoding, decoding jpeg, frame separately",0,Introduction to Computer Networks,0.0
318,"beacon, sleep, ap, wake, beacon frame, buffered, buffered frame, frame node",0,Introduction to Computer Networks,0.0
319,"key, whitening key, whitening, key key, key management, work follows key, key respect, respect key work",13,Network Routing and Switching,0.12459663050462962
320,"ecn, congestion, explicit congestion notification, congestion notification, ece, explicit congestion, notification, explicit",0,Introduction to Computer Networks,0.0
321,"slot, tdm, time slot, frame tdm, slot frame, time slot frame, tdm slot, time slot user",0,Introduction to Computer Networks,0.0
322,"gbn, gbn protocol, gbn sr, sr, gbn sr protocol, gobackn, sr protocol, errorrecovery mechanism",0,Introduction to Computer Networks,0.0
323,"distance vector routing, vector routing, vector, distance vector, distance, routing, routing distance vector, routing distance",13,Network Routing and Switching,0.3871279009729205
324,"repeat, forever, line process, data point, process repeated, line, selective repeat, selective",4,Network Layers and the OSI Model,0.14158662973303968
325,"subtypes, subtype, type, subtype field, type subtype, zip, pdf, mixed",0,Introduction to Computer Networks,0.0
326,"value value, value, recommended value, use value, recommended, play value, relates use global, variable absolute",14,VLANs (Virtual LANs),0.14723795120163466
327,"nr, seq, expected, frame expected, seq nr, frame, event, ack",0,Introduction to Computer Networks,0.0
328,"ike, sa, ike sa, ipsec, ipsec sa, phase, ssl ike, exchange",0,Introduction to Computer Networks,0.0
329,"routing protocol, intradomain, interas, interdomain, interas intraas, routing, intraas, intraas routing protocol",13,Network Routing and Switching,0.3871279009729205
330,"ack, syn, syn ack, synack, ack segment, return ack segment, return ack, ack corresponds",14,VLANs (Virtual LANs),0.16613339333394275
331,"execute, program, executable program, executable, program running, routine, process, probably dont",4,Network Layers and the OSI Model,0.14804915820031117
332,"bridge, hash table, manual configuration, inside bridge, treatment bridge, manual, perlman, transparent",14,VLANs (Virtual LANs),0.16613339333394275
333,"file transfer, throughput file, throughput file transfer, throughput, transfer, file, transfer server client, file transfer server",2,Network Topologies and Architectures,0.13891762399750376
334,"work, work work, job work, privilege guess paul, work rest want, work thing work, want watch work, work reported serjantov",12,VPN (Virtual Private Network),0.13637302499650192
335,"connectionless, connection oriented, oriented, connectionless service, connectionless network, oriented service, connection oriented service, layer connection oriented",16,Quality of Service (QoS),0.4207929359615648
336,"transmission, transmission method, pin, base station, way headend user, subscriber rigidly, technique briefly transmission, identical action",3,Network Devices and Hardware,0.12244908253170537
337,"proxy, proxy proxy, cleartext, web site, proxy server, proxy server proxy, web proxy user, proxy user",12,VPN (Virtual Private Network),0.12197574167578254
338,"cocktail party, party, cocktail, partygoer, talking, speak, analogy, partygoer speak",0,Introduction to Computer Networks,0.0
339,"reorder, order sent, reorder message, corrupt, channel, delivered order sent, corrupt reorder, corrupt reorder message",0,Introduction to Computer Networks,0.0
340,"suppose, xr suppose, xr, suppose ususuunn suppose, xr suppose xr, suppose suppose, suppose usndmin, suppose ususuunn",0,Introduction to Computer Networks,0.0
341,"switch figure, switch table, uppermost switch figure, uppermost switch, uppermost, figure switch, switch, figure switch table",0,Introduction to Computer Networks,0.0
342,"wep, equivalent privacy, wired equivalent, wired equivalent privacy, stubblefield, equivalent, wep wired equivalent, wep wired",12,VPN (Virtual Private Network),0.13637302499650192
343,"network core, core, edge, network edge, edge network, end system, edge network core, network network core",19,Software-Defined Networking (SDN),0.13885314430467743
344,"security, security service, security functionality, provide security, functionality, enjoy security service, enjoy security, blanket coverage",22,Wireless Security,0.5035767252141085
345,"audio, audio video, video, sound, soundtrack, audio channel, moving picture, film",0,Introduction to Computer Networks,0.0
346,"network performance, performance, measurement, measuring, network performance measurement, performance measurement, measure network performance, measurement network",23,Network Performance Optimization,0.767980417974515
347,"kbps, ran, kbps kbps, bit kbps, older, mbps better low, kbps worth, kbps monaural",0,Introduction to Computer Networks,0.0
348,"receive receive, sent, sent faster version, sent perth complete, sent sent server, server sent faster, sent instead, sent received received",2,Network Topologies and Architectures,0.10354308351039149
349,"information, information information, hope information, hope information need, davie, information theory, information need, perkins",0,Introduction to Computer Networks,0.0
350,"diffserv, phb, diffserv architecture, marking, diffservcapable, behavior, perhop behavior, edge",2,Network Topologies and Architectures,0.20930587054069172
351,"window, window update, update, sends window update, sends window, called window, window management tcp, window management",15,Network Management and Troubleshooting,0.4568665733862105
352,"tree, zebra, tree tree, search begin, term standard, tree zebra, tree zebra tree, tree search begin",0,Introduction to Computer Networks,0.0
353,"capacity, capacity megabit, increase capacity, demand, megabit, pipe, filled capacity, practice hard generalize",21,Network Design and Planning,0.5023611080675986
354,"discussed section, discussed section discussed, section discussed section, section discussed, discussed, section, dash discussed, dash discussed section",0,Introduction to Computer Networks,0.0
355,"pp, peer, file, distributing file, pp file, distributing, pp file sharing, file sharing",2,Network Topologies and Architectures,0.20708616702078297
356,"answer, following question, answer following question, answer following, question, following question answer, question answer, answer question",0,Introduction to Computer Networks,0.0
357,"fec, forward error correction, forward error, interleaving, fec interleaving, interleaving fec, error correction, correction",0,Introduction to Computer Networks,0.0
358,"protocol shown, fig protocol, protocol shown figure, protocol shown fig, fig figure, fig, protocol fig, protocol",0,Introduction to Computer Networks,0.0
359,"sequence number, sequence, sequence number frame, number frame, frame, frame sequence, number, number checked",0,Introduction to Computer Networks,0.0
360,"networking, design, network designer, innovation, change, network crucial component, networking continues, networking dessert",24,Emerging Trends in Networking,0.3548216386204041
361,"content, content distribution, content distribution network, distribution network, distribution, content provider, contentprovider network, replicated content",19,Software-Defined Networking (SDN),0.293820391056047
362,"stopandwait, stop wait, wait protocol, wait, stop wait protocol, utilization, stop, stopandwait protocol",0,Introduction to Computer Networks,0.0
363,"code, advanced code, simple code, block code, balanced, codewords, codeword, advanced",0,Introduction to Computer Networks,0.0
364,"udp, socket programming, clientserver application, udp client, clientserver, socket, udpserver, needed socket",5,TCP/IP Protocol Suite,0.11231977787816633
365,"acknowledgement, receipt, end acknowledgement, end end acknowledgement, called cumulative, called cumulative acknowledgement, acknowledged, cumulative acknowledgement",0,Introduction to Computer Networks,0.0
366,"joe, florida, orlando, gas station, drive, gas, lakeside, lakeside drive",0,Introduction to Computer Networks,0.0
367,"true false, true, false, true false true, false true false, false true, true true, false problem",0,Introduction to Computer Networks,0.0
368,"station, transmits frame, frame, station transmits frame, station transmits, frame station, transmitting frame, frame containing",0,Introduction to Computer Networks,0.0
369,"ethernet frame, ethernet, frame ethernet, frame ethernet frame, baset, frame structure, frame, ethernet frame shown",8,Ethernet and LAN Technologies,0.3775854262106298
370,"mime type, mime, type, existing association, cs, display, type application, type browser",0,Introduction to Computer Networks,0.0
371,"packet lifetime, lifetime, maximum packet lifetime, maximum packet, maximum, packet lifetime maximum, lifetime maximum, lifetime maximum packet",0,Introduction to Computer Networks,0.0
372,"mobility, nomadic, situation laptop, gain access, situation, gain, network mobility design, need provide mobility",21,Network Design and Planning,0.48994737356182483
373,"voice, voice data, digital voice, data traffic, voice ip, digitized, voice call, ip internet telephony",5,TCP/IP Protocol Suite,0.4405858959071759
374,"sin, fourier, co, amplitude, bn, sine, sin sin, kft",0,Introduction to Computer Networks,0.0
375,"multiplexing, inverse multiplexing, inverse, multiplexing section, multiplexing inverse, multiplexing inverse multiplexing, called multiplexing, channel multiplexed",0,Introduction to Computer Networks,0.0
376,"message fig, fig message, message shown, fig message shown, fig, message fig message, shown fig message, message",0,Introduction to Computer Networks,0.0
377,"sends frame, trying send, frame, frame sender, reply frame, sending frame, trying send frame, trying",0,Introduction to Computer Networks,0.0
378,"transmission rate, link transmission, rc, link transmission rate, transmission rate link, bps, rate, rate link",3,Network Devices and Hardware,0.12244908253170537
379,"ellen, dean, marilyn, letter, tom, letter message, dick, message digest",0,Introduction to Computer Networks,0.0
380,"session key, session, key, session key computed, key computed, generate, handshake, conversation",13,Network Routing and Switching,0.12904263365764018
381,"choke packet, choke, choke packet reach, required reduce, choke packet affect, hop pass, packet affect, packet reach",0,Introduction to Computer Networks,0.0
382,"replay attack, replay, attack, defend replay attack, defend replay, fail integrity, connection replay attack, connection replay",0,Introduction to Computer Networks,0.0
383,"mpls, label, label switching, multiprotocol label, multiprotocol label switching, switching mpls, multiprotocol, mpls multiprotocol",13,Network Routing and Switching,0.645213168288201
384,"quantum, quantum cryptography, photon, cryptography, clone, clone photon, pad, time pad",24,Emerging Trends in Networking,0.12464260208115907
385,"internet traffic, cisco, majority internet, traffic video, internet traffic video, cisco predicts, predicts, video",16,Quality of Service (QoS),0.49085777939017716
386,"multiple bit, padded, length, message bit, message padded, padding, length multiple bit, bit",20,Network Virtualization,0.1395137093196
387,"access point, point, access, building access point, building access, access point access, point access point, point access",10,Network Security and Threats,0.14050203874169237
388,"follow, follow route, packet follow, route, packet follow route, path taken, path, packet flow",0,Introduction to Computer Networks,0.0
389,"trudy, trudy trudy, trick, got, trudy indulging prank, na, na pa, trudy course seen",0,Introduction to Computer Networks,0.0
390,"happens happens, happens happens happens, happens, happen, happen remains seen, actually happen remains, actually happen, bit embarrassment annoying",0,Introduction to Computer Networks,0.0
391,"tape, magnetic, ultrium tape, magnetic tape, ultrium, box, gigabyte, backup",0,Introduction to Computer Networks,0.0
392,"host sends segment, sends segment, host sends, segment host, suppose host sends, suppose host, host, segment",14,VLANs (Virtual LANs),0.16613339333394275
393,"public key, certificate, public, certification, key, certificate bind public, bind public, bind public key",12,VPN (Virtual Private Network),0.11693890419252036
394,"tollbooth, caravan, car, car caravan, car travel, highway, suppose car, kmhour",0,Introduction to Computer Networks,0.0
395,"network management, software, subramanian, network application, management, hardware software, network general, hardware",3,Network Devices and Hardware,0.3997238996883641
396,"army, war, army problem, soldier, war ii, world war, world war ii, battle",0,Introduction to Computer Networks,0.119320104174012
397,"buffer, bd, offered load, ac, offered load approach, load approach, buffer router, finite",0,Introduction to Computer Networks,0.0
398,"sneaky, consumer, online, sale, product, buy, ad, want buy",0,Introduction to Computer Networks,0.0
399,"bridge, spanning tree, spanning, tree, spanning tree bridge, tree bridge, root, lowest identifier",0,Introduction to Computer Networks,0.0
400,"route, route route, lie, rest route discover, route exact, telling route, suddenly need, telling little",0,Introduction to Computer Networks,0.0
401,"terminal, hidden terminal, terminal problem, hidden, hidden terminal problem, exposed terminal, exposed, terminal transmitting",0,Introduction to Computer Networks,0.0
402,"check bit, bit check bit, bit check, bit, bit bit, way get wrong, way get, version diff come",0,Introduction to Computer Networks,0.0
403,"chunk, peer, chunk peer, torrent, copy chunk, time peer, chunk file, chunk size",2,Network Topologies and Architectures,0.20708616702078297
404,"nak, sender time, frame, eventually sender, eventually sender time, nak get, retransmission frame, timer",0,Introduction to Computer Networks,0.0
405,"udp streaming, streaming, udp, video, lose packet, client client, constant rate, audio video",5,TCP/IP Protocol Suite,0.08879658109479997
406,"ethernet frame, ethernet frame containing, bob laptop, switch delivers, frame switch delivers, switch delivers frame, delivers frame, frame destination",8,Ethernet and LAN Technologies,0.3775854262106298
407,"match, guarantee, guarantee hard, hard match short, given guarantee considering, match short unlikely, match short, match make fragile",0,Introduction to Computer Networks,0.0
408,"finish, finish time, time packet, round, fi, packet finish, finish time packet, round start",9,Wireless Networking,0.42052974046558106
409,"message authentication code, authentication code, message authentication, mac, authentication code mac, code mac, authentication, hmac",0,Introduction to Computer Networks,0.0
410,"macroblock, previous frame, macroblocks, previous, macroblocks containing, position, position previous, macroblock encoded",0,Introduction to Computer Networks,0.0
411,"checksum, checksummed, checksummed frame, checksum recomputed, valid frame, recomputed, frame, incorrect",0,Introduction to Computer Networks,0.0
412,"close, close connection, wait connection, client close, connection wait connection, connection wait, connection, connection close",2,Network Topologies and Architectures,0.10354308351039149
413,"thermostat, appliance, laptop, console, home, smartphones, smart home, traffic control system",16,Quality of Service (QoS),0.3639125542632547
414,"power, power management, electrical power, management, battery, electrical, saving, save",15,Network Management and Troubleshooting,0.5214279110983442
415,"dhts, hash table, distributed hash, distributed hash table, distributed, dht, hash, dhts distributed hash",0,Introduction to Computer Networks,0.0
416,"gbps, mbps ethernet, mbps, gbps ethernet, ethernet, juniper mx, gbps ethernet port, server gbps",8,Ethernet and LAN Technologies,0.3663116694024211
417,"export, export license, license, government, use export, restriction, munition, law",14,VLANs (Virtual LANs),0.14723795120163466
418,"point point link, point link, pointtopoint, point, pointtopoint link, point point, view, broadcast channel",0,Introduction to Computer Networks,0.0
419,"error detection, detection correction, error detection correction, correction, detection, error, correction saw, detection correction saw",11,Firewall and Intrusion Detection Systems,0.5256712641654144
420,"age seq, seq age, seq age seq, age seq age, age, seq, field convert, function add store",0,Introduction to Computer Networks,0.0
421,"topology, topology shown, topology fig, view example, consider topology, fig topology, topology figure, topology shown figure",0,Introduction to Computer Networks,0.0
422,"dtrans, dtrans time, dprop, suppose dprop, time tdtrans, tdtrans bit, tdtrans bit packet, dtrans time tdtrans",0,Introduction to Computer Networks,0.0
423,"communication channel, underlying channel, channel, assumed error, communication channel assumed, assumed error free, channel assumed, channel assumed error",0,Introduction to Computer Networks,0.29168138456566756
424,"kerberos, needham schroeder, schroeder, needham, authentication protocol, authentication, protocol needham, protocol needham schroeder",0,Introduction to Computer Networks,0.0
425,"transit, transit traffic, transit service, balance, balance load, want transit traffic, want transit, traffic",16,Quality of Service (QoS),0.7311030263765673
426,"id sensor, id, sensor, intrusion, suspicious, filter, packet filter, intrusion detection",11,Firewall and Intrusion Detection Systems,0.7052620082952696
427,"multiplexing demultiplexing, demultiplexing, multiplexing, transportlayer multiplexing demultiplexing, transportlayer multiplexing, transportlayer, demultiplexing let, demultiplexing section",0,Introduction to Computer Networks,0.0
428,"time lr, lr, entire packet, bit router, entire, destination time lr, bit shortly, receives bit router",0,Introduction to Computer Networks,0.0
429,"saw section, saw section saw, section saw section, section saw, saw, section, recall saw section, viewed simultaneously saw",0,Introduction to Computer Networks,0.0
430,"shift keying, keying, shift, amplitude, phase, phase shift, phase shift keying, amplitude phase",0,Introduction to Computer Networks,0.0
431,"socket, network application, socket programming, berkeley, berkeley socket, socket programming assignment, programming, primitive",19,Software-Defined Networking (SDN),0.293820391056047
432,"msec, second packet, packet msec, spacing, second packet msec, msec spacing, greater msec, packet make",0,Introduction to Computer Networks,0.0
433,"come come, come, thing go resigning, thing go, big thing, big thing go, go leave, come came",0,Introduction to Computer Networks,0.0
434,"wireless, technical challenge, challenge, distinction challenge posed, distinction challenge, posed wireless, network mobility wireless, challenge posed wireless",9,Wireless Networking,0.6487299841667401
435,"buffer, receiver, dedicate, buffering, knowing, need buffer oforder, occasionally discarded, efficiency sufficient",21,Network Design and Planning,0.12559027701689965
436,"array, state array, state, min, variable string array, rk array, variable string, string array",0,Introduction to Computer Networks,0.0
437,"hash, hash function, hash hm, creates message, hm example sha, function alice, hash hm example, hash function alice",0,Introduction to Computer Networks,0.0
438,"case shown, figure case, case shown figure, shown figure case, case, figure case shown, case case shown, shown fig case",0,Introduction to Computer Networks,0.0
439,"rack, simultaneous flow, host rack, simultaneous, flow, rack simultaneous, simultaneous flow rack, pair flow",0,Introduction to Computer Networks,0.0
440,"learned section, section learned section, section learned, learned section learned, learned, section, switch selflearning section, familiar ground learned",0,Introduction to Computer Networks,0.0
441,"network layer ready, layer ready, network layer, ready event, layer ready event, void, event, cause network layer",4,Network Layers and the OSI Model,0.19166787363716742
442,"receiver, wait low power, initially receiver, interested knowing number, process called ranging, marked example periodic, million group, process happens",4,Network Layers and the OSI Model,0.14804915820031117
443,"roundabout, car, exit, ramp, exit ramp, roundabout exit, attendant, interchange",0,Introduction to Computer Networks,0.0
444,"destination, address destination, destination ip, destination address, address destination source, address source, destination source, destination ip address",5,TCP/IP Protocol Suite,0.46650238617079365
445,"polling, master node, polling protocol, node, polling node, master, node cyclic manner, node roundrobin",0,Introduction to Computer Networks,0.0
446,"zigbee, personal area network, personal area, zigbee network, bluetooth zigbee, bluetooth, personal, area network",19,Software-Defined Networking (SDN),0.14213799165759697
447,"isolation, class, isolation class, providing isolation, traffic class, class traffic, insight, traffic",16,Quality of Service (QoS),0.6303150334961232
448,"packet loss, loss, packet loss probability, loss probability, packet loss rate, loss rate, endtoend delay, lost",0,Introduction to Computer Networks,0.0
449,"itu, tor, tor itu, itu tor, itu standard itu, itu agency united, member itu main, nation itu",0,Introduction to Computer Networks,0.0
450,"range, range range, older block range, range negligible, range present older, range present, range similarly dtrans, reserved range",0,Introduction to Computer Networks,0.0
451,"packet containing, bit suppose, packet byte, containing, packet containing data, byte packet, containing data, byte",13,Network Routing and Switching,0.31544838410775183
452,"sublayer, mac sublayer, mac sublayer protocol, sublayer protocol, mac, mac common, common sublayer, mac common sublayer",0,Introduction to Computer Networks,0.0
453,"peering, relationship, advertisement, peering relationship, transit peering, suppose peering, policy, peering agreement",0,Introduction to Computer Networks,0.0
454,"aloha, slotted, slotted aloha, aloha protocol, slotted aloha protocol, pure, sense multiple, carrier sense multiple",20,Network Virtualization,0.1395137093196
455,"metcalfe, boggs, metcalfe boggs, network metcalfe boggs, network metcalfe, david boggs, abramsons, david",19,Software-Defined Networking (SDN),0.293820391056047
456,"mapping, possible mapping, mapping possible mapping, mapping possible, example mapped, mapped, mapped balanced example, mapping given",0,Introduction to Computer Networks,0.0
457,"reverse path forwarding, reverse path, path forwarding, reverse, ln, forwarding, path, lack reverse",13,Network Routing and Switching,0.22873153453529266
458,"context switch, kernel, context, receiving process, network manager, user space, manager, switch current user",4,Network Layers and the OSI Model,0.2143704428158554
459,"drop packet, router drop packet, router drop, drop, important class, drop packet overloaded, difficult build router, difficult build",0,Introduction to Computer Networks,0.0
460,"ascii, character, ascii representation, letter uppercase, special character, letter, representation letter, ascii representation letter",0,Introduction to Computer Networks,0.0
461,"format, output format, output format long, format long unambiguous, format long, long unambiguous, select output format, select output",0,Introduction to Computer Networks,0.0
462,"pp, pp architecture, architecture, minimal reliance, architecture minimal reliance, pp architecture minimal, architecture application, architecture minimal",2,Network Topologies and Architectures,0.3336431716830679
463,"rtp, rtp stream, stream, audio video, rtp session, video, audio video stream, audio",0,Introduction to Computer Networks,0.0
464,"adapter, aging time, address fefa, fefa, suppose frame destination, frame source address, aging, switch",0,Introduction to Computer Networks,0.0
465,"cell, frequency, neighboring cell, frequency reused, reuse, neighboring, reused, conflict neighboring",0,Introduction to Computer Networks,0.0
466,"server executes, executes, listen, establish connection, primitive, incoming connection, accept primitive, establish connection server",2,Network Topologies and Architectures,0.10354308351039149
467,"common factor, number chosen, force suitable value, suitable value common, structure repeated field, unlucky number, represent space, field represent space",0,Introduction to Computer Networks,0.0
468,"wave, earth, band, lf mf band, mf band radio, band radio, wave follow, ionosphere",0,Introduction to Computer Networks,0.0
