bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
203,"standby, standby list, modified, modified list, list, page modified, dirty, clean, written disk, secondary storage",12,Mass Storage Structures,0.27359075544753975
204,"client, collaborator, remote machine, ssh, server, server process, remote, remotely, impersonate, behalf",15,Distributed File Systems,0.1945669489997294
205,"mailbox, message mailbox, mailbox process, mailbox mailbox, message, receive message mailbox, receive message, receive, mailbox owned, append message",14,Distributed Coordination and Communication,0.35146294788341853
206,"address space, virtual address space, virtual address, space, address, process virtual address, exec, process virtual, new program, process address space",22,Virtualization and Hypervisors,0.35114196864238406
207,"keyboard, mouse, printer, device, disk printer, device keyboard, usb, device disk, keyboard mouse, mouse keyboard",11,I/O Systems and Device Management,0.5170547087083905
208,"storage, san, na, networkattached, networkattached storage, hostattached storage, hostattached, storage network, host storage, host",12,Mass Storage Structures,0.5304087303858214
209,"parameter, parameter self, parameter self explanatory, explanatory, self explanatory, passed parameter, function passed parameter, function, function passed, second parameter",0,Introduction to Operating Systems,0.0
210,"scheme, scheme shown, scheme shown figure, shown figure scheme, needed scheme, figure scheme, scheme needed scheme, variant scheme, consider scheme, maximum flexibility",0,Introduction to Operating Systems,0.0
211,"authentication, authenticated, login, user authenticated, authenticated login, user authentication, authentication method, authenticate, user password, unsecure authentication",19,Security and Protection in Operating Systems,0.36268846165002383
212,"parity, parity block, parity bit, drive, bad, bad block, bit, stored parity, single parity, error correction",7,Memory Management: Early Systems,0.060954879247078965
213,"binary translation, translation, binary, translated, implementation binary translation, implementation binary, dynamic binary translation, dynamic binary, translated code, subsystem",10,File System Implementation,0.37211011040656716
214,"inactive list, inactive, active list, rear, active, list, referenced, list referenced, page page, lock bit",8,Memory Management: Virtual Memory,0.2516794813284454
215,"philosopher, eating, eat, philosopher number, fork, thinking, left fork, dining, dining philosopher, number philosopher",0,Introduction to Operating Systems,0.0
216,"monitor, reference monitor, reference, call monitor, monitor concept, monitor monitor, monitor procedure, applet, data code applet, tell applet",8,Memory Management: Virtual Memory,0.13970683092358926
217,"diskscheduling algorithm, diskscheduling, diskhead, seek, hdd, movement, disk, disk seek, hdd scheduling, seek time",5,CPU Scheduling,0.3267406180419022
218,"shared memory, message passing, passing, shared, message, memory message, communication, interprocess communication, interprocess, memory message passing",14,Distributed Coordination and Communication,0.5380348087346887
219,"figure program, program shown figure, program shown, figure program shown, shown figure program, shown figure, figure, shown, figure program figure, program figure",3,Processes and Threads,0.38844063103835946
220,"snapshot, snapshot taken, root inode, new snapshot, wafl, point time, taken, root inode block, snapshot wafl, snapshot block",23,Real-Time and Embedded Systems,0.5205992294365145
221,"communication, interprocess communication, interprocess, communication process, interprocess communication process, communication network, process executing, approach interprocess, communication interprocess communication, approach interprocess communication",14,Distributed Coordination and Communication,0.34126964867221476
222,"binder, ipc, binderproxy, parcel, binder ipc, iexample, binder object, binderb, transaction, userspace",0,Introduction to Operating Systems,0.0
223,"storage, secondary, secondary storage, storage device management, storage structure, tertiary storage, tertiary, device management, object storage, storage device",12,Mass Storage Structures,0.45353416115229445
224,"value, value value, hexadecimal, factor, perfect, number given hexadecimal, sum factor, given hexadecimal, conversion, number perfect",0,Introduction to Operating Systems,0.0
225,"scheduler, thread run, thread scheduler, thread, decides thread, scheduler thread, pick thread, thread scheduling, decides, pick",5,CPU Scheduling,0.5354185266767734
226,"thread chap, process thread chap, thread chap process, chap process, chap process thread, process thread, chap, thread, define, process",0,Introduction to Operating Systems,0.3135069244399154
227,"performance, impact, impact use, factor performance, performance approach, overhead, performance performance, impact performance, performance improvement, improvement",29,Operating System Performance Monitoring and Tuning,0.5597901488877782
228,"section, section look, section described, section described section, described section, following section, look, following section described, described section described, described",10,File System Implementation,0.09302752760164179
229,"token, sid, sids, access token, represented token, privilege, user sid, token object, appcontainer, group",19,Security and Protection in Operating Systems,0.24581934508162734
230,"preemptive, running kernel, nonpreemptive, nonpreemptive kernel, kernel, running kernel mode, preemptive kernel, preemption, kernel preemption, preempted",1,Operating System Structures and Components,0.30601423989217824
231,"frame, frame process, minimum number frame, minimum number, allocation frame, number frame, workingset, allocate frame, frame allocation, available frame",0,Introduction to Operating Systems,0.3224426742505565
232,"sector, sector track, track, cylinder, zone, number sector, disk cylinder, outer, number sector track, outer zone",12,Mass Storage Structures,0.08299181974066741
233,"segment, text, stack, text segment, stack segment, data segment, data stack, heap, grow, stack heap",10,File System Implementation,0.24749484657848977
234,"locality, locality reference, locality model, exhibit, locality locality, working set, reference, working, exhibit locality reference, locality model state",17,Network Structures and Protocols,0.2084918834713576
235,"dispatcher, dispatcher object, signaled, object signaled, object, dispatcher object signaled, synchronization, object dispatcher, nonsignaled, object state",4,Process Synchronization,0.19255527423102392
236,"kernelmode, kernelmode object, object, kernelmode code, handle, opaque, object data structure, usermode, referenced pointer, object data",10,File System Implementation,0.19782926765628503
237,"zfs, zfs zfs, zfs file, checksum, zfs zfs zfs, system zfs, file system zfs, zfs us, tmpfs, space map",10,File System Implementation,0.6940153098709143
238,"att, bell, laboratory, bell laboratory, unix, university, berkeley, usg, berkeley unix, usdl",0,Introduction to Operating Systems,0.0
239,"chapter filesystem, chapter, chapter filesystem interface, filesystem interface, chapter filesystem implementation, filesystem, filesystem implementation, chapter file, chapter chapter, implementation",10,File System Implementation,0.44385123521487047
240,"namespace, object manager, object, parse, namespace object, namespaces, object namespace, namespace object manager, manager, external internal",0,Introduction to Operating Systems,0.0
241,"owner, attribute, date, file size, file owner, size time, size, date time, reserved future use, reserved future",9,File Systems and Storage Management,0.4306238243495393
242,"cancellation, thread cancellation, deferred, deferred cancellation, target thread, cancel, pthread cancel, pthreads, canceled, pthread",0,Introduction to Operating Systems,0.0
243,"argv, command line, envp, array, string, argument, array pointer, argc, pointer environment, argv point",0,Introduction to Operating Systems,0.0
244,"byte, identifier byte, significant byte, store significant byte, store significant, byte actually, byte address, size byte, byte word, byte byte",0,Introduction to Operating Systems,0.0
245,"batch, batch system, job, batch job, interactive, job sequencing, sequencing, system batch, batch interactive, automatic job",28,System Calls and API,0.4164706882712118
246,"study window, case study window, study window chap, window chap, window chap case, case study, study, chap case study, chap case, chap",24,Case Study: The Linux Operating System,0.11397374161229148
247,"hibernation, standby, hibernated, battery, hiberboot, standby mode, sleep, shutdown, hibernating, power",0,Introduction to Operating Systems,0.0
248,"debugging, debug, debugger, debugged, debuggee, debug program, debugging program, understand debug, layer debugged, testing debugging",3,Processes and Threads,0.3474318624898746
249,"condition, note, condition variable, variable, condition completely, condition separately, necessary condition, separately, note situation, note situation reproducible",0,Introduction to Operating Systems,0.0
250,"banker, banker algorithm, abcd, abc, algorithm, following snapshot, implement banker, following snapshot allocation, allocation abcd, allocation abcd max",0,Introduction to Operating Systems,0.3135069244399154
251,"trap, trap instruction, instruction, trap operating, instruction trap, cm, cm cm, trap instruction trap, executing trap, illegal",26,Case Study: Android Operating System,0.16935186540367633
252,"figure example, shown figure example, figure shown figure, figure shown, shown figure, example figure, figure, shown, figure example figure, shown figure shown",0,Introduction to Operating Systems,0.0
253,"rename, deleted, file deleted, deleted file, file new, rename file, old file deleted, file removed, file deleted file, old file",9,File Systems and Storage Management,0.7575312657593908
254,"heap, malloc, memory heap, malloc free, megabyte, allocate, grow, allocate memory, heapcreate, use heap",16,Distributed Shared Memory,0.3204284810947503
255,"sector, spare, bad sector, bad, spare sector, sector sector, slipping, sector slipping, defective, sector sparing",0,Introduction to Operating Systems,0.0
256,"operating design, design chap, operating design chap, design chap operating, chap operating design, chap operating, design, chap, trend operating, trend operating design",26,Case Study: Android Operating System,0.16935186540367633
257,"msec, time msec, msec cpu time, msec cpu, cpu time, msec msec, case msec, user typing charsec, msec time, time msec msec",23,Real-Time and Embedded Systems,0.4348307113967815
258,"user process, process execute, user, user program, user process execute, execute user, collection process, user code, operatingsystem process, operatingsystem process execute",0,Introduction to Operating Systems,0.27208612195694054
259,"manytomany, onetoone, manytomany model, model, onetoone model, manytoone, manytoone model, model section, userlevel thread, thread manytomany",17,Network Structures and Protocols,0.2331010120994602
260,"foreground, background, foreground process, importance, run background, process foreground, importance process, multitasking, longrunning, foreground application",0,Introduction to Operating Systems,0.25224467829840347
261,"policy, choice policy, change policy require, determine policy, policy require, change policy, policy decision, mechanism, worst case change, case change",24,Case Study: The Linux Operating System,0.08092394349902439
262,"inputoutput, inputoutput chap, chap, chap inputoutput, inputoutput linux, inputoutput chap keyboard, serial task, chap keyboard, good serial task, good serial",24,Case Study: The Linux Operating System,0.2841283399179739
263,"operating structure, structure operating, operating structure operating, operating concept, operating operating, operating, structure tell, structure tell operating, structure operating structure, operating structure tell",2,Computer System Structures,0.09898080600659068
264,"numa, numa system, memory access, nonuniform, nonuniform memory, nonuniform memory access, numa machine, numa node, uma, access numa",16,Distributed Shared Memory,0.3978471484065191
265,"bibliography, hennessy, hennessy bibliography, callaghan, hennessy patterson hennessy, patterson hennessy bibliography, patterson, patterson hennessy, hennessy patterson, ghemawat bibliography",0,Introduction to Operating Systems,0.0
266,"intrusion, intrusion detection, detection, alarm, modelbased, anomaly detection, anomaly, alarm indicates, modelbased intrusion detection, intrusion prevention",20,System Security Measures,0.5240514125149016
267,"history, history unix, history operating system, history operating, linux history, history feature, linux, operating system history, explore history, recent command",24,Case Study: The Linux Operating System,0.6076811963888953
268,"swapping, swap, swapping process, swapped, standard swapping, swap space, process disk, backing store, process swapped, backing",0,Introduction to Operating Systems,0.2868022345849328
269,"gui, graphical, graphical user interface, graphical user, user interface, interface, user interface gui, interface gui, kde, gnome",28,System Calls and API,0.22019095794517082
270,"suspended, process suspended, suspended process, suspend, calling process suspended, suspension, process suspended process, suspend process, suspended new, suspended process allowed",0,Introduction to Operating Systems,0.3135069244399154
271,"printf, string, format string, format, prime, character string, following format string, ratio prime, following format, golden ratio",0,Introduction to Operating Systems,0.0
272,"address space, space, new thread, address space thread, space thread, address, thread address, thread address space, thread, share address space",0,Introduction to Operating Systems,0.0
273,"read write, read, write, reading writing, read written, read write call, write call, reading writing sequentially, sequentially normally, normally point byte",0,Introduction to Operating Systems,0.0
274,"signing, code signing, signed, signature, code, code integrity, digital signature, sign, author, digital",0,Introduction to Operating Systems,0.0
275,"stack, stack grows, grows, value stack, stack segment, downward, stack grows stack, data value stack, stacktop, grows stack",10,File System Implementation,0.24749484657848977
276,"initialize, program initialized, initialization, array, initialized, element, initialize work available, initialize work, initialize list, work available",3,Processes and Threads,0.10029493966679111
277,"setuid, setuid bit, setuid root, root, setuid program, root setuid, root setuid bit, user identifier, bit, setuid root program",3,Processes and Threads,0.35973860417179626
278,"iobound, iobound process, cpubound, computebound, computebound process, iobound task, cpubound task, short cpu, short cpu burst, process iobound process",5,CPU Scheduling,0.2542790176991965
279,"timer, timer interrupt, interrupt, clock, clock interrupt, frequency, periodic, system clock, millisecond, periodic clock",11,I/O Systems and Device Management,0.36436123902292183
280,"hole, fit, best fit, best, available hole, free hole, hole list, smallest, leftover hole, allocate hole",3,Processes and Threads,0.05606657572354623
281,"spyware, ad, toolbar, define spyware, spyware want, additionally spyware, change setting, ad spyware, visiting, malicious",0,Introduction to Operating Systems,0.0
282,"file system chap, system chap, chap file, chap file system, system chap file, file system, chap, system, file, system attribute chap",10,File System Implementation,0.6813031335883408
283,"chap, introduction chap, introduction, chap introduction, saw chap, chap chap, int int xij, chap introduction chap, int xij, chap saw chap",0,Introduction to Operating Systems,0.0
284,"ipc, ipc mechanism, ipc system, mach, complete ipc, complete ipc operation, different ipc, ipc operation, norma ipc, classical ipc problem",28,System Calls and API,0.4164706882712118
285,"scheduling, multiprocessor, multiprocessor scheduling, scheduling multiprocessor, multicore, uniprocessor, multicore scheduling, multiprocessor multicore, cpu scheduling, cpu single processing",5,CPU Scheduling,0.8474299734942966
286,"protection, protection mechanism, protection problem, lampson, interesting proving, interesting proving ground, proving ground protection, protection theory, ground protection theory, ground protection",19,Security and Protection in Operating Systems,0.31877704796903533
287,"proc, proc file, file proc, statistic, procfs, file proc file, score, process pid, proc directory, kernel memory primarily",9,File Systems and Storage Management,0.6811367221933677
288,"privilege, administrator, user assign, logged administrator, special privilege, execution program, perform task, nice value, perform, logged",3,Processes and Threads,0.4164181369540595
289,"security, auditing, audit, operating system security, secure, system security, logging, tcb, secure operating, accounting logging",21,Security in Distributed Systems,0.5306933517385077
290,"writes, synchronous, synchronous writes, asynchronously, writes file, see fast, delayed, delayedwrite, process writing disk, writes appropriate",9,File Systems and Storage Management,0.3719816767142903
291,"apc, usermode, context, usermode apc, dpcs, irql, process context, passive, dispatch, executes context",0,Introduction to Operating Systems,0.3135069244399154
292,"programming project, program program, student program, program exercise, programming project programming, project programming, project, program, grade, group containing",3,Processes and Threads,0.38844063103835946
293,"fcfs, fcfs scheduling, fcfs scheduling algorithm, scheduling, firstcome, fcfs schedule, simulation performance statistic, simulation performance, schedule txt, firstserved",5,CPU Scheduling,0.7037450699035607
294,"covert, covert channel, channel, steganography, image, steganographic, leak, watermark, hiding, cpu usage covert",2,Computer System Structures,0.32291510491316927
295,"port, task, right, port task, receive right, port right, port port, right port, receive, task self",23,Real-Time and Embedded Systems,0.2919429573966913
296,"copyonwrite, copyonwrite page, marked copyonwrite, copy, private copy, page shared, modified, page, page modified, private",8,Memory Management: Virtual Memory,0.24565079737554962
297,"critical section, enter critical section, critical, enter critical, section, enter, section process, critical section process, flagj, section critical section",4,Process Synchronization,0.15967887525888172
298,"isrs, dpc, dpcs, isr, interrupt, processing, dpcs isrs, isrs dpcs, spent, processing isr",11,I/O Systems and Device Management,0.36204606515595944
299,"work work, work, think work, work think, think, appreciate, success ct conflict, wonder work, way work follows, think work work",13,Distributed Systems and Networking,0.10299937442879652
300,"denialofservice, denialofservice attack, attack, ddos, denialofservice do attack, service denialofservice, denialofservice do, ddos attack, denial service, denial",18,Distributed Multimedia Systems,0.07970241941195917
301,"pdp, pdp pdp, interdata, minicomputer, pdp pdp pdp, pdp interdata, pdp minicomputer, unix, unix moved, pdp model",17,Network Structures and Protocols,0.2331010120994602
302,"minix, minix development, www minix org, www minix, minix org, minix file, minix unix, supported minix, crossdeveloped, crossdeveloped minix",9,File Systems and Storage Management,0.7575312657593908
303,"special file, file device, device, special, special file file, file device appear, file special file, device file, file stored, device appear",9,File Systems and Storage Management,0.625257509814095
304,"goal, ship, operating designed, design begin, goal mind, mind, real system, system, design, practice technically",28,System Calls and API,0.2379739706392759
305,"certificate, public key, public, trusted party, party, authority, key, trusted, signed, certificate signed",21,Security in Distributed Systems,0.28785005293973615
306,"reply, message, receiver, message time, sender, iamup message, iamup, acknowledgement, received, lost sender",14,Distributed Coordination and Communication,0.32455356225614695
307,"pageout, free memory, reclaiming, threshold, pageout daemon, reclaiming page, allow page, allow page locked, paged, page locked memory",8,Memory Management: Virtual Memory,0.37528737582271443
308,"login, password, login login, trying login, invalid login, successful login, login password, asked password, login carol, user sits type",1,Operating System Structures and Components,0.30601423989217824
309,"extension, file type, type file, type, file extension, mpeg, tex, format, encoded, recognize file",9,File Systems and Storage Management,0.7575312657593908
310,"waiting, busy waiting, busy, time waiting, time waiting complete, busy waiting case, suffers busy waiting, suffers busy, spend time waiting, assumes process",23,Real-Time and Embedded Systems,0.47707334745128893
311,"handle, handle process, handle value, close handle, process handle, duplicated, duplicating, duplicated handle, close, closed",0,Introduction to Operating Systems,0.3135069244399154
312,"worm, morris, internet worm, morris worm, worm morris, worm finger, internet, worm program, tried, markoff",3,Processes and Threads,0.38844063103835946
313,"linux, overview linux, release linux, overview, linux linux, indepth examination linux, linux linux system, linux section, overview linux linux, indepth examination",24,Case Study: The Linux Operating System,0.6288811659080691
314,"mouse, button, click, mouse moved, mouse button, mickey, moved, double click, event key struck, button click",23,Real-Time and Embedded Systems,0.22633621650909638
315,"case, case case, common case, clear case, case clear, possible case, case point, clear, good idea, worst",24,Case Study: The Linux Operating System,0.08092394349902439
316,"jmp, mov, jump, add, cmp, add mov, jmp instruction, mov add, sub, mov mov",0,Introduction to Operating Systems,0.0
317,"directory, deleted, rmdir, mkdir, remove directory, directory deleted, deleted directory, remove, directory created, removed",9,File Systems and Storage Management,0.08937544256418013
318,"realtime, realtime scheduling, scheduling, realtime system, hard realtime, soft, scheduling class, scheduling realtime, posix, realtime task",5,CPU Scheduling,0.7462374003943699
319,"language, multilingual, language program, higherlevel language, higherlevel, programming language, multilingual support, locale, compiler debugging, significance",3,Processes and Threads,0.38844063103835946
320,"lowpriority process, lowpriority, highpriority process, highpriority, lowerpriority, higherpriority, higherpriority process, lowerpriority queue, process preempted, lowerpriority process",0,Introduction to Operating Systems,0.3135069244399154
321,"call, call call, type call, call exist, set call, call exist somewhat, exist somewhat, miscellaneous call, call rarely, example call",0,Introduction to Operating Systems,0.0
322,"ratemonotonic, ratemonotonic scheduling, deadline, meet deadline, scheduling, deadline met, meet, percent ratemonotonic, set process scheduled, percent ratemonotonic scheduling",5,CPU Scheduling,0.8169939838386349
323,"revocation, selective, selective revocation, revoked, capability, access right object, right object, access right, allow selective revocation, allow selective",19,Security and Protection in Operating Systems,0.21649783799600167
324,"address space, address space page, space page, virtual address space, space, frame consider, physical memory frame, frame consider logical, consider logical address, consider logical",8,Memory Management: Virtual Memory,0.4837061594593904
325,"lru, lru algorithm, lru replacement, nfu, replacement, approximation lru, crude, crude approximation, figure lru, lru software",8,Memory Management: Virtual Memory,0.22987134319990457
326,"science, research, social science, social, humanity, main page, struggle, tribe, science science, researcher",8,Memory Management: Virtual Memory,0.2516794813284454
327,"netmsgserver, netmsgservers, port, netmsgserver node, netmsgserver netmsgserver, message, ipc, destination, norma, proxy",14,Distributed Coordination and Communication,0.35544782131925795
328,"global, global variable, variable, threadlocal, threadlocal storage, thread private, tl, storage, variable visible, global variable thread",12,Mass Storage Structures,0.5409128932834555
329,"unsafe, banker, banker algorithm, safe, unsafe state, state, deadlock, state deadlocked, deadlocked, state safe",27,System Boot and Initialization,0.08439259303867735
330,"realtime, realtime system, system realtime, system realtime system, soft realtime, realtime process, realtime operating, real time, realtime system realtime, soft realtime system",28,System Calls and API,0.37040519423471324
331,"graph, deadlock, cycle, graph cycle, waitfor graph, waitfor, cycle graph, graph deadlock, cycle deadlock, graph contains cycle",4,Process Synchronization,0.33363436231317944
332,"frame number, page frame, frame, page page page, page frame number, page page, page, frame number page, number page, frame indicates",8,Memory Management: Virtual Memory,0.2516794813284454
333,"solaris, mauro, solaris internals, prentice hall, prentice, hall, mauro solaris internals, solaris internals second, internals second, mauro solaris",24,Case Study: The Linux Operating System,0.3630458756518609
334,"zygote, dalvik, process zygote, preloaded, dalvik process, activity manager, dalvik dalvik, new process, app, creating new",0,Introduction to Operating Systems,0.3135069244399154
335,"processor thread, processor, cpu thread, ideal, ideal processor, receives proportion processor, receives proportion, running thread, thread, ideal processor thread",2,Computer System Structures,0.32291510491316927
336,"irp, device stack, irp driver, device object, stack, irps, manager, request packet, driver, irp device",11,I/O Systems and Device Management,0.6456086634917768
337,"pagefault, pagefault rate, rate, number frame, frame, working set, pagefault rate increase, rate increase, sweep, set pagefault rate",0,Introduction to Operating Systems,0.0
338,"nsec, take nsec, word nsec, take, word, memory word nsec, memory word, nsec page, access word, take additional nsec",8,Memory Management: Virtual Memory,0.47407232744070493
339,"complexity, architecture, approach fifth, quantitative approach fifth, patterson architecture quantitative, patterson architecture, quantitative approach, architecture quantitative approach, approach fifth edition, architecture quantitative",2,Computer System Structures,0.2734594023147935
340,"multics, compiler software, multics multics, networked, bell, unix compiler software, unix compiler, mit, bell lab, software time shared",28,System Calls and API,0.3111171894692765
341,"pbg, directory, directory entry, pbg pbg, directory entry file, entry file, directory listing, entry file directory, listing, list file directory",9,File Systems and Storage Management,0.40357752111626344
342,"word, word processor, step cpu, read word, cpu writes, cpu read, cpu, writes word, cpu writes word, step cpu writes",2,Computer System Structures,0.32291510491316927
343,"mtbf, mean time, hour, drive, failure, mean time failure, time failure, drive hour, probability, hour mtbf",23,Real-Time and Embedded Systems,0.5205992294365145
344,"compiler, compile, conditional compilation, compilation, conditional, compiled, compile time, inserted compiled, code inserted compiled, compile time process",23,Real-Time and Embedded Systems,0.4793952753892571
345,"port, port number, service port, standard service, number greater, port set, port port, standard service port, port arbitrary, greater",18,Distributed Multimedia Systems,0.07970241941195917
346,"practice exercise, exercise, exercise practice exercise, exercise practice, practice exercise practice, practice, exercise exercise, practice exercise exercise, exercise exercise exercise, exercise exercise practice",0,Introduction to Operating Systems,0.0
347,"crash, recovery, crash recovery, problem consistency checking, problem consistency, consistency checking, crash eliminating, recovery needed crash, eliminating problem consistency, needed crash",16,Distributed Shared Memory,0.24709676644717807
348,"reference bit, bit, bit page, reference bit page, set page, bit page set, set page referenced, reference, bit set page, referenced",8,Memory Management: Virtual Memory,0.2516794813284454
349,"sender, blocked, sender running, message, send, blocked sender, sender blocked sender, blocked sender running, receiver, sender block",14,Distributed Coordination and Communication,0.35544782131925795
350,"distribution, linux distribution, linux, linux community, community, news, slackware, suse, linux distribution available, debian",24,Case Study: The Linux Operating System,0.6163609085766083
351,"thread newer, thread offer, separate thread, run separate thread, thread, run separate, student, example program, single thread, newer",3,Processes and Threads,0.16136116995966182
352,"balancing, load balancing, load, processor, smp, processor load, processor load balancing, processor affinity, senderinitiated, affinity",0,Introduction to Operating Systems,0.0
353,"tree, binary search tree, search tree, binary search, balanced, redblack tree, redblack, balanced binary search, search, balanced binary",0,Introduction to Operating Systems,0.0
354,"multithreaded, multithreading, singlethreaded, multithreaded programming, multithreaded process, multithreaded application, multithreaded program, example multithreading, application multithreading, programming example multithreading",26,Case Study: Android Operating System,0.2472723364310888
355,"location, transparency, location independence, independence, location transparency, transparent, transparent user, mobility, location independent, user mobility",1,Operating System Structures and Components,0.30601423989217824
356,"forkjoin, sumtask, sum, java forkjoin, int, array, summation, java, class sumtask, forkjointask",0,Introduction to Operating Systems,0.0
357,"march, october, february, november, july, june, october june, march july november, release nov likewise, release nov",0,Introduction to Operating Systems,0.0
358,"ecc, ecc field, incorrect, error, incorrect ecc, ecc error, crash disk, value ecc, sector, crash",12,Mass Storage Structures,0.08299181974066741
359,"sort, sor, head, input, file sort, output, standard output, file descriptor, temp, pipe",9,File Systems and Storage Management,0.4045952627605039
360,"directory user, ufd, user file, directory user file, file directory user, directory, file user, user, current directory, path",9,File Systems and Storage Management,0.34304132799955683
361,"controller, device controller, controller device, device, electronic component, basic hardware element, component electronic component, component electronic, hardware element, bus device controller",11,I/O Systems and Device Management,0.563109487676044
362,"sandboxing, sandbox, apple, method sandboxing, profile, run sandbox, restricted, macos, enforced, mandatory",22,Virtualization and Hypervisors,0.09588784165169541
363,"macro, document, macro virus, visual basic, file macro, visual, virus, office, word, format rtf",9,File Systems and Storage Management,0.7575312657593908
364,"chapter exercise, exercise, exercise chapter, exercise chapter exercise, chapter exercise chapter, exercise exercise chapter, chapter exercise exercise, exercise exercise, chapter, exercise relationship",0,Introduction to Operating Systems,0.0
365,"protection, languagebased, languagebased protection, enforcement, cap, protection policy, programming language, language, software capability, policy",19,Security and Protection in Operating Systems,0.30556719800648
366,"blocked, running blocked, blocking, thread continue, thread, thread state, thandles, thread state ready, ready running blocked, state ready running",27,System Boot and Initialization,0.08646372928912364
367,"hypervisor, sensitive instruction, sensitive, trap hypervisor, instruction, trap, instruction guest, hypercalls, basic block, instruction guest kernel",23,Real-Time and Embedded Systems,0.27037118056092496
368,"char, include, shared memory object, int, shared memory, memory object, buf, ssize, argc, include stdio",16,Distributed Shared Memory,0.611672913423556
369,"file file, file file file, file write, existing file, written written locally, formatted rigidly common, include appending, truefor file particular, google file ghemawat, written written",9,File Systems and Storage Management,0.7587011669789631
370,"criticalsection problem, criticalsection, solution criticalsection problem, solution criticalsection, petersons solution, petersons, solution, problem, solve criticalsection problem, solve criticalsection",0,Introduction to Operating Systems,0.0
371,"tracing, statistic, monitoring, tracing counter, counter, report, tool, profiling, spending time, perprocess",29,Operating System Performance Monitoring and Tuning,0.43466755290150116
372,"biometrics, recognition, fingerprint, iris, biometric, iris recognition, enrollment, voice, authentication, use biometric",19,Security and Protection in Operating Systems,0.30054588307404567
373,"current time, time day, day, current, date, time, date time, return current time, time zone, current time day",23,Real-Time and Embedded Systems,0.5205992294365145
374,"web server, multithreaded web, multithreaded web server, multithreaded, web, server, singlethreaded, multithreaded server, server singlethreaded, described multithreaded web",0,Introduction to Operating Systems,0.0
375,"checksum, consistency, computes checksum, checksummed, file checksum, checksum file, checksum incorrect, write virus, computes, metadata",9,File Systems and Storage Management,0.6182918413544803
376,"live migration, migration, live, migrating, migrating virtual machine, migrating virtual, virtual machine, problem arise migrating, live migration work, live migration running",22,Virtualization and Hypervisors,0.4379839462495004
377,"fig shown fig, fig shown, shown fig shown, shown fig, shown, fig, message marked fig, module shown fig, option shown fig, fig work shown",14,Distributed Coordination and Communication,0.2513395648128316
378,"object manager, executive, object, object type, executive component, manager, create new type, provided object manager, provided object, component executive",0,Introduction to Operating Systems,0.0
379,"page table, entry page, inverted page table, inverted page, inverted, table, page table entry, page directory, directory entry page, entry page table",8,Memory Management: Virtual Memory,0.24416496125125842
380,"compare swap, compare, compare swap instruction, swap instruction, swap, node, old node, node old, node old node, node new",0,Introduction to Operating Systems,0.0
381,"fig example, example fig, example fig example, fig example fig, fig, fig let, matrix fig, example, matrix, generate tlb",0,Introduction to Operating Systems,0.0
382,"exception, exception handler, handler, debugger, exception port, handle exception, error handler, exception dispatcher, wer, error",0,Introduction to Operating Systems,0.0
383,"event, occurrence, eventdriven, driven, paradigm, let occur, algorithmic event, algorithmic event driven, event occurrence, event driven",23,Real-Time and Embedded Systems,0.28627362242725307
384,"security descriptor, dacl, descriptor, security, sacl, dacl sacl, object security, object security descriptor, ace, ace dacl sacl",20,System Security Measures,0.552890618992904
385,"consult, end chapter, bibliographical, bibliographical note, bibliographical note end, note end, note end chapter, bibliography end chapter, bibliography end, consult bibliography end",0,Introduction to Operating Systems,0.0
386,"signal, signal thread, deliver signal, delivered thread, delivered, deliver signal thread, signal need, signal thread process, delivered thread blocking, singlethreaded program",3,Processes and Threads,0.3099983338767505
387,"turn, best, random, end, pick come, exit said, job pick random, halt turn algorithm, figure choice halt, halt turn",0,Introduction to Operating Systems,0.0
388,"packet, ipq, request packet, packet packet, skbuff, chain, fragment, matched, reassembly, packet passed",0,Introduction to Operating Systems,0.0
389,"trap, mode, mode bit, user mode, mach msg, mode kernel, trap kernel, msg, kernel mode, switch user mode",1,Operating System Structures and Components,0.424365397289764
390,"cpu busy, busy, cpu, process want cpu, waiting, want cpu, cpu waiting, cpu given, requesting cpu, case process",5,CPU Scheduling,0.3345251649839878
391,"attribute, file attribute, attribute file, file attribute file, creator, creator file attribute, property file displayed, consist file creator, consist file, operating typically consist",9,File Systems and Storage Management,0.7545871914528836
392,"clustered, general structure, darwin, structure clustered, general structure clustered, structure, organized follows, clustering, asymmetrically, package wrestle",2,Computer System Structures,0.12072343482394615
393,"illustrated figure, illustrated, situation illustrated figure, figure illustrated, illustrated figure situation, figure situation, situation illustrated, figure, depicted figure, figure strategy",0,Introduction to Operating Systems,0.0
394,"size size, size, extent, size predetermined, easy scale, size size predetermined, size working, size working set, extent size, predetermined",0,Introduction to Operating Systems,0.0
395,"identifier, process identifier, process identity, identity, process identified process, identity environment, process identity environment, context process identity, identified process, identified process identifier",0,Introduction to Operating Systems,0.3135069244399154
396,"sjf, sjf scheduling, sjf algorithm, scheduling, millisecond process, algorithm sjf, sjf scheduling algorithm, nonpreemptive sjf, millisecond process millisecond, process millisecond process",5,CPU Scheduling,0.6511147901107768
397,"queue, queued, request queued, queue device, pending, request, process issue request, request placed, device queue, wait queue",11,I/O Systems and Device Management,0.5945105669159915
