bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
235,"dispatcher, dispatcher object, signaled, object signaled, object, dispatcher object signaled, synchronization, object dispatcher",4,Process Synchronization,0.30485779979355865
236,"kernelmode, kernelmode object, object, kernelmode code, handle, opaque, object data structure, usermode",10,File System Implementation,0.1370635388280425
237,"zfs, zfs zfs, zfs file, checksum, zfs zfs zfs, system zfs, file system zfs, zfs us",10,File System Implementation,0.6940153098709143
238,"att, bell, laboratory, bell laboratory, unix, university, berkeley, usg",0,Introduction to Operating Systems,0.0
239,"chapter filesystem, chapter, chapter filesystem interface, filesystem interface, chapter filesystem implementation, filesystem, filesystem implementation, chapter file",10,File System Implementation,0.43605076546317545
240,"namespace, object manager, object, parse, namespace object, namespaces, object namespace, namespace object manager",0,Introduction to Operating Systems,0.0
241,"owner, attribute, date, file size, file owner, size time, size, date time",9,File Systems and Storage Management,0.47039038188780763
242,"cancellation, thread cancellation, deferred, deferred cancellation, target thread, cancel, pthread cancel, pthreads",0,Introduction to Operating Systems,0.0
243,"argv, command line, envp, array, string, argument, array pointer, argc",0,Introduction to Operating Systems,0.0
244,"byte, identifier byte, significant byte, store significant byte, store significant, byte actually, byte address, size byte",0,Introduction to Operating Systems,0.0
245,"batch, batch system, job, batch job, interactive, job sequencing, sequencing, system batch",28,System Calls and API,0.4164706882712118
246,"study window, case study window, study window chap, window chap, window chap case, case study, study, chap case study",24,Case Study: The Linux Operating System,0.11222131834557046
247,"hibernation, standby, hibernated, battery, hiberboot, standby mode, sleep, shutdown",0,Introduction to Operating Systems,0.0
248,"debugging, debug, debugger, debugged, debuggee, debug program, debugging program, understand debug",3,Processes and Threads,0.3474318624898746
249,"condition, note, condition variable, variable, condition completely, condition separately, necessary condition, separately",0,Introduction to Operating Systems,0.0
250,"banker, banker algorithm, abcd, abc, algorithm, following snapshot, implement banker, following snapshot allocation",0,Introduction to Operating Systems,0.3135069244399154
251,"trap, trap instruction, instruction, trap operating, instruction trap, cm, cm cm, trap instruction trap",26,Case Study: Android Operating System,0.16935186540367633
252,"figure example, shown figure example, figure shown figure, figure shown, shown figure, example figure, figure, shown",0,Introduction to Operating Systems,0.0
253,"rename, deleted, file deleted, deleted file, file new, rename file, old file deleted, file removed",9,File Systems and Storage Management,0.7575312657593908
254,"heap, malloc, memory heap, malloc free, megabyte, allocate, grow, allocate memory",16,Distributed Shared Memory,0.3461206722948498
255,"sector, spare, bad sector, bad, spare sector, sector sector, slipping, sector slipping",0,Introduction to Operating Systems,0.0
256,"operating design, design chap, operating design chap, design chap operating, chap operating design, chap operating, design, chap",26,Case Study: Android Operating System,0.16935186540367633
257,"msec, time msec, msec cpu time, msec cpu, cpu time, msec msec, case msec, user typing charsec",23,Real-Time and Embedded Systems,0.35067869062254214
258,"user process, process execute, user, user program, user process execute, execute user, collection process, user code",1,Operating System Structures and Components,0.25647700467168727
259,"manytomany, onetoone, manytomany model, model, onetoone model, manytoone, manytoone model, model section",17,Network Structures and Protocols,0.2331010120994602
260,"foreground, background, foreground process, importance, run background, process foreground, importance process, multitasking",0,Introduction to Operating Systems,0.2659334710888511
261,"policy, choice policy, change policy require, determine policy, policy require, change policy, policy decision, mechanism",0,Introduction to Operating Systems,0.0
262,"inputoutput, inputoutput chap, chap, chap inputoutput, inputoutput linux, inputoutput chap keyboard, serial task, chap keyboard",24,Case Study: The Linux Operating System,0.4492463509716682
263,"operating structure, structure operating, operating structure operating, operating concept, operating operating, operating, structure tell, structure tell operating",26,Case Study: Android Operating System,0.11201239735721623
264,"numa, numa system, memory access, nonuniform, nonuniform memory, nonuniform memory access, numa machine, numa node",16,Distributed Shared Memory,0.4576610213566713
265,"bibliography, hennessy, hennessy bibliography, callaghan, hennessy patterson hennessy, patterson hennessy bibliography, patterson, patterson hennessy",0,Introduction to Operating Systems,0.0
266,"intrusion, intrusion detection, detection, alarm, modelbased, anomaly detection, anomaly, alarm indicates",20,System Security Measures,0.4806848385171685
267,"history, history unix, history operating system, history operating, linux history, history feature, linux, operating system history",24,Case Study: The Linux Operating System,0.6404948031973524
268,"swapping, swap, swapping process, swapped, standard swapping, swap space, process disk, backing store",0,Introduction to Operating Systems,0.26139099645930713
269,"gui, graphical, graphical user interface, graphical user, user interface, interface, user interface gui, interface gui",28,System Calls and API,0.22019095794517082
270,"suspended, process suspended, suspended process, suspend, calling process suspended, suspension, process suspended process, suspend process",0,Introduction to Operating Systems,0.3135069244399154
271,"printf, string, format string, format, prime, character string, following format string, ratio prime",0,Introduction to Operating Systems,0.0
272,"address space, space, new thread, address space thread, space thread, address, thread address, thread address space",0,Introduction to Operating Systems,0.0
273,"read write, read, write, reading writing, read written, read write call, write call, reading writing sequentially",0,Introduction to Operating Systems,0.0
274,"signing, code signing, signed, signature, code, code integrity, digital signature, sign",0,Introduction to Operating Systems,0.0
275,"stack, stack grows, grows, value stack, stack segment, downward, stack grows stack, data value stack",10,File System Implementation,0.24749484657848977
276,"initialize, program initialized, initialization, array, initialized, element, initialize work available, initialize work",3,Processes and Threads,0.14681675840578523
277,"setuid, setuid bit, setuid root, root, setuid program, root setuid, root setuid bit, user identifier",3,Processes and Threads,0.3011484967872171
278,"iobound, iobound process, cpubound, computebound, computebound process, iobound task, cpubound task, short cpu",23,Real-Time and Embedded Systems,0.21950880876586987
279,"timer, timer interrupt, interrupt, clock, clock interrupt, frequency, periodic, system clock",11,I/O Systems and Device Management,0.36436123902292183
280,"hole, fit, best fit, best, available hole, free hole, hole list, smallest",3,Processes and Threads,0.06866725107390143
281,"spyware, ad, toolbar, define spyware, spyware want, additionally spyware, change setting, ad spyware",0,Introduction to Operating Systems,0.0
282,"file system chap, system chap, chap file, chap file system, system chap file, file system, chap, system",10,File System Implementation,0.678511969495314
283,"chap, introduction chap, introduction, chap introduction, saw chap, chap chap, int int xij, chap introduction chap",0,Introduction to Operating Systems,0.0
284,"ipc, ipc mechanism, ipc system, mach, complete ipc, complete ipc operation, different ipc, ipc operation",28,System Calls and API,0.4164706882712118
285,"scheduling, multiprocessor, multiprocessor scheduling, scheduling multiprocessor, multicore, uniprocessor, multicore scheduling, multiprocessor multicore",5,CPU Scheduling,0.8045379548073075
286,"protection, protection mechanism, protection problem, lampson, interesting proving, interesting proving ground, proving ground protection, protection theory",19,Security and Protection in Operating Systems,0.31877704796903533
287,"proc, proc file, file proc, statistic, procfs, file proc file, score, process pid",9,File Systems and Storage Management,0.7318466480322163
288,"privilege, administrator, user assign, logged administrator, special privilege, execution program, perform task, nice value",3,Processes and Threads,0.4164181369540595
289,"security, auditing, audit, operating system security, secure, system security, logging, tcb",21,Security in Distributed Systems,0.5221143387758278
290,"writes, synchronous, synchronous writes, asynchronously, writes file, see fast, delayed, delayedwrite",9,File Systems and Storage Management,0.7575312657593908
291,"apc, usermode, context, usermode apc, dpcs, irql, process context, passive",0,Introduction to Operating Systems,0.3135069244399154
292,"programming project, program program, student program, program exercise, programming project programming, project programming, project, program",3,Processes and Threads,0.38844063103835946
293,"fcfs, fcfs scheduling, fcfs scheduling algorithm, scheduling, firstcome, fcfs schedule, simulation performance statistic, simulation performance",5,CPU Scheduling,0.7037450699035607
294,"covert, covert channel, channel, steganography, image, steganographic, leak, watermark",0,Introduction to Operating Systems,0.0
295,"port, task, right, port task, receive right, port right, port port, right port",23,Real-Time and Embedded Systems,0.2919429573966913
296,"copyonwrite, copyonwrite page, marked copyonwrite, copy, private copy, page shared, modified, page",8,Memory Management: Virtual Memory,0.24125009750616522
297,"critical section, enter critical section, critical, enter critical, section, enter, section process, critical section process",4,Process Synchronization,0.17124111437467082
298,"isrs, dpc, dpcs, isr, interrupt, processing, dpcs isrs, isrs dpcs",11,I/O Systems and Device Management,0.36204606515595944
299,"work work, work, think work, work think, think, appreciate, success ct conflict, wonder work",13,Distributed Systems and Networking,0.10222318119376456
300,"denialofservice, denialofservice attack, attack, ddos, denialofservice do attack, service denialofservice, denialofservice do, ddos attack",18,Distributed Multimedia Systems,0.07970241941195917
301,"pdp, pdp pdp, interdata, minicomputer, pdp pdp pdp, pdp interdata, pdp minicomputer, unix",0,Introduction to Operating Systems,0.0
302,"minix, minix development, www minix org, www minix, minix org, minix file, minix unix, supported minix",9,File Systems and Storage Management,0.7575312657593908
303,"special file, file device, device, special, special file file, file device appear, file special file, device file",9,File Systems and Storage Management,0.64060334048261
304,"goal, ship, operating designed, design begin, goal mind, mind, real system, system",28,System Calls and API,0.2379739706392759
305,"certificate, public key, public, trusted party, party, authority, key, trusted",21,Security in Distributed Systems,0.28785005293973615
306,"reply, message, receiver, message time, sender, iamup message, iamup, acknowledgement",14,Distributed Coordination and Communication,0.3407183656728757
307,"pageout, free memory, reclaiming, threshold, pageout daemon, reclaiming page, allow page, allow page locked",8,Memory Management: Virtual Memory,0.30802714310280255
308,"login, password, login login, trying login, invalid login, successful login, login password, asked password",0,Introduction to Operating Systems,0.0
309,"extension, file type, type file, type, file extension, mpeg, tex, format",9,File Systems and Storage Management,0.7575312657593908
310,"waiting, busy waiting, busy, time waiting, time waiting complete, busy waiting case, suffers busy waiting, suffers busy",23,Real-Time and Embedded Systems,0.4656381064216224
311,"handle, handle process, handle value, close handle, process handle, duplicated, duplicating, duplicated handle",0,Introduction to Operating Systems,0.3135069244399154
312,"worm, morris, internet worm, morris worm, worm morris, worm finger, internet, worm program",3,Processes and Threads,0.38844063103835946
313,"linux, overview linux, release linux, overview, linux linux, indepth examination linux, linux linux system, linux section",24,Case Study: The Linux Operating System,0.6397335820609982
314,"mouse, button, click, mouse moved, mouse button, mickey, moved, double click",0,Introduction to Operating Systems,0.0
315,"case, case case, common case, clear case, case clear, possible case, case point, clear",24,Case Study: The Linux Operating System,0.08092394349902439
316,"jmp, mov, jump, add, cmp, add mov, jmp instruction, mov add",0,Introduction to Operating Systems,0.0
317,"directory, deleted, rmdir, mkdir, remove directory, directory deleted, deleted directory, remove",9,File Systems and Storage Management,0.08937544256418013
318,"realtime, realtime scheduling, scheduling, realtime system, hard realtime, soft, scheduling class, scheduling realtime",5,CPU Scheduling,0.772521825219686
319,"language, multilingual, language program, higherlevel language, higherlevel, programming language, multilingual support, locale",3,Processes and Threads,0.38844063103835946
320,"lowpriority process, lowpriority, highpriority process, highpriority, lowerpriority, higherpriority, higherpriority process, lowerpriority queue",0,Introduction to Operating Systems,0.3135069244399154
321,"call, call call, type call, call exist, set call, call exist somewhat, exist somewhat, miscellaneous call",0,Introduction to Operating Systems,0.0
322,"ratemonotonic, ratemonotonic scheduling, deadline, meet deadline, scheduling, deadline met, meet, percent ratemonotonic",5,CPU Scheduling,0.8045379548073075
323,"revocation, selective, selective revocation, revoked, capability, access right object, right object, access right",19,Security and Protection in Operating Systems,0.3752640013652038
324,"address space, address space page, space page, virtual address space, space, frame consider, physical memory frame, frame consider logical",8,Memory Management: Virtual Memory,0.4837061594593904
325,"lru, lru algorithm, lru replacement, nfu, replacement, approximation lru, crude, crude approximation",8,Memory Management: Virtual Memory,0.2516794813284454
326,"science, research, social science, social, humanity, main page, struggle, tribe",8,Memory Management: Virtual Memory,0.2516794813284454
327,"netmsgserver, netmsgservers, port, netmsgserver node, netmsgserver netmsgserver, message, ipc, destination",14,Distributed Coordination and Communication,0.35544782131925795
328,"global, global variable, variable, threadlocal, threadlocal storage, thread private, tl, storage",12,Mass Storage Structures,0.5409128932834555
329,"unsafe, banker, banker algorithm, safe, unsafe state, state, deadlock, state deadlocked",4,Process Synchronization,0.09504838208060201
330,"realtime, realtime system, system realtime, system realtime system, soft realtime, realtime process, realtime operating, real time",23,Real-Time and Embedded Systems,0.335324601710104
331,"graph, deadlock, cycle, graph cycle, waitfor graph, waitfor, cycle graph, graph deadlock",4,Process Synchronization,0.33363436231317944
332,"frame number, page frame, frame, page page page, page frame number, page page, page, frame number page",8,Memory Management: Virtual Memory,0.2516794813284454
333,"solaris, mauro, solaris internals, prentice hall, prentice, hall, mauro solaris internals, solaris internals second",24,Case Study: The Linux Operating System,0.3630458756518609
334,"zygote, dalvik, process zygote, preloaded, dalvik process, activity manager, dalvik dalvik, new process",0,Introduction to Operating Systems,0.3135069244399154
335,"processor thread, processor, cpu thread, ideal, ideal processor, receives proportion processor, receives proportion, running thread",2,Computer System Structures,0.32291510491316927
336,"irp, device stack, irp driver, device object, stack, irps, manager, request packet",11,I/O Systems and Device Management,0.6456086634917768
337,"pagefault, pagefault rate, rate, number frame, frame, working set, pagefault rate increase, rate increase",0,Introduction to Operating Systems,0.0
338,"nsec, take nsec, word nsec, take, word, memory word nsec, memory word, nsec page",8,Memory Management: Virtual Memory,0.580689554443996
339,"complexity, architecture, approach fifth, quantitative approach fifth, patterson architecture quantitative, patterson architecture, quantitative approach, architecture quantitative approach",2,Computer System Structures,0.2734594023147935
340,"multics, compiler software, multics multics, networked, bell, unix compiler software, unix compiler, mit",28,System Calls and API,0.3439529944331668
341,"pbg, directory, directory entry, pbg pbg, directory entry file, entry file, directory listing, entry file directory",9,File Systems and Storage Management,0.37787796348208574
342,"word, word processor, step cpu, read word, cpu writes, cpu read, cpu, writes word",2,Computer System Structures,0.32291510491316927
343,"mtbf, mean time, hour, drive, failure, mean time failure, time failure, drive hour",23,Real-Time and Embedded Systems,0.5205992294365145
344,"compiler, compile, conditional compilation, compilation, conditional, compiled, compile time, inserted compiled",23,Real-Time and Embedded Systems,0.5205992294365145
345,"port, port number, service port, standard service, number greater, port set, port port, standard service port",18,Distributed Multimedia Systems,0.07970241941195917
346,"practice exercise, exercise, exercise practice exercise, exercise practice, practice exercise practice, practice, exercise exercise, practice exercise exercise",0,Introduction to Operating Systems,0.0
347,"crash, recovery, crash recovery, problem consistency checking, problem consistency, consistency checking, crash eliminating, recovery needed crash",6,Deadlocks and Deadlock Handling,0.29063771002684924
348,"reference bit, bit, bit page, reference bit page, set page, bit page set, set page referenced, reference",8,Memory Management: Virtual Memory,0.2516794813284454
349,"sender, blocked, sender running, message, send, blocked sender, sender blocked sender, blocked sender running",14,Distributed Coordination and Communication,0.35544782131925795
350,"distribution, linux distribution, linux, linux community, community, news, slackware, suse",24,Case Study: The Linux Operating System,0.6353302823907566
351,"thread newer, thread offer, separate thread, run separate thread, thread, run separate, student, example program",3,Processes and Threads,0.1737159312449373
352,"balancing, load balancing, load, processor, smp, processor load, processor load balancing, processor affinity",0,Introduction to Operating Systems,0.0
353,"tree, binary search tree, search tree, binary search, balanced, redblack tree, redblack, balanced binary search",0,Introduction to Operating Systems,0.0
354,"multithreaded, multithreading, singlethreaded, multithreaded programming, multithreaded process, multithreaded application, multithreaded program, example multithreading",3,Processes and Threads,0.25258148663715635
355,"location, transparency, location independence, independence, location transparency, transparent, transparent user, mobility",1,Operating System Structures and Components,0.30601423989217824
356,"forkjoin, sumtask, sum, java forkjoin, int, array, summation, java",0,Introduction to Operating Systems,0.0
357,"march, october, february, november, july, june, october june, march july november",0,Introduction to Operating Systems,0.0
358,"ecc, ecc field, incorrect, error, incorrect ecc, ecc error, crash disk, value ecc",12,Mass Storage Structures,0.08299181974066741
359,"sort, sor, head, input, file sort, output, standard output, file descriptor",9,File Systems and Storage Management,0.4045952627605039
360,"directory user, ufd, user file, directory user file, file directory user, directory, file user, user",9,File Systems and Storage Management,0.3609795558442259
361,"controller, device controller, controller device, device, electronic component, basic hardware element, component electronic component, component electronic",11,I/O Systems and Device Management,0.604729562435528
362,"sandboxing, sandbox, apple, method sandboxing, profile, run sandbox, restricted, macos",22,Virtualization and Hypervisors,0.09588784165169541
363,"macro, document, macro virus, visual basic, file macro, visual, virus, office",9,File Systems and Storage Management,0.7575312657593908
364,"chapter exercise, exercise, exercise chapter, exercise chapter exercise, chapter exercise chapter, exercise exercise chapter, chapter exercise exercise, exercise exercise",0,Introduction to Operating Systems,0.0
365,"protection, languagebased, languagebased protection, enforcement, cap, protection policy, programming language, language",19,Security and Protection in Operating Systems,0.31877704796903533
366,"blocked, running blocked, blocking, thread continue, thread, thread state, thandles, thread state ready",27,System Boot and Initialization,0.08646372928912364
367,"hypervisor, sensitive instruction, sensitive, trap hypervisor, instruction, trap, instruction guest, hypercalls",23,Real-Time and Embedded Systems,0.2919429573966913
368,"char, include, shared memory object, int, shared memory, memory object, buf, ssize",16,Distributed Shared Memory,0.6330909588189206
369,"file file, file file file, file write, existing file, written written locally, formatted rigidly common, include appending, truefor file particular",9,File Systems and Storage Management,0.7585202815350715
370,"criticalsection problem, criticalsection, solution criticalsection problem, solution criticalsection, petersons solution, petersons, solution, problem",0,Introduction to Operating Systems,0.0
371,"tracing, statistic, monitoring, tracing counter, counter, report, tool, profiling",29,Operating System Performance Monitoring and Tuning,0.5138434713658314
372,"biometrics, recognition, fingerprint, iris, biometric, iris recognition, enrollment, voice",0,Introduction to Operating Systems,0.0
373,"current time, time day, day, current, date, time, date time, return current time",23,Real-Time and Embedded Systems,0.5205992294365145
374,"web server, multithreaded web, multithreaded web server, multithreaded, web, server, singlethreaded, multithreaded server",0,Introduction to Operating Systems,0.0
375,"checksum, consistency, computes checksum, checksummed, file checksum, checksum file, checksum incorrect, write virus",9,File Systems and Storage Management,0.6182918413544803
376,"live migration, migration, live, migrating, migrating virtual machine, migrating virtual, virtual machine, problem arise migrating",22,Virtualization and Hypervisors,0.45719483024510715
377,"fig shown fig, fig shown, shown fig shown, shown fig, shown, fig, message marked fig, module shown fig",14,Distributed Coordination and Communication,0.35544782131925795
378,"object manager, executive, object, object type, executive component, manager, create new type, provided object manager",0,Introduction to Operating Systems,0.0
379,"page table, entry page, inverted page table, inverted page, inverted, table, page table entry, page directory",8,Memory Management: Virtual Memory,0.24825511113560403
380,"compare swap, compare, compare swap instruction, swap instruction, swap, node, old node, node old",0,Introduction to Operating Systems,0.0
381,"fig example, example fig, example fig example, fig example fig, fig, fig let, matrix fig, example",0,Introduction to Operating Systems,0.0
382,"exception, exception handler, handler, debugger, exception port, handle exception, error handler, exception dispatcher",0,Introduction to Operating Systems,0.0
383,"event, occurrence, eventdriven, driven, paradigm, let occur, algorithmic event, algorithmic event driven",23,Real-Time and Embedded Systems,0.27696140766571375
384,"security descriptor, dacl, descriptor, security, sacl, dacl sacl, object security, object security descriptor",20,System Security Measures,0.552890618992904
385,"consult, end chapter, bibliographical, bibliographical note, bibliographical note end, note end, note end chapter, bibliography end chapter",0,Introduction to Operating Systems,0.0
386,"signal, signal thread, deliver signal, delivered thread, delivered, deliver signal thread, signal need, signal thread process",0,Introduction to Operating Systems,0.3135069244399154
387,"turn, best, random, end, pick come, exit said, job pick random, halt turn algorithm",0,Introduction to Operating Systems,0.0
388,"packet, ipq, request packet, packet packet, skbuff, chain, fragment, matched",0,Introduction to Operating Systems,0.0
389,"trap, mode, mode bit, user mode, mach msg, mode kernel, trap kernel, msg",1,Operating System Structures and Components,0.41056118548910314
390,"cpu busy, busy, cpu, process want cpu, waiting, want cpu, cpu waiting, cpu given",5,CPU Scheduling,0.3283743375281054
391,"attribute, file attribute, attribute file, file attribute file, creator, creator file attribute, property file displayed, consist file creator",9,File Systems and Storage Management,0.7575312657593908
392,"clustered, general structure, darwin, structure clustered, general structure clustered, structure, organized follows, clustering",2,Computer System Structures,0.12072343482394615
393,"illustrated figure, illustrated, situation illustrated figure, figure illustrated, illustrated figure situation, figure situation, situation illustrated, figure",0,Introduction to Operating Systems,0.0
394,"size size, size, extent, size predetermined, easy scale, size size predetermined, size working, size working set",0,Introduction to Operating Systems,0.0
395,"identifier, process identifier, process identity, identity, process identified process, identity environment, process identity environment, context process identity",0,Introduction to Operating Systems,0.3135069244399154
396,"sjf, sjf scheduling, sjf algorithm, scheduling, millisecond process, algorithm sjf, sjf scheduling algorithm, nonpreemptive sjf",5,CPU Scheduling,0.8169939838386349
397,"queue, queued, request queued, queue device, pending, request, process issue request, request placed",11,I/O Systems and Device Management,0.4926805776440654
398,"atomic, atomic integer, integer, counter counter, atomic variable, counter counter counter, counter, temp",0,Introduction to Operating Systems,0.0
399,"program counter, counter, current activity process, program counter saved, logical program counter, logical program, counter saved, current activity",3,Processes and Threads,0.38169979151791716
400,"woman, entry following, entry following entry, following entry following, entry, following entry, entry unchanged, omit entry unchanged",0,Introduction to Operating Systems,0.0
401,"cable, ethernet, lan, fiber, optical fiber, optical, ethernet network, wifi",17,Network Structures and Protocols,0.6963340764769544
402,"site, failed, failure, failed site, site failed, site failure, link, site failed site",0,Introduction to Operating Systems,0.0
403,"tuple, tuple space, tuple tuple space, tuple tuple, tuple space tuple, tuple field, space tuple, tuples",0,Introduction to Operating Systems,0.0
404,"device number, minor device number, minor device, minor, devsda, major device number, major device, major minor",11,I/O Systems and Device Management,0.6456086634917768
405,"figure structure, structure shown, shown figure, shown figure structure, shown, structure shown figure, structure process shown, figure structure process",2,Computer System Structures,0.11707234894093527
406,"register, set register, register register, register set, multiple set register, multiple set, provide multiple, count register register",13,Distributed Systems and Networking,0.11687846984412553
407,"solaris, version solaris, later version solaris, solaris commercial, solaris implementation, venus, sun, solaris operating",10,File System Implementation,0.33287458242762263
408,"packet, tcp, protocol, reliable, datagram, unreliable, reliable transport, outoforder packet",12,Mass Storage Structures,0.08299181974066741
409,"circular wait, circular, boundedwaiting, circularwait, boundedwaiting requirement, wait, condition, boundedwaiting requirement met",0,Introduction to Operating Systems,0.0
410,"provided operating, service provided operating, call, service, call provide, operating service, service provided, service available operating",18,Distributed Multimedia Systems,0.07181965039090175
411,"hydra, amplification, hydra hydra, powerful hydra, type amplification, kind right, right amplification, kind right amplification",0,Introduction to Operating Systems,0.0
412,"unsafe, safe, safe state, unsafe state, state unsafe, state, state safe, state safe state",27,System Boot and Initialization,0.08646372928912364
413,"russinovich, russinovich russinovich, russinovich russinovich russinovich, alexander, ohallaron russinovich, russinovich russinovich bryant, smith alexander part, russinovich solomon",0,Introduction to Operating Systems,0.0
414,"peertopeer, peer, clientserver, napster, node, peertopeer computing, peertopeer configuration, gnutella",13,Distributed Systems and Networking,0.27720163060705627
415,"linux kernel, kernel version, linux kernel version, revision, version, linux, minorversion, number denotes",24,Case Study: The Linux Operating System,0.679375261358315
416,"nonvolatile, content power, volatile, loses content, power turned, nonvolatile ram, lost, loses",18,Distributed Multimedia Systems,0.07970241941195917
417,"replace page, replace, replaced, replaced page, longest, page replaced, given second chance, given second",8,Memory Management: Virtual Memory,0.2516794813284454
418,"process creation, creation, process created, process object, new process, created, create process, create new process",0,Introduction to Operating Systems,0.3135069244399154
419,"information information, information, issue save, interested thing, interested response come, information technical identification, interested response, information tanenbaum wetherall",0,Introduction to Operating Systems,0.0
420,"sequence, sequence sequence, sequence event, insert sequence, sequence ending possibility, sequence event follows, increase potential consistency, guarantee completion sequence",23,Real-Time and Embedded Systems,0.23837042654032725
421,"blocking call, nonblocking, blocking, call, asynchronous call, nonblocking call, unblock, call called",0,Introduction to Operating Systems,0.0
422,"ready queue, queue, ready, process ready queue, run queue, process ready, perprocessor, scheduler select process",0,Introduction to Operating Systems,0.2868022345849328
423,"development edition, love linux kernel, development edition developer, kernel development edition, developer library, linux kernel development, edition developer library, edition developer",24,Case Study: The Linux Operating System,0.6312530047062115
424,"guest, guest operating, guest process, guest run, native operating, host guest, process guest, guest operating system",27,System Boot and Initialization,0.23281833362401136
425,"fortran, fortran compiler, cobol, compiler, fortran cobol, fortran job, load fortran, fortran program",3,Processes and Threads,0.38844063103835946
426,"mcdougall, mauro mcdougall, mauro, mcdougall mauro mcdougall, mcdougall mauro, mauro mcdougall mauro, mcdougall mcdougall mauro, mauro mcdougall mcdougall",0,Introduction to Operating Systems,0.0
427,"hadoop, mapreduce, gfs, hadoop framework, hadoop distributed, data server, distributed, framework",14,Distributed Coordination and Communication,0.28390079558035497
428,"program execution, execution process, program execution process, execution, process program execution, process program, associated program considered, program considered separate",3,Processes and Threads,0.5284829869602725
429,"chapter synchronization, chapter synchronization tool, synchronization, synchronization tool, chapter synchronization example, synchronization example, tool, chapter",4,Process Synchronization,0.30485779979355865
430,"shared page, sharing, sharing page, shared, page sharing, page containing unrelated, unrelated shared, unrelated shared variable",16,Distributed Shared Memory,0.31079508624792573
431,"decade, development, gone, history, repeat, generation, world, period decade",0,Introduction to Operating Systems,0.0
432,"point, point bedroom, point important worth, west point site, street elementary school, stuck street elementary, stuck street, point stuck",6,Deadlocks and Deadlock Handling,0.10275594781425726
433,"killer, outofmemory, outofmemory killer, oom, android outofmemory killer, android outofmemory, kill, oom adj",26,Case Study: Android Operating System,0.5931698575100127
434,"cloud chap, virtualization cloud chap, virtualization cloud, cloud, chap virtualization, cloud chap virtualization, chap virtualization cloud, virtualization",22,Virtualization and Hypervisors,0.38355136660678163
435,"tick, page referenced, clock, referenced, clock tick, current clock tick, referenced current clock, referenced current",8,Memory Management: Virtual Memory,0.2516794813284454
436,"message, copydata, copy message, copying, copying message, copied, copy, message sent",14,Distributed Coordination and Communication,0.35544782131925795
437,"hypervisors, hypervisor, bios bios, hypervisor operating, type hypervisor, bios, type hypervisors, bios bios bios",27,System Boot and Initialization,0.33048986205224473
438,"message queue, queue, message, adjacent module, queue adjacent module, queue adjacent, adjacent, program message queue",14,Distributed Coordination and Communication,0.3372074114140234
439,"pipe, file pipe, pipe read, readfile writefile function, writefile function, process file pipe, readfile writefile, pipe accomplished",9,File Systems and Storage Management,0.6680856124092598
440,"request request request, request request, request, suppose request buddy, help suppose, complete opened, marked completed, buddy satisfy request",0,Introduction to Operating Systems,0.0
441,"cluster, clustering, system cluster, traffic flow, parallel cluster, node, clusterbased, clustered",28,System Calls and API,0.4164706882712118
442,"segmentation, pure segmentation, segmentation paging, pure, paging, segment, descriptor segment, paging segmentation",8,Memory Management: Virtual Memory,0.4698016984797649
443,"mutual exclusion, exclusion, mutual, achieving mutual, achieving mutual exclusion, mutualexclusion, exclusion mutual exclusion, strict alternation",0,Introduction to Operating Systems,0.0
444,"volume, volume directory, specify volume, unmounted volume, separate volume, mounted volume, mounted, unmounted",9,File Systems and Storage Management,0.08937544256418013
445,"signature, digital, digital signature, hash, hash function, sign, authenticity, digitally",0,Introduction to Operating Systems,0.0
446,"zombie, botnets, website, malware, spam, criminal, criminal activity, botnet",0,Introduction to Operating Systems,0.0
447,"openmp, directive, compiler directive, omp, parallel, pragma, pragma omp, omp parallel",0,Introduction to Operating Systems,0.0
448,"mode, switch, kernel mode, corresponding kernel, mode thread, kernel thread, user mode, switch corresponding",1,Operating System Structures and Components,0.387080797801777
449,"bcc, ebpf, toolkit, bcc toolkit, tracing, bpf, ebpf instruction, tool",0,Introduction to Operating Systems,0.0
450,"cpu scheduling, chapter cpu, chapter cpu scheduling, scheduling chapter, cpu scheduling chapter, scheduling chapter cpu, scheduling, chapter",5,CPU Scheduling,0.8161603492827273
451,"license, licensee, software, licensing issue software, description module, licensor, description module author, company license",28,System Calls and API,0.3439529944331668
452,"acyclicgraph, acyclic, graph, acyclicgraph directory, acyclic graph, acyclicgraph directory structure, general graph, general graph directory",9,File Systems and Storage Management,0.08478898961651068
453,"ack, data packet, packet, seq, ack packet, waiting ack, data ack, seq data",10,File System Implementation,0.24749484657848977
454,"library procedure, library, procedure, call, collection library procedure, collection library, calling library, calling library procedure",0,Introduction to Operating Systems,0.0
455,"search, linear search, linear, searching, speed searching, search time, large directory, long",23,Real-Time and Embedded Systems,0.34645782805948777
456,"node, process node, overloaded, node overloaded, node looking, process node process, overloaded node, node process node",0,Introduction to Operating Systems,0.3135069244399154
457,"unicode, ascii, milli, ascii unicode, string, characterstring, character, character set",0,Introduction to Operating Systems,0.0
458,"raw mode, raw, mode, canonical mode, cooked mode, discipline, terminal, cooked",0,Introduction to Operating Systems,0.0
459,"memoryaccess time, memoryaccess, effective, nanosecond, time nanosecond, memory access, access time, effective memory access",23,Real-Time and Embedded Systems,0.3315490031420907
