Bucket Number,Bucket
285,"protection, protection mechanism, protection problem, lampson, interesting proving, interesting proving ground, proving ground protection, protection theory, ground protection theory, ground protection"
286,"proc, proc file, file proc, statistic, procfs, file proc file, score, process pid, proc directory, kernel memory primarily"
287,"privilege, administrator, user assign, logged administrator, special privilege, execution program, perform task, nice value, perform, logged"
288,"security, auditing, audit, operating system security, secure, system security, logging, tcb, secure operating, accounting logging"
289,"writes, synchronous, synchronous writes, asynchronously, writes file, see fast, delayed, delayedwrite, process writing disk, writes appropriate"
290,"apc, usermode, context, usermode apc, dpcs, irql, process context, passive, dispatch, executes context"
291,"programming project, program program, student program, program exercise, programming project programming, project programming, project, program, grade, group containing"
292,"fcfs, fcfs scheduling, fcfs scheduling algorithm, scheduling, firstcome, fcfs schedule, simulation performance statistic, simulation performance, schedule txt, firstserved"
293,"covert, covert channel, channel, steganography, image, steganographic, leak, watermark, hiding, cpu usage covert"
294,"port, task, right, port task, receive right, port right, port port, right port, receive, task self"
295,"copyonwrite, copyonwrite page, marked copyonwrite, copy, private copy, page shared, modified, page, page modified, private"
296,"critical section, enter critical section, critical, enter critical, section, enter, section process, critical section process, flagj, section critical section"
297,"isrs, dpc, dpcs, isr, interrupt, processing, dpcs isrs, isrs dpcs, spent, processing isr"
298,"work work, work, think work, work think, think, appreciate, success ct conflict, wonder work, way work follows, think work work"
299,"denialofservice, denialofservice attack, attack, ddos, denialofservice do attack, service denialofservice, denialofservice do, ddos attack, denial service, denial"
300,"pdp, pdp pdp, interdata, minicomputer, pdp pdp pdp, pdp interdata, pdp minicomputer, unix, unix moved, pdp model"
301,"minix, minix development, www minix org, www minix, minix org, minix file, minix unix, supported minix, crossdeveloped, crossdeveloped minix"
302,"special file, file device, device, special, special file file, file device appear, file special file, device file, file stored, device appear"
303,"goal, ship, operating designed, design begin, goal mind, mind, real system, system, design, practice technically"
304,"certificate, public key, public, trusted party, party, authority, key, trusted, signed, certificate signed"
305,"reply, message, receiver, message time, sender, iamup message, iamup, acknowledgement, received, lost sender"
306,"pageout, free memory, reclaiming, threshold, pageout daemon, reclaiming page, allow page, allow page locked, paged, page locked memory"
307,"login, password, login login, trying login, invalid login, successful login, login password, asked password, login carol, user sits type"
308,"extension, file type, type file, type, file extension, mpeg, tex, format, encoded, recognize file"
309,"waiting, busy waiting, busy, time waiting, time waiting complete, busy waiting case, suffers busy waiting, suffers busy, spend time waiting, assumes process"
310,"handle, handle process, handle value, close handle, process handle, duplicated, duplicating, duplicated handle, close, closed"
311,"worm, morris, internet worm, morris worm, worm morris, worm finger, internet, worm program, tried, markoff"
312,"linux, overview linux, release linux, overview, linux linux, indepth examination linux, linux linux system, linux section, overview linux linux, indepth examination"
313,"mouse, button, click, mouse moved, mouse button, mickey, moved, double click, event key struck, button click"
314,"case, case case, common case, clear case, case clear, possible case, case point, clear, good idea, worst"
315,"jmp, mov, jump, add, cmp, add mov, jmp instruction, mov add, sub, mov mov"
316,"directory, deleted, rmdir, mkdir, remove directory, directory deleted, deleted directory, remove, directory created, removed"
317,"realtime, realtime scheduling, scheduling, realtime system, hard realtime, soft, scheduling class, scheduling realtime, posix, realtime task"
318,"language, multilingual, language program, higherlevel language, higherlevel, programming language, multilingual support, locale, compiler debugging, significance"
319,"lowpriority process, lowpriority, highpriority process, highpriority, lowerpriority, higherpriority, higherpriority process, lowerpriority queue, process preempted, lowerpriority process"
320,"call, call call, type call, call exist, set call, call exist somewhat, exist somewhat, miscellaneous call, call rarely, example call"
321,"ratemonotonic, ratemonotonic scheduling, deadline, meet deadline, scheduling, deadline met, meet, percent ratemonotonic, set process scheduled, percent ratemonotonic scheduling"
322,"revocation, selective, selective revocation, revoked, capability, access right object, right object, access right, allow selective revocation, allow selective"
323,"address space, address space page, space page, virtual address space, space, frame consider, physical memory frame, frame consider logical, consider logical address, consider logical"
324,"lru, lru algorithm, lru replacement, nfu, replacement, approximation lru, crude, crude approximation, figure lru, lru software"
325,"science, research, social science, social, humanity, main page, struggle, tribe, science science, researcher"
326,"netmsgserver, netmsgservers, port, netmsgserver node, netmsgserver netmsgserver, message, ipc, destination, norma, proxy"
327,"global, global variable, variable, threadlocal, threadlocal storage, thread private, tl, storage, variable visible, global variable thread"
328,"unsafe, banker, banker algorithm, safe, unsafe state, state, deadlock, state deadlocked, deadlocked, state safe"
329,"realtime, realtime system, system realtime, system realtime system, soft realtime, realtime process, realtime operating, real time, realtime system realtime, soft realtime system"
330,"graph, deadlock, cycle, graph cycle, waitfor graph, waitfor, cycle graph, graph deadlock, cycle deadlock, graph contains cycle"
331,"frame number, page frame, frame, page page page, page frame number, page page, page, frame number page, number page, frame indicates"
332,"solaris, mauro, solaris internals, prentice hall, prentice, hall, mauro solaris internals, solaris internals second, internals second, mauro solaris"
333,"zygote, dalvik, process zygote, preloaded, dalvik process, activity manager, dalvik dalvik, new process, app, creating new"
334,"processor thread, processor, cpu thread, ideal, ideal processor, receives proportion processor, receives proportion, running thread, thread, ideal processor thread"
335,"irp, device stack, irp driver, device object, stack, irps, manager, request packet, driver, irp device"
336,"pagefault, pagefault rate, rate, number frame, frame, working set, pagefault rate increase, rate increase, sweep, set pagefault rate"
337,"nsec, take nsec, word nsec, take, word, memory word nsec, memory word, nsec page, access word, take additional nsec"
338,"complexity, architecture, approach fifth, quantitative approach fifth, patterson architecture quantitative, patterson architecture, quantitative approach, architecture quantitative approach, approach fifth edition, architecture quantitative"
339,"multics, compiler software, multics multics, networked, bell, unix compiler software, unix compiler, mit, bell lab, software time shared"
340,"pbg, directory, directory entry, pbg pbg, directory entry file, entry file, directory listing, entry file directory, listing, list file directory"
341,"word, word processor, step cpu, read word, cpu writes, cpu read, cpu, writes word, cpu writes word, step cpu writes"
342,"mtbf, mean time, hour, drive, failure, mean time failure, time failure, drive hour, probability, hour mtbf"
343,"compiler, compile, conditional compilation, compilation, conditional, compiled, compile time, inserted compiled, code inserted compiled, compile time process"
344,"port, port number, service port, standard service, number greater, port set, port port, standard service port, port arbitrary, greater"
345,"practice exercise, exercise, exercise practice exercise, exercise practice, practice exercise practice, practice, exercise exercise, practice exercise exercise, exercise exercise exercise, exercise exercise practice"
346,"crash, recovery, crash recovery, problem consistency checking, problem consistency, consistency checking, crash eliminating, recovery needed crash, eliminating problem consistency, needed crash"
347,"reference bit, bit, bit page, reference bit page, set page, bit page set, set page referenced, reference, bit set page, referenced"
348,"sender, blocked, sender running, message, send, blocked sender, sender blocked sender, blocked sender running, receiver, sender block"
349,"distribution, linux distribution, linux, linux community, community, news, slackware, suse, linux distribution available, debian"
350,"thread newer, thread offer, separate thread, run separate thread, thread, run separate, student, example program, single thread, newer"
351,"balancing, load balancing, load, processor, smp, processor load, processor load balancing, processor affinity, senderinitiated, affinity"
352,"tree, binary search tree, search tree, binary search, balanced, redblack tree, redblack, balanced binary search, search, balanced binary"
353,"multithreaded, multithreading, singlethreaded, multithreaded programming, multithreaded process, multithreaded application, multithreaded program, example multithreading, application multithreading, programming example multithreading"
354,"location, transparency, location independence, independence, location transparency, transparent, transparent user, mobility, location independent, user mobility"
355,"forkjoin, sumtask, sum, java forkjoin, int, array, summation, java, class sumtask, forkjointask"
356,"march, october, february, november, july, june, october june, march july november, release nov likewise, release nov"
357,"ecc, ecc field, incorrect, error, incorrect ecc, ecc error, crash disk, value ecc, sector, crash"
358,"sort, sor, head, input, file sort, output, standard output, file descriptor, temp, pipe"
359,"directory user, ufd, user file, directory user file, file directory user, directory, file user, user, current directory, path"
360,"controller, device controller, controller device, device, electronic component, basic hardware element, component electronic component, component electronic, hardware element, bus device controller"
361,"sandboxing, sandbox, apple, method sandboxing, profile, run sandbox, restricted, macos, enforced, mandatory"
362,"macro, document, macro virus, visual basic, file macro, visual, virus, office, word, format rtf"
363,"chapter exercise, exercise, exercise chapter, exercise chapter exercise, chapter exercise chapter, exercise exercise chapter, chapter exercise exercise, exercise exercise, chapter, exercise relationship"
364,"protection, languagebased, languagebased protection, enforcement, cap, protection policy, programming language, language, software capability, policy"
365,"blocked, running blocked, blocking, thread continue, thread, thread state, thandles, thread state ready, ready running blocked, state ready running"
366,"hypervisor, sensitive instruction, sensitive, trap hypervisor, instruction, trap, instruction guest, hypercalls, basic block, instruction guest kernel"
367,"char, include, shared memory object, int, shared memory, memory object, buf, ssize, argc, include stdio"
368,"file file, file file file, file write, existing file, written written locally, formatted rigidly common, include appending, truefor file particular, google file ghemawat, written written"
369,"criticalsection problem, criticalsection, solution criticalsection problem, solution criticalsection, petersons solution, petersons, solution, problem, solve criticalsection problem, solve criticalsection"
370,"tracing, statistic, monitoring, tracing counter, counter, report, tool, profiling, spending time, perprocess"
371,"biometrics, recognition, fingerprint, iris, biometric, iris recognition, enrollment, voice, authentication, use biometric"
372,"current time, time day, day, current, date, time, date time, return current time, time zone, current time day"
373,"web server, multithreaded web, multithreaded web server, multithreaded, web, server, singlethreaded, multithreaded server, server singlethreaded, described multithreaded web"
374,"checksum, consistency, computes checksum, checksummed, file checksum, checksum file, checksum incorrect, write virus, computes, metadata"
375,"live migration, migration, live, migrating, migrating virtual machine, migrating virtual, virtual machine, problem arise migrating, live migration work, live migration running"
376,"fig shown fig, fig shown, shown fig shown, shown fig, shown, fig, message marked fig, module shown fig, option shown fig, fig work shown"
377,"object manager, executive, object, object type, executive component, manager, create new type, provided object manager, provided object, component executive"
378,"page table, entry page, inverted page table, inverted page, inverted, table, page table entry, page directory, directory entry page, entry page table"
379,"compare swap, compare, compare swap instruction, swap instruction, swap, node, old node, node old, node old node, node new"
380,"fig example, example fig, example fig example, fig example fig, fig, fig let, matrix fig, example, matrix, generate tlb"
381,"exception, exception handler, handler, debugger, exception port, handle exception, error handler, exception dispatcher, wer, error"
382,"event, occurrence, eventdriven, driven, paradigm, let occur, algorithmic event, algorithmic event driven, event occurrence, event driven"
383,"security descriptor, dacl, descriptor, security, sacl, dacl sacl, object security, object security descriptor, ace, ace dacl sacl"
384,"consult, end chapter, bibliographical, bibliographical note, bibliographical note end, note end, note end chapter, bibliography end chapter, bibliography end, consult bibliography end"
385,"signal, signal thread, deliver signal, delivered thread, delivered, deliver signal thread, signal need, signal thread process, delivered thread blocking, singlethreaded program"
386,"turn, best, random, end, pick come, exit said, job pick random, halt turn algorithm, figure choice halt, halt turn"
387,"packet, ipq, request packet, packet packet, skbuff, chain, fragment, matched, reassembly, packet passed"
388,"trap, mode, mode bit, user mode, mach msg, mode kernel, trap kernel, msg, kernel mode, switch user mode"
389,"cpu busy, busy, cpu, process want cpu, waiting, want cpu, cpu waiting, cpu given, requesting cpu, case process"
390,"attribute, file attribute, attribute file, file attribute file, creator, creator file attribute, property file displayed, consist file creator, consist file, operating typically consist"
391,"clustered, general structure, darwin, structure clustered, general structure clustered, structure, organized follows, clustering, asymmetrically, package wrestle"
392,"illustrated figure, illustrated, situation illustrated figure, figure illustrated, illustrated figure situation, figure situation, situation illustrated, figure, depicted figure, figure strategy"
393,"size size, size, extent, size predetermined, easy scale, size size predetermined, size working, size working set, extent size, predetermined"
394,"identifier, process identifier, process identity, identity, process identified process, identity environment, process identity environment, context process identity, identified process, identified process identifier"
395,"sjf, sjf scheduling, sjf algorithm, scheduling, millisecond process, algorithm sjf, sjf scheduling algorithm, nonpreemptive sjf, millisecond process millisecond, process millisecond process"
396,"queue, queued, request queued, queue device, pending, request, process issue request, request placed, device queue, wait queue"
397,"atomic, atomic integer, integer, counter counter, atomic variable, counter counter counter, counter, temp, operation atomic, atomic operation"
398,"program counter, counter, current activity process, program counter saved, logical program counter, logical program, counter saved, current activity, activity process, status current"
399,"woman, entry following, entry following entry, following entry following, entry, following entry, entry unchanged, omit entry unchanged, omit entry, enter"
400,"cable, ethernet, lan, fiber, optical fiber, optical, ethernet network, wifi, cmnsec, optic cable"
401,"site, failed, failure, failed site, site failed, site failure, link, site failed site, link site, link failure"
402,"tuple, tuple space, tuple tuple space, tuple tuple, tuple space tuple, tuple field, space tuple, tuples, field, template"
403,"device number, minor device number, minor device, minor, devsda, major device number, major device, major minor, major, brwrw"
404,"figure structure, structure shown, shown figure, shown figure structure, shown, structure shown figure, structure process shown, figure structure process, structure, process shown figure"
405,"register, set register, register register, register set, multiple set register, multiple set, provide multiple, count register register, register count register, count register"
406,"solaris, version solaris, later version solaris, solaris commercial, solaris implementation, venus, sun, solaris operating, later version, refer solaris"
407,"packet, tcp, protocol, reliable, datagram, unreliable, reliable transport, outoforder packet, reliable transport protocol, received packet"
408,"circular wait, circular, boundedwaiting, circularwait, boundedwaiting requirement, wait, condition, boundedwaiting requirement met, circularwait scheme, circular wait condition"
409,"provided operating, service provided operating, call, service, call provide, operating service, service provided, service available operating, call provide interface, provide interface service"
410,"hydra, amplification, hydra hydra, powerful hydra, type amplification, kind right, right amplification, kind right amplification, hydra solves, hydra solves problem"
411,"unsafe, safe, safe state, unsafe state, state unsafe, state, state safe, state safe state, state guarantee, safe state unsafe"
412,"russinovich, russinovich russinovich, russinovich russinovich russinovich, alexander, ohallaron russinovich, russinovich russinovich bryant, smith alexander part, russinovich solomon, russinovich bryant ohallaron, smith alexander"
413,"peertopeer, peer, clientserver, napster, node, peertopeer computing, peertopeer configuration, gnutella, skype, exchange file"
414,"linux kernel, kernel version, linux kernel version, revision, version, linux, minorversion, number denotes, minorversion number, kernel"
415,"nonvolatile, content power, volatile, loses content, power turned, nonvolatile ram, lost, loses, content, content power turned"
416,"replace page, replace, replaced, replaced page, longest, page replaced, given second chance, given second, replace page longest, page longest period"
417,"process creation, creation, process created, process object, new process, created, create process, create new process, minimizes number, pursuing detail"
418,"information information, information, issue save, interested thing, interested response come, information technical identification, interested response, information tanenbaum wetherall, information useful, interested thing information"
419,"sequence, sequence sequence, sequence event, insert sequence, sequence ending possibility, sequence event follows, increase potential consistency, guarantee completion sequence, guaranteed work let, insert sequence field"
420,"blocking call, nonblocking, blocking, call, asynchronous call, nonblocking call, unblock, call called, call alternative, problem blocking call"
421,"ready queue, queue, ready, process ready queue, run queue, process ready, perprocessor, scheduler select process, cpu scheduler select, local run"
422,"development edition, love linux kernel, development edition developer, kernel development edition, developer library, linux kernel development, edition developer library, edition developer, love linux, kernel development"
423,"guest, guest operating, guest process, guest run, native operating, host guest, process guest, guest operating system, native operating system, operating system running"
424,"fortran, fortran compiler, cobol, compiler, fortran cobol, fortran job, load fortran, fortran program, compiler tape, set fortran"
425,"mcdougall, mauro mcdougall, mauro, mcdougall mauro mcdougall, mcdougall mauro, mauro mcdougall mauro, mcdougall mcdougall mauro, mauro mcdougall mcdougall, mcdougall mcdougall, mmu mcdougall"
426,"hadoop, mapreduce, gfs, hadoop framework, hadoop distributed, data server, distributed, framework, file chunk, apache"
427,"program execution, execution process, program execution process, execution, process program execution, process program, associated program considered, program considered separate, considered separate, process associated program"
428,"chapter synchronization, chapter synchronization tool, synchronization, synchronization tool, chapter synchronization example, synchronization example, tool, chapter, synchronization problem, large class problem"
429,"shared page, sharing, sharing page, shared, page sharing, page containing unrelated, unrelated shared, unrelated shared variable, containing unrelated, sharing library"
430,"decade, development, gone, history, repeat, generation, world, period decade, personal difference, one emerged theme"
431,"point, point bedroom, point important worth, west point site, street elementary school, stuck street elementary, stuck street, point stuck, neighborhood west point, point site"
432,"killer, outofmemory, outofmemory killer, oom, android outofmemory killer, android outofmemory, kill, oom adj, adj, linux outofmemory killer"
433,"cloud chap, virtualization cloud chap, virtualization cloud, cloud, chap virtualization, cloud chap virtualization, chap virtualization cloud, virtualization, chap, hypervisor virtualization cloud"
434,"tick, page referenced, clock, referenced, clock tick, current clock tick, referenced current clock, referenced current, page referenced current, current clock"
435,"message, copydata, copy message, copying, copying message, copied, copy, message sent, message copied, new block"
436,"hypervisors, hypervisor, bios bios, hypervisor operating, type hypervisor, bios, type hypervisors, bios bios bios, type, hypervisor needed"
437,"message queue, queue, message, adjacent module, queue adjacent module, queue adjacent, adjacent, program message queue, message queue associated, program message"
438,"pipe, file pipe, pipe read, readfile writefile function, writefile function, process file pipe, readfile writefile, pipe accomplished, writefile, writing pipe"
439,"request request request, request request, request, suppose request buddy, help suppose, complete opened, marked completed, buddy satisfy request, buddy satisfy, available request request"
440,"cluster, clustering, system cluster, traffic flow, parallel cluster, node, clusterbased, clustered, oracle, running application"
441,"segmentation, pure segmentation, segmentation paging, pure, paging, segment, descriptor segment, paging segmentation, descriptor, paging disabled"
442,"mutual exclusion, exclusion, mutual, achieving mutual, achieving mutual exclusion, mutualexclusion, exclusion mutual exclusion, strict alternation, exclusion mutual, mutual exclusion mutual"
443,"volume, volume directory, specify volume, unmounted volume, separate volume, mounted volume, mounted, unmounted, file volume, filesystem volume"
444,"signature, digital, digital signature, hash, hash function, sign, authenticity, digitally, denning, signing"
445,"zombie, botnets, website, malware, spam, criminal, criminal activity, botnet, zombie army, army"
446,"openmp, directive, compiler directive, omp, parallel, pragma, pragma omp, omp parallel, pragma omp parallel, parallel region"
447,"mode, switch, kernel mode, corresponding kernel, mode thread, kernel thread, user mode, switch corresponding, user thread, corresponding kernel thread"
448,"bcc, ebpf, toolkit, bcc toolkit, tracing, bpf, ebpf instruction, tool, python, inserted running"
449,"cpu scheduling, chapter cpu, chapter cpu scheduling, scheduling chapter, cpu scheduling chapter, scheduling chapter cpu, scheduling, chapter, figure chapter cpu, cpu"
450,"license, licensee, software, licensing issue software, description module, licensor, description module author, company license, license count, module author"
451,"acyclicgraph, acyclic, graph, acyclicgraph directory, acyclic graph, acyclicgraph directory structure, general graph, general graph directory, acyclicgraph structure, graph directory"
452,"ack, data packet, packet, seq, ack packet, waiting ack, data ack, seq data, resend, timeout waiting ack"
453,"library procedure, library, procedure, call, collection library procedure, collection library, calling library, calling library procedure, library call, normally library procedure"
454,"search, linear search, linear, searching, speed searching, search time, large directory, long, directory, longest matchfor example"
455,"node, process node, overloaded, node overloaded, node looking, process node process, overloaded node, node process node, assume node, process assigned node"
456,"unicode, ascii, milli, ascii unicode, string, characterstring, character, character set, micro, letter"
457,"raw mode, raw, mode, canonical mode, cooked mode, discipline, terminal, cooked, canonical, line discipline"
458,"memoryaccess time, memoryaccess, effective, nanosecond, time nanosecond, memory access, access time, effective memory access, effective memoryaccess, effective memoryaccess time"
459,"interface, interface simple, interface user interface, interface described, interface interface, generator, interface user, generator stub generator, interface carefully, interface carefully designed"
460,"copy file, program copy, abc xyz, xyz, file file copy, program copy file, copy, copyfile, abc, destination file"
461,"macintosh, apple, gui, steve job, apple macintosh, steve, xerox, lisa, brainchild steve, job apple fame"
462,"pointer, function pointer, object type contains, type contains, type contains pointer, function passed pointer, pointer function table, passed pointer, contains pointer function, function"
463,"distributed file, distributed, distributed file system, distributed look like, file system, distributed look, file distributed, use today, design, investigate basic"
464,"chopstick, philosopher, pick chopstick, philosopher pick, pick, right chopstick, hungry, left chopstick, chopstick time, chopstick available"
465,"cycle, graph, cycle graph, cycle algorithm, contain cycle, contains cycle, graph contains cycle, graph contains, algorithm detect cycle, detecting cycle"
466,"trojan, horse, trojan horse, trojan horse attack, containing trojan, horse attack, trojan horse run, called trojan horse, horse run, variation trojan"
467,"abstraction, away concept, abstracted away, abstracted away concept, create abstraction, operating abstraction, abstracted, process abstraction, abstraction memory, job operating"
468,"function function, function, predecessor function, predecessor, void, know void, infeasible void us, infeasible void, know void function, exist result"
469,"student, chair, hallway, help, helping student, chair hallway, office hour, helping, office, helping student student"
470,"memory address, address generated, generated running, sequence memory address, interested sequence, interested sequence memory, memory address interested, generated running program, address generated running, address interested"
471,"character, buffered, character buffered, character time, character stream, read character, character typed, block character, lost host wait, typed buffered shell"
472,"chapter deadlock, deadlock, deadlock chapter, deadlock chapter deadlock, figure chapter deadlock, chapter, deadlock figure chapter, chapter deadlock figure, acquirelock, releaselock"
473,"content provider, provider, contentresolver, content, uri, query, contentresolver method, content provider application, provider application, emailprovider"
474,"nmap, scanning, port scanning, port, vulnerability, port scanner, insecure orgnmap, like nmap, httpwww insecure orgnmap, tool like nmap"
475,"mckusick, mckusick mckusick, mckusick mckusick mckusick, file mckusick, fast file mckusick, described mckusick, berkeley fast file, berkeley fast, berkeley, fast file"
476,"linux chapter linux, linux chapter, chapter linux, chapter linux chapter, chapter, chapter chapter, linux, mach chapter appeared, shall chapter chapter, consider system chapter"
477,"shared library, library, shared, shared library come, library come, library libc, libc, world referred dll, mapping mechanism, making executable file"
478,"internal fragmentation, fragmentation, internal, page size, large page, large page size, size, small page size, table size, small page"
479,"lseek, position, file position, lseek change, file current position, value position pointer, lseek parameter file, file value returned, lseek absolute position, write begin"
480,"character device, device character, device character device, block device character, character, block device, device, characterdevice driver, block character device, characterdevice"
481,"transition, state, diagram, state process, state diagram, event shown, shown transition, sequence event shown, state shown transition, process state"
482,"switch, omega, omega network, crossbar switch, crossbar, switch omega, switch omega network, switching, switching network, topology"
483,"pid, table given, table given pid, process table given, identifies process, code searching, pid use, given pid, pid manager, pid process"
484,"multilevel, feedback queue, multilevel feedback queue, multilevel feedback, feedback, queue, queue scheduling, multilevel queue, multilevel queue scheduling, queue scheduling algorithm"
485,"redirection, redirected, input, output, input output, output program input, output redirected, input output redirection, output redirection, redirects"
486,"computer, personal computer, personal, million people, early personal, early personal computer, company university, early, million, minicomputer"
487,"commandready bit, commandready, busy bit, busy, host set, bit command, dataout register, dataout, bit status, status register"
488,"migration, computation migration, computation, process migration, migration process migration, migration process, computation migration process, data migration, migration computation, migration computation migration"
489,"encryption, individual file, bitlocker, file entire, encrypted, efs, file entire volume, content read unauthorized, read unauthorized, content read"
490,"port set, port, message port, message, message port set, passed message, received, operation object, receive message, port received"
491,"pipe, child, pipe parent, end pipe, inherit, write end, child process, writing pipe, handle pipe, parent"
492,"ntos, layer ntos, executive, layer, kernel layer ntos, kernel layer, ntos kernel, ntoskrnl exe, ntoskrnl, ntos executive"
493,"strategy, strategy system, applicable, situation, relocated strategy, way strategy applicable, strategy situation section, strategy sufficient, organizing list, planning needed following"
494,"edu, yale, yale edu, www, eric, edu server, yale university, eric yale, eric yale edu, host"
495,"granted immediately request, arrives request, arrives request granted, thread arrives, thread arrives request, request thread arrives, request thread, request granted, request, immediately request"
496,"multicomputers, multiprocessor multicomputers, multiprocessor, system multiprocessor, perspective, distributed system, precisely, multicomputers like, multicomputers distributed, multiprocessor modern"
497,"moore, law, moore law, transistor, number transistor, exponential growth, intel cofounder gordon, double month, cofounder gordon moore, cofounder gordon"
498,"create window, view created, function createprocess, createprocess, process creation, win, window, creation, current process, forthcoming alternative example"
499,"field, field important field, field important, important field, field needed, fourth field field, field present finally, lpfnwndproc long research, necessary information field, field provide necessary"
500,"router, packet, destination, need packet, need packet need, packet need, packet router, destination network, destination address, extract destination address"
501,"policy mechanism, separation, separation policy mechanism, separation policy, policy, mechanism policy, policy mechanism important, mechanism important, mechanism, mechanism important flexibility"
502,"fat, exfat, fat file, fat fat, extension fat, exfat modern, msdos fat file, msdos, msdos fat, bit disk address"
503,"unlink, deleted, removed unlink, file deleted, link, removed, link file, unlink link, unlink link file, removed unlink link"
504,"sorted, fifo, list, fifo ordering, request list, lifo, ordering, list sorted, fifo order, order"
505,"pipe, write program unix, unix window pipe, program unix window, window pipe, pipe write program, function described, shell pipeline, program unix, pipeline"
506,"grouped, category, file grouped, category file, divided category, file directory, convenience, directory, structure file, natural way roughly"
507,"memory barrier, application error, memory management management, protected memory, management management, store operation, barrier, memory protection, guard, protected"
508,"database, database example, database record, database system, adapter, image recorded, engine described salomie, important example small, exact location database, example model access"
509,"executed executed, executed executed executed, executed, fully executed, executed fully executed, executed fully, shown figure code, figure code, process shown figure, process shown"
510,"chapter process, chapter process chapter, chapter, process chapter, process chapter process, chapter system, variety reason chapter, issue responds quickly, java net chapter, work chapter process"
511,"kernel buffer, packet, copied, packet copied, copy packet, kernel copy, buffer step, destination cpu, kernel copy packet, packet kernel buffer"
512,"token, access token, token thread, process access token, token process, token belonging user, token effective, token belonging, effective token, threadspecific token"
513,"transaction, target, submits, target transaction, rewrite transaction, receiving process, objecta, submits kernel, submits transaction, receiving"
514,"owned user read, process owned user, process owned, owned user, user read, access file, say process owned, user read file, entry say process, entry say"
515,"readerwriter, readerwriter lock, lock, slim, reader writer, reader, writer, lock favor reader, multiple reader, readerwriter lock favor"
516,"bus, bus bus, typical bus structure, typical bus, bus structure, wire, bus architecture, method speed, method speed throughput, pci mean send"
517,"version version, version version version, version, version beginning version, version beginning, beginning version, beginning version version, beginning, version previous version, starter let look"
518,"proc, proc file, entry proc, kernel module, prochello, module, procjiffies, entry proc file, module creates, kernel module creates"
519,"synchronous, gelernter, asynchronous, synchronous asynchronous, carriero, asynchronous communication, communication, carriero gelernter, synchronous asynchronous synchronous, communication synchronous"
520,"graph, resource graph, allocation graph, resource allocation graph, resource, example resource, resource allocation, resource graph resource, graph resource, graph sort illustrated"
521,"fig model, model fig, model fig model, model, model illustrated, fig, fig model fig, model shown fig, model illustrated fig, model shown"
522,"thrashing, prevent thrashing, thrashing stop, prevent thrashing thrashing, paging executing, time paging executing, thrashing thrashing, time paging, stop process, stop"
523,"music, music perceptible, importance, perceptible, launcher, android, foreground, android process, app, stack persistent email"
524,"stack, return address, pushed, pushed stack, pop, activation record, address pushed stack, return, variable return address, parameter local variable"
525,"sign, computing, computer, period time prototype, russian said time, software mind, productivity decade, productivity decade time, programmer sign, programmer sign block"
526,"byte page, byte, page byte, byte page msec, page msec load, msec load, page msec, byte page byte, byte page table, example byte"
527,"parameter, createprocess, parameter passed createprocess, passed createprocess, startupinfo, parameter passed, createprocess parameter, handle creator, created process, information structure"
528,"resident monitor, resident, control card, monitor, card, control, transfer control, resident monitor program, program run, monitor program"
529,"gdt, ldt, ldt gdt, selector, descriptor table, descriptor, segment, gdt entry, table gdt, global descriptor"
530,"optimization, obviously going problem, optimized code bigger, method produce, notwithstanding place, optimization complex optimization, method produce accurate, optimization harm, make harder adapt, lead bug important"
531,"graph, graph figure, edge graph, consider graph figure, consider graph, graph shown figure, figure graph, graph shown, figure illustrate, edge"
532,"interrupt, interrupt remapping, remapping, guest, virtual machine interrupt, instance guest, machine interrupt, suppose instance guest, suppose instance, destined"
533,"malware, criminal, spread, piece malware checked, purpose company release, program combat, publicized newspaper large, malware vastly, prefer work publicized, question people"
534,"example example, example example example, accident, example, consider example, example second example, consider restaurant consider, consider restaurant, consider example example, accident example example"
535,"procedure, frame procedure, stack contains, stack, contains frame procedure, frame procedure called, procedure call procedure, stack contains frame, procedure called returned, called returned"
536,"gpus, gpu, likely operating run, traffic likely operating, instruction multiple data, single instruction multiple, encryption processing network, run gpus, traffic likely, instruction multiple"
537,"lottery, ticket, lottery scheduling, lottery ticket, winning, ticket chosen, chance winning, ticket get, ticket chosen random, process holding ticket"
538,"stream, write queue, driver end, queue write, read queue, read queue write, queue write queue, stream head, stream module, write queue read"
539,"superblock, superblock object, inodes, information superblock, superblock object represents, superblock contains, object represents, identify filesystem type, typical information superblock, inodes doubled"
540,"ext, linux ext, extended file, file ext, ext file, ext linux, linux ext file, ext ext, file linux, disk layout"
541,"polling, poll, busywaiting, polling busy waiting, polling busy, device ready service, busy waiting, busy, ready service, device ready"
542,"user user, consider user user, consider user, interfere consider user, incorrect idea long, user free irresistible, thing user free, user general mr, user disgust continuous, inherent incorrect"
543,"program associated, kernel provide, directly kernel, kernel, running kernel, kernel type program, kernel simplest level, kernel subsystem kernel, kernel type, leaf environment"
544,"component, different component, level abstraction, need expensive highperformance, semantics us, expensive highperformance, expensive highperformance component, produce naming scheme, produce naming, process taking ibis"
545,"client process, client, messenger service, messenger, client process sends, message server, process sends message, message, process sends, server"
546,"lion, zebra, acacia, tweeter, lion zebra, acacia tree, cat, woofer, animal, dog"
547,"stable, cpu crash, crash, write completes, stable write, stable write completes, crash occurs, stable storage, completes, invalid block"
